Company Name,Normalized Name,Category,Operations Type,Website,LinkedIn,Source Count,Sources,ILT Auth #,Notes
"Energielabel Oost","energielabel oost","ILT OA Operator","",https://www.energielabeloost.nl,,1,"ILT OA Register","NLD-OAT-279/01G",""
"Enevate","enevate","ILT OA Operator","",https://www.enevate.com,,1,"ILT OA Register","NLD-OAT-187/05G",""
"Epic Aero","epic aero","ILT OA Operator","",https://epic-aero.com,,1,"ILT OA Register","NLD-OAT-124/02G",""
"Eye Watch Security Group B.V","eye watch security group bv","ILT OA Operator","",https://www.eyewatchsecuritygroup.nl,,1,"ILT OA Register","NLD-OAT-307/01G",""
"EyeFly","eyefly","DCRO Certified Operator","",https://www.eyefly.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"EyeFly B.V.","eyefly bv","ILT OA Operator","",https://www.eyefly.nl/,,1,"ILT OA Register","NLD-OAT-137/02G",""
"Eyewings","eyewings","DCRO Certified Operator","",https://www.eye-wings.com/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Eyewings B.V.","eyewings bv","ILT OA Operator","",https://www.eye-wings.com/,,1,"ILT OA Register","NLD-OAT-090/01G",""
"Faculteit Lucht- en Ruimtevaarttechniek","faculteit lucht en ruimtevaarttechniek","ILT OA Operator","",https://www.tudelft.nl/lr,,1,"ILT OA Register","NLD-OAT-149/02G",""
"Faculty of Civil Engineering & Geosciences, TU Delft","faculty of civil engineering geosciences tu delft","ILT OA Operator","",https://www.tudelft.nl/citg,,1,"ILT OA Register","NLD-OAT-021/01G",""
"Falcker","falcker","DCRO Certified Operator","",https://falcker.com/,linkedin.com/company/falckerdronerobotics,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Falcker Innovations B.V.","falcker innovations bv","ILT OA Operator","",https://falcker.com/,,1,"ILT OA Register","NLD-OAT-101/01P",""
"Feniks Film","feniks film","ILT OA Operator","",https://www.feniksfilm.nl,,1,"ILT OA Register","NLD-OAT-075/01G",""
"Fields Nederland","fields nederland","Drones.nl - luchtfotografie","",https://www.drones.nl/bedrijven/fields-nederland,,1,"Drones.nl Directory","",""
"Flying Eye","flying eye","ILT OA Operator","",https://www.flying-eye.com,,1,"ILT OA Register","NLD-OAT-065/01G",""
"Flying Media","flying media","ILT OA Operator","",https://flyingmedia.com,,1,"ILT OA Register","NLD-OAT-268/01G",""
"Fotografie van de Biezen","fotografie van de biezen","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-163/03G",""
"Fotopiloot","fotopiloot","ILT OA Operator","",https://fotopiloot.nl,,1,"ILT OA Register","NLD-OAT-102/01P",""
"Frank de Bruijn","frank de bruijn","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-216/01G",""
"Fuchszeug B.V.","fuchszeug bv","ILT OA Operator","",https://www.fuchszeug.com,,1,"ILT OA Register","NLD-OAT-230/02G",""
"Gadgethouse.nl","gadgethousenl","Drones.nl - droneshops","",https://www.drones.nl/bedrijven/gadgethouse,,1,"Drones.nl Directory","",""
"Gemeente Ede","gemeente ede","ILT OA Operator","",https://www.ede.nl,,1,"ILT OA Register","NLD-OAT-185/01G",""
"Gemeente Emmen","gemeente emmen","ILT OA Operator","",https://www.gemeente-emmen.nl,,1,"ILT OA Register","NLD-OAT-315/01G",""
"Gemeente Groningen","gemeente groningen","ILT OA Operator","",https://gemeente.groningen.nl,,1,"ILT OA Register","NLD-OAT-197/01G",""
"Gemeente Hoeksche Waard","gemeente hoeksche waard","ILT OA Operator","",https://www.gemeentehw.nl,,1,"ILT OA Register","NLD-OAT-103/01G",""
"Gemeente Losser","gemeente losser","ILT OA Operator","",https://www.losser.nl,,1,"ILT OA Register","NLD-OAT-282/01G",""
"Gemeente Rotterdam","gemeente rotterdam","ILT OA Operator","",https://www.rotterdam.nl,,1,"ILT OA Register","NLD-OAT-224/01G",""
"Gemeente Texel","gemeente texel","ILT OA Operator","",https://www.texel.nl,,1,"ILT OA Register","NLD-OAT-259/01G",""
"Gemeente Venlo","gemeente venlo","ILT OA Operator","",https://www.venlo.nl,,1,"ILT OA Register","NLD-OAT-324/01G",""
"Geo-Verde","geoverde","ILT OA Operator","",https://geo-verde.com,,1,"ILT OA Register","NLD-OAT-082/01G",""
"Geometius","geometius","DCRO Certified Operator","",https://www.geometius.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Geometius B.V.","geometius bv","ILT OA Operator","",https://www.geometius.nl/,,1,"ILT OA Register","NLD-OAT-107/01G",""
"GeoZICHT","geozicht","DCRO Certified Operator","",https://geozicht.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Gnaut B.V.","gnaut bv","ILT STS Operator","STS-01",https://www.gnaut.com,,1,"ILT STS Register","ILT-2024/4025","Issued: 26-09-2024, Expiry: 19-09-2026"
"GP Drones","gp drones","ILT OA Operator","",https://www.gpdrones.com,,1,"ILT OA Register","NLD-OAT-066/01G",""
"Green Leaves Productions B.V.","green leaves productions bv","ILT OA Operator","",https://www.greenleaves.nl,,1,"ILT OA Register","NLD-OAT-201/01G",""
"Groningen Seaports","groningen seaports","ILT OA Operator","",https://www.groningen-seaports.com,https://www.linkedin.com/company/groningen-seaports,1,"ILT OA Register","NLD-OAT-179/01G",""
"Handboek Dronefotografie","handboek dronefotografie","Drones.nl - educatie","",https://www.drones.nl/bedrijven/handboek-dronefotografie,,1,"Drones.nl Directory","",""
"Harteman Verhuur B.V.","harteman verhuur bv","ILT OA Operator","",https://www.hartemanverhuur.com,,1,"ILT OA Register","NLD-OAT-128/02G",""
"Height Tech","height tech","Drones.nl - inspectie","",https://www.drones.nl/bedrijven/height-tech,,1,"Drones.nl Directory","",""
"Helix Aerial Vision","helix aerial vision","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-035/02G",""
"HES Bulk Terminal Rotterdam B.V.","hes bulk terminal rotterdam bv","ILT OA Operator","",https://www.hfrgroup.nl,,1,"ILT OA Register","NLD-OAT-265/01G",""
"High Camera","high camera","Drones.nl - inspectie","",https://www.drones.nl/bedrijven/highcamera,,1,"Drones.nl Directory","",""
"High Tech Campus Eindhoven","high tech campus eindhoven","ILT OA Operator","",https://www.hightechcampus.com,https://www.linkedin.com/company/high-tech-campus-eindhoven,1,"ILT OA Register","NLD-OAT-191/01G",""
"HighScan Drone Solutions","highscan drone solutions","ILT OA Operator","",https://highscan.nl,,1,"ILT OA Register","NLD-OAT-036/01G",""
"Holland Luchtfoto","holland luchtfoto","DCRO Certified Operator","",https://www.hollandluchtfoto.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Hoogheemraadschap Delfland","hoogheemraadschap delfland","ILT OA Operator","",https://www.hhdelfland.nl,,1,"ILT OA Register","NLD-OAT-167/01G",""
"Hoogheemraadschap Hollands Noorderkwartier","hoogheemraadschap hollands noorderkwartier","ILT OA Operator","",https://www.hhnk.nl,,1,"ILT OA Register","NLD-OAT-210/03G",""
"HotShots Producties","hotshots producties","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-212/01G",""
"HS Tuinbouw Service B.V","hs tuinbouw service bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-199/01G",""
"HyFly B.V.","hyfly bv","ILT OA Operator","",https://www.hyfly.aero,https://www.linkedin.com/company/hyfly,1,"ILT OA Register","NLD-OAT-243/05G",""
"ILT Aerosensing","ilt aerosensing","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-158/03G",""
"Industrial Drone Solutions","industrial drone solutions","ILT OA Operator","",https://www.industrialdronesolutions.com,,1,"ILT OA Register","NLD-OAT-114/01G",""
"Ingenieursbureau Groothedde","ingenieursbureau groothedde","ILT OA Operator","",https://www.ingenieursbureau-groothedde.nl,,1,"ILT OA Register","NLD-OAT-220/01G",""
"Intures Industry B.V.","intures industry bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-251/03G",""
"Jan Vroomans Drone Diensten","jan vroomans drone diensten","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-222/02G",""
"JJ Media","jj media","ILT STS Operator","STS-01",,,1,"ILT STS Register","ILT-2025/39625","Issued: 28-11-2025, Expiry: 28-11-2027"
"JS Copter","js copter","Drones.nl - droneshops","",https://www.drones.nl/bedrijven/js-copter,,1,"Drones.nl Directory","",""
"Keen on media","keen on media","Drones.nl - luchtfotografie","",https://www.drones.nl/bedrijven/keenonmedia,,1,"Drones.nl Directory","",""
"KNVvL","knvvl","Drones.nl - luchtvaart","",https://www.drones.nl/bedrijven/knvvl,,1,"Drones.nl Directory","",""
"KTV Working Drones","ktv working drones","ILT OA Operator","",https://www.workingdrones.nl,,1,"ILT OA Register","NLD-OAT-241/02G",""
"KWS Infra B.V.","kws infra bv","ILT OA Operator","",https://www.kws.nl,https://www.linkedin.com/company/kws-infra,1,"ILT OA Register","NLD-OAT-300/01G",""
"Land Life Company","land life company","ILT OA Operator","",https://www.landlifecompany.com,https://www.linkedin.com/company/land-life-company,1,"ILT OA Register","NLD-OAT-126/01G",""
"Landmeetkundig Adviesbureau van der Hart-Survey B.V.","landmeetkundig adviesbureau van der hartsurvey bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-136/01G",""
"Laurentius","laurentius","ILT OA Operator","",https://www.laurentius.nl,,1,"ILT OA Register","NLD-OAT-245/01G",""
"LBL Communicatie & Contentmarketing B.V.","lbl communicatie contentmarketing bv","ILT OA Operator","",https://www.lbl.nl,,1,"ILT OA Register","NLD-OAT-309/02G",""
"Leap 3D","leap 3d","ILT OA Operator","",https://leap3d.nl,,1,"ILT OA Register","NLD-OAT-258/02G",""
"Leemans Speciaalwerken B.V.","leemans speciaalwerken bv","ILT OA Operator","",https://www.leemans.nl,,1,"ILT OA Register","NLD-OAT-217/01G",""
"Legendary Broadcasting","legendary broadcasting","Drones.nl - videoproductie","",https://www.drones.nl/bedrijven/legendary-broadcasting,,1,"Drones.nl Directory","",""
"Line of Sight","line of sight","DCRO Certified Operator","",https://www.lineofsight.eu/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Line of Sight Fotografie B.V.","line of sight fotografie bv","ILT OA Operator","",https://www.lineofsight.eu/,,1,"ILT OA Register","NLD-OAT-235/02G",""
"LITSTILL","litstill","ILT STS Operator","STS-01",https://www.litstill.com,,1,"ILT STS Register","ILT-2025/715","Issued: 17-01-2025, Expiry: 17-01-2027"
"Luchtfilm Producties","luchtfilm producties","DCRO Certified Operator","",https://luchtfilmproducties.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Luchtfilmproducties","luchtfilmproducties","ILT OA Operator","",https://www.luchtfilmproducties.nl,,1,"ILT OA Register","NLD-OAT-122/04G",""
"Luchtopname.nl","luchtopnamenl","ILT OA Operator","",https://luchtopname.nl,,1,"ILT OA Register","NLD-OAT-240/02G",""
"Luchtvaartpolitie","luchtvaartpolitie","Drones.nl - luchtvaart","",https://www.drones.nl/bedrijven/luchtvaartpolitie-nederland,,1,"Drones.nl Directory","",""
"LUGN Control Center B.V.","lugn control center bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-067/04G",""
"LUGN Security","lugn security","DCRO Certified Operator","",https://www.lugnsecurity.com/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Lykelema.Online","lykelemaonline","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-145/01G",""
"Mace Group","mace group","ILT OA Operator","",https://www.macegroup.com,https://www.linkedin.com/company/maboroshi-air-cooperation-enterprise,1,"ILT OA Register","NLD-OAT-188/02G",""
"Mainblades Inspections","mainblades inspections","ILT OA Operator","",https://www.mainblades.com,https://www.linkedin.com/company/mainblades-inspections,1,"ILT OA Register","NLD-OAT-045/01G",""
"Mapture B.V.","mapture bv","ILT OA Operator","",https://www.mapture.nl,,1,"ILT OA Register","NLD-OAT-095/06G",""
"Marcel Willems Photography","marcel willems photography","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-056/02G",""
"Maritime Filming Group","maritime filming group","ILT OA Operator","",https://www.maritimefilminggroup.com,,1,"ILT OA Register","NLD-OAT-044/02G",""
"Maritimephoto.com","maritimephotocom","ILT STS Operator","STS-01",https://www.maritimephoto.com,,1,"ILT STS Register","ILT-2025/819","Issued: 31-01-2025, Expiry: 31-01-2027"
"Mart Stevens Project Fotografie","mart stevens project fotografie","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-160/02G",""
"Matthijs de Vos Photo Film Drone","matthijs de vos photo film drone","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-002/01G",""
"MDL Agro","mdl agro","ILT OA Operator","",https://mdlagro.nl,,1,"ILT OA Register","NLD-OAT-051/01G",""
"Media Air Services","media air services","ILT OA Operator","",https://www.mediaairservices.nl,,1,"ILT OA Register","NLD-OAT-053/02G",""
"Media Primair","media primair","Drones.nl - journalistiek","",https://www.drones.nl/bedrijven/media-primair,,1,"Drones.nl Directory","",""
"MediaGen Dronewize","mediagen dronewize","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-001/01G",""
"MeetBV","meetbv","DCRO Certified Operator","",https://www.meetbv.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Minicopters","minicopters","Drones.nl - droneshops","",https://www.drones.nl/bedrijven/minicopters,,1,"Drones.nl Directory","",""
"Mistras Group B.V.","mistras group bv","ILT OA Operator","",https://www.mistrasgroup.com,https://www.linkedin.com/company/mistras-group,1,"ILT OA Register","NLD-OAT-302/01G",""
"Modelvliegclub Delta","modelvliegclub delta","Drones.nl - modelsport","",https://www.drones.nl/bedrijven/modelvliegclub-delta,,1,"Drones.nl Directory","",""
"Modelvliegsport Oosterhout","modelvliegsport oosterhout","Drones.nl - modelsport","",https://www.drones.nl/bedrijven/modelvliegsport-oosterhout,,1,"Drones.nl Directory","",""
"Monsanto Holland B.V.","monsanto holland bv","ILT OA Operator","",https://www.bayer.com,https://www.linkedin.com/company/bayer,1,"ILT OA Register","NLD-OAT-152/01G",""
"Mortr Media","mortr media","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-206/01G",""
"Movie Studio Druten","movie studio druten","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-293/01G",""
"Moviedrones","moviedrones","Drones.nl - luchtfotografie","",https://www.drones.nl/bedrijven/moviedrones,,1,"Drones.nl Directory","",""
"N.V. Nederlandse Spoorwegen","nv nederlandse spoorwegen","ILT OA Operator","",https://www.ns.nl,https://www.linkedin.com/company/ns,1,"ILT OA Register","NLD-OAT-070/01P",""
"N3 Dronewash","n3 dronewash","ILT OA Operator","",https://www.n3dronewash.nl,,1,"ILT OA Register","NLD-OAT-281/01G",""
"Nederlandse Voedsel- en Warenautoriteit","nederlandse voedsel en warenautoriteit","ILT OA Operator","",https://www.nvwa.nl,,1,"ILT OA Register","NLD-OAT-159/03G",""
"NextLevel Ops","nextlevel ops","ILT OA Operator","",https://www.nextlevelops.nl,,1,"ILT OA Register","NLD-OAT-237/01G",""
"Nibag Groep BV.","nibag groep","ILT OA Operator","",https://www.nibag.nl,https://www.linkedin.com/company/nibag,1,"ILT OA Register","NLD-OAT-047/01G",""
"NLR","nlr","ILT OA Operator","",https://www.nlr.nl,https://www.linkedin.com/company/royal-nlr,1,"ILT OA Register","NLD-OAT-148/05G",""
"NS Stations BV.","ns stations","ILT OA Operator","",https://www.ns.nl,https://www.linkedin.com/company/ns,1,"ILT OA Register","NLD-OAT-050/01G",""
"Oceans of Energy B.V.","oceans of energy bv","ILT OA Operator","",https://oceansofenergy.blue,,1,"ILT OA Register","NLD-OAT-294/01G",""
"Omgevingsdienst IJmond","omgevingsdienst ijmond","ILT OA Operator","",https://www.odijmond.nl,,1,"ILT OA Register","NLD-OAT-156/02G",""
"Omgevingsdienst NL","omgevingsdienst nl","ILT OA Operator","",https://www.omgevingsdienstnl.nl,,1,"ILT OA Register","NLD-OAT-215/03G",""
"Omnidrones","omnidrones","DCRO Certified Operator","",https://omnidrones.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"OmniDrones B.V.","omnidrones bv","ILT OA Operator","",https://omnidrones.nl/,,1,"ILT OA Register","NLD-OAT-092/07G",""
"Omroep Gelderland","omroep gelderland","ILT OA Operator","",https://www.gld.nl,,1,"ILT OA Register","NLD-OAT-267/02G",""
"Onadin B.V.","onadin bv","ILT OA Operator","",https://www.onadin.nl,,1,"ILT OA Register","NLD-OAT-242/02G",""
"Onderzoeksraad voor de Veiligheid","onderzoeksraad voor de veiligheid","ILT OA Operator","",https://www.onderzoeksraad.nl,,1,"ILT OA Register","NLD-OAT-171/01G",""
"Orange Aerospace B.V.","orange aerospace bv","ILT OA Operator","",https://www.orangeaerospace.com,,1,"ILT OA Register","NLD-OAT-135/01G",""
"Penitentiare Inrichting Ter Apel","penitentiare inrichting ter apel","ILT OA Operator","",https://www.dji.nl,,1,"ILT OA Register","NLD-OAT-218/01G",""
"Perfect-Drone","perfectdrone","ILT OA Operator","",https://perfect-drone.nl,,1,"ILT OA Register","NLD-OAT-321/01G",""
"Performance Rotors","performance rotors","ILT OA Operator","",https://www.performance-rotors.com,,1,"ILT OA Register","NLD-OAT-177/01G",""
"PicDrone.nl","picdronenl","Drones.nl - agrarisch","",https://www.drones.nl/bedrijven/picdrone,,1,"Drones.nl Directory","",""
"Pilot Media Creations","pilot media creations","ILT OA Operator","",https://pilotmediacreations.nl,,1,"ILT OA Register","NLD-OAT-262/02G",""
"Pilot on Demand","pilot on demand","ILT OA Operator","",https://www.pilotondemand.nl,https://www.linkedin.com/company/pilot-on-demand,1,"ILT OA Register","NLD-OAT-014/01G",""
"ProDroneMedia","prodronemedia","DCRO Certified Operator","",https://www.prodronemedia.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"ProDroneMedia.nl","prodronemedianl","ILT OA Operator","",https://www.prodronemedia.nl/,,1,"ILT OA Register","NLD-OAT-164/01G",""
"ProRail BV.","prorail","ILT OA Operator","",https://www.prorail.nl,https://www.linkedin.com/company/prorail,1,"ILT OA Register","NLD-OAT-048/01G",""
"Provincie Limburg","provincie limburg","ILT OA Operator","",https://www.limburg.nl,,1,"ILT OA Register","NLD-OAT-162/02G",""
"Public Air Services BV.","public air services","ILT OA Operator","",https://www.publicairservices.nl,,1,"ILT OA Register","NLD-OAT-003/02G",""
"PWN Waterleidingbedrijf Noord-Holland","pwn waterleidingbedrijf noordholland","ILT OA Operator","",https://www.pwn.nl,,1,"ILT OA Register","NLD-OAT-169/02G",""
"Q intelligence","q intelligence","ILT OA Operator","",https://www.qintelligence.com,,1,"ILT OA Register","NLD-OAT-323-01G",""
"Qirion B.V.","qirion bv","ILT OA Operator","",https://www.qirion.nl,,1,"ILT OA Register","NLD-OAT-068/03G",""
"R-ffect Inspecties B.V.","rffect inspecties bv","ILT STS Operator","STS-01",,,1,"ILT STS Register","ILT-2025/39543","Issued: 21-11-2025, Expiry: 21-11-2027"
"R. van der Wal B.V.","r van der wal bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-303/01G",""
"R3D Reality","r3d reality","ILT OA Operator","",https://www.r3dreality.nl,,1,"ILT OA Register","NLD-OAT-248/01G",""
"Raderadvies B.V.","raderadvies bv","ILT OA Operator","",https://www.raderadvies.nl,,1,"ILT OA Register","NLD-OAT-214/02G",""
"Recherchebureau Focus","recherchebureau focus","ILT OA Operator","",https://www.recherchebureau-focus.com,,1,"ILT OA Register","NLD-OAT-317/01G",""
"Rijk Zwaan Zaadteelt en Zaadhandel B.V.","rijk zwaan zaadteelt en zaadhandel bv","ILT OA Operator","",https://www.rijkzwaan.nl,https://www.linkedin.com/company/rijk-zwaan,1,"ILT OA Register","NLD-OAT-118/01G",""
"Rijksvastgoedbedrijf","rijksvastgoedbedrijf","ILT OA Operator","",https://www.rijksvastgoedbedrijf.nl,,1,"ILT OA Register","NLD-OAT-200/02G",""
"Rijkswaterstaat","rijkswaterstaat","ILT OA Operator","",https://www.rijkswaterstaat.nl,https://www.linkedin.com/company/rijkswaterstaat,1,"ILT OA Register","NLD-OAT-127/02G",""
"Rijndorp Installaties B.V.","rijndorp installaties bv","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-256/01G",""
"Rob Rovers Drone Solutions","rob rovers drone solutions","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-234/01G",""
"Robin Visser Photography","robin visser photography","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-176/01G",""
"Royal Dutch Rescue Society Foundation","royal dutch rescue society foundation","ILT OA Operator","",https://www.knrm.nl,https://www.linkedin.com/company/knrm,1,"ILT OA Register","NLD-OAT-015/01G",""
"RPAS Services BV.","rpas services","ILT OA Operator","",https://www.rpas-services.nl,,1,"ILT OA Register","NLD-OAT-049/03G",""
"RPS B.V.","rps bv","ILT OA Operator","",https://www.rps.nl,https://www.linkedin.com/company/rps-group,1,"ILT OA Register","NLD-OAT-236/01G",""
"RR Drone Solutions","rr drone solutions","DCRO Certified Operator","",https://rrdronesolutions.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"SchutzDrone","schutzdrone","ILT OA Operator","",https://www.schutzdrone.nl,,1,"ILT OA Register","NLD-OAT-069/01G",""
"Securitas","securitas","ILT OA Operator","",https://www.securitas.nl,https://www.linkedin.com/company/securitas,1,"ILT OA Register","NLD-OAT-016/02G",""
"SeeTree Systems","seetree systems","ILT OA Operator","",https://www.seetree.com,,1,"ILT OA Register","NLD-OAT-181/01G",""
"Shell Nederland Chemie B.V. Moerdijk","shell nederland chemie bv moerdijk","ILT OA Operator","",https://www.shell.nl,https://www.linkedin.com/company/shell,1,"ILT OA Register","NLD-OAT-204/01G",""
"Shore Monitoring and research","shore monitoring and research","ILT OA Operator","",https://www.shoremonitoring.nl,,1,"ILT OA Register","NLD-OAT-178/01G",""
"Sitech Services B.V.","sitech services bv","ILT OA Operator","",https://www.sitechservices.nl,https://www.linkedin.com/company/sitech-services,1,"ILT OA Register","NLD-OAT-084/03G",""
"Skillshot","skillshot","Drones.nl - luchtfotografie","",https://www.drones.nl/bedrijven/skillshot,,1,"Drones.nl Directory","",""
"Sky Drone Pictures","sky drone pictures","DCRO Certified Operator","",https://www.skydronepictures.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Skydronepictures","skydronepictures","ILT OA Operator","",https://www.skydronepictures.nl,,1,"ILT OA Register","NLD-OAT-120/02G",""
"SkyLynx","skylynx","DCRO Certified Operator","",https://www.skylynx.nl/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"SkyLynx Productions","skylynx productions","ILT OA Operator","",https://www.skylynx.nl/,,1,"ILT OA Register","NLD-OAT-017/02G",""
"Skytools B.V.","skytools bv","ILT OA Operator","",https://skytools.nl,,1,"ILT OA Register","NLD-OAT-104/02G",""
"SkyVision","skyvision","DCRO Certified Operator","",https://www.skyvision-drones.com/home,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Skyvision Aerial Systems","skyvision aerial systems","ILT OA Operator","",https://www.skyvision-drones.com/,,1,"ILT OA Register","NLD-OAT-105/01G",""
"SkyWise B.V.","skywise bv","ILT OA Operator","",https://www.skywise.nl,,1,"ILT OA Register","NLD-OAT-147/04G",""
"SMA Zeeland","sma zeeland","ILT OA Operator","",https://www.smazeeland.nl,,1,"ILT OA Register","NLD-OAT-113/01G",""
"Smart AIS","smart ais","DCRO Certified Operator","",https://www.smart-ais.eu/,,1,"DCRO","","DCRO member (€500/yr, OA holders only)"
"Solar O&M B.V.","solar om bv","ILT OA Operator","",https://www.solar-om.nl,,1,"ILT OA Register","NLD-OAT-227/01G",""
"Solar Tester B.V.","solar tester bv","ILT OA Operator","",https://solartester.nl,,1,"ILT OA Register","NLD-OAT-117/02G",""
"SoluSon Aerials","soluson aerials","Drones.nl - luchtfotografie","",https://www.drones.nl/bedrijven/soluson-aerials,,1,"Drones.nl Directory","",""
"Solynta","solynta","ILT OA Operator","",https://www.solynta.com,,1,"ILT OA Register","NLD-OAT-271/01G",""
"Sovon Vogelonderzoek Nederland","sovon vogelonderzoek nederland","ILT OA Operator","",https://www.sovon.nl,https://www.linkedin.com/company/sovon,1,"ILT OA Register","NLD-OAT-310/01G",""
"Specialised Solar Cleaning","specialised solar cleaning","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-194/02G",""
"SPIE Nederland BV","spie nederland","ILT OA Operator","",https://www.spie-nl.com,https://www.linkedin.com/company/spie,1,"ILT OA Register","NLD-OAT-211/02G",""
"Sproeibedrijf van Hattem","sproeibedrijf van hattem","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-298/01G",""
"Stadskantoor Gemeente Breda","stadskantoor gemeente breda","ILT OA Operator","",https://www.breda.nl,,1,"ILT OA Register","NLD-OAT-296/01G",""
"Stam + de Koning Bouw B.V.","stam de koning bouw bv","ILT OA Operator","",https://www.stamdekoning.nl,https://www.linkedin.com/company/stam-de-koning,1,"ILT OA Register","NLD-OAT-182/01G",""
"State of Motion B.V.","state of motion bv","ILT OA Operator","",https://stateofmotion.com,,1,"ILT OA Register","NLD-OAT-071/02P",""
"Stevens Audiovisuals","stevens audiovisuals","Drones.nl - videoproductie","",https://www.drones.nl/bedrijven/stevens-audiovisuals,,1,"Drones.nl Directory","",""
"Stichting Aeres Groep","stichting aeres groep","ILT OA Operator","",https://www.aeres.nl,,1,"ILT OA Register","NLD-OAT-221/01G",""
"Stichting Behoud Kerkelijke Gebouwen in Midden- en Oost Nederland","stichting behoud kerkelijke gebouwen in midden en oost nederland","ILT OA Operator","",https://www.kerkgebouwen.nl,,1,"ILT OA Register","NLD-OAT-304/01G",""
"Stichting de Alliantie","stichting de alliantie","ILT OA Operator","",https://www.de-alliantie.nl,,1,"ILT OA Register","NLD-OAT-085/03G",""
"Stichting Het Nationale Park De Hoge Veluwe","stichting het nationale park de hoge veluwe","ILT OA Operator","",https://www.hogeveluwe.nl,,1,"ILT OA Register","NLD-OAT-254/01G",""
"Stichting Monumentenwacht Noord en Oost Nederland","stichting monumentenwacht noord en oost nederland","ILT OA Operator","",https://www.monumentenwacht.nl,,1,"ILT OA Register","NLD-OAT-155/01G",""
"Stichting NHL Stenden Hogeschool","stichting nhl stenden hogeschool","ILT OA Operator","",https://www.nhlstenden.com,,1,"ILT OA Register","NLD-OAT-086/01G",""
"Stichting Regionaal Opleidingencentrum van Amsterdam","stichting regionaal opleidingencentrum van amsterdam","ILT OA Operator","",https://www.rocva.nl,,1,"ILT OA Register","NLD-OAT-123/04G",""
"Stichting Saxion","stichting saxion","ILT OA Operator","",https://www.saxion.nl,,1,"ILT OA Register","NLD-OAT-195/02G",""
"Stichting Waternet","stichting waternet","ILT OA Operator","",https://www.waternet.nl,,1,"ILT OA Register","NLD-OAT-192/01G",""
"Stichting Wings for Aid Foundation","stichting wings for aid foundation","ILT OA Operator","",https://www.wingsforaid.org,https://www.linkedin.com/company/wings-for-aid,1,"ILT OA Register","NLD-OAT-143/02G",""
"Stichting Woonconcept","stichting woonconcept","ILT OA Operator","",https://www.woonconcept.nl,,1,"ILT OA Register","NLD-OAT-189/01G",""
"Storm Solutions","storm solutions","Drones.nl - luchtfotografie","",https://www.drones.nl/bedrijven/storm-solutions,,1,"Drones.nl Directory","",""
"Surveying & consultancy firm Meet BV.","surveying consultancy firm meet","ILT OA Operator","",,,1,"ILT OA Register","NLD-OAT-023/01G",""
"Sweco Nederland B.V.","sweco nederland bv","ILT OA Operator","",https://www.sweco.nl,https://www.linkedin.com/company/sweco,1,"ILT OA Register","NLD-OAT-196/04G",""
"T&A Survey","ta survey","ILT OA Operator","",https://www.ta-survey.nl,,1,"ILT OA Register","NLD-OAT-072/01G",""
