company_name,country,role,dock_models,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes
Prisma Tech,AU,dealer,"Dock 1, Dock 2",https://prismatech.com.au,,https://prismatech.com.au/drone-guide/dji-dock-autonomous-drone-operations,company_blog,https://prismatech.com.au/drone-guide/dji-dock-2-autonomous-drone-operations,company_blog,medium,Australian blog content explicitly referencing DJI Dock (Matrice 30 series) and DJI Dock 2.
Drones For Hire (store),AU,dealer,Dock 2,https://dronesforhire.com.au,,https://dronesforhire.com.au/shop/drone/DJI-Dock-2,company_product_page,,,medium,Australian marketplace/store listing DJI Dock 2 product.
Rural Automation,AU,dealer,Dock 3,https://www.ruralautomation.com.au,,https://www.ruralautomation.com.au/products/dji-dock-3,company_product_page,,,high,Australian retailer listing DJI Dock 3 product page.
Flying Glass,AU,dealer,Dock 3,https://www.flyingglass.com.au,,https://www.flyingglass.com.au/product/dji-dock-3/,company_product_page,,,high,Australian retailer listing DJI Dock 3 product page.
Sensorem,AU,operator,"Dock 1, Dock 2",https://sensorem.com.au,,https://sensorem.com.au/capabilities/drone-in-a-box/,company_product_page,https://sensorem.com.au/about/technology/dji-docks/,company_product_page,high,Australian drone-in-a-box operator explicitly stating SensHub is powered by DJI Dock and describing DJI Dock 2.
Co-operative Bulk Handling (CBH),AU,operator_end_user,Dock 1,https://www.cbh.com.au,,https://sensorem.com.au/projects/drone-in-a-box-grain-storage-facilities/,case_study,,,medium,End-user referenced in Sensorem case study as client assisted using DJI Dock.
RocketDNA,AU,operator,Dock 1,https://www.rocketdna.com,,https://www.rocketdna.com/blog/five-things-to-consider-before-deploying-an-autonomous-dji-dock-system,company_blog,https://www.rocketdna.com/xbot/surveybot,company_product_page,high,Australian operator/integrator discussing deployment of autonomous DJI Dock systems and marketing xBot drone-in-a-box.
Rio Tinto,AU,operator_end_user,Dock 1,https://www.riotinto.com,,https://en.prnasia.com/releases/apac/dji-enterprise-releases-new-white-paper-on-automating-mining-workflows-with-dji-docks-509325.shtml,press_release,https://dronedj.com/2024/09/18/rocketdna-xbot-dji-dock-drone/,industry_article,medium,End-user use referenced in PR/industry coverage of automated mining workflows using DJI Dock at Gudai-Darri (verify with Rio Tinto direct comms if required).
Embratop,BR,dealer,Dock 2,https://www.embratop.com.br,,https://www.embratop.com.br/produto/dji-dock-2/,company_product_page,,,high,Brazilian dealer product page listing DJI Dock 2.
DroneMania,BR,dealer,Dock 2,https://dronemania.com.br,,https://dronemania.com.br/produto/dji-dock-2-drone-dji-matrice-3d-carregador-1x-bateria-controle-dji-rc-pro-homologado-na-anatel/,company_product_page,,,high,Brazilian retailer listing DJI Dock 2 bundle page.
NW Drones,BR,dealer,Dock 2,https://www.nwdrones.com.br,,https://www.nwdrones.com.br/drone-dji-matrice-3td-dock-2-kit,company_product_page,https://blog.nwdrones.com.br/dji-dock-3-vs-dji-dock-2-guia-completo-upgrade/,company_blog,high,Brazilian dealer offering Dock 2 kit and publishing Dock 3 vs Dock 2 content.
CPE Tecnologia,BR,dealer,Dock 3,https://www.cpetecnologia.com.br,,https://www.cpetecnologia.com.br/doca-carregamento-drones-dji-dock-3/p,company_product_page,,,high,Brazilian retailer listing DJI Dock 3 product page.
Drone Visual,BR,dealer,Dock 2,https://www.dronevisual.com,,https://www.dronevisual.com/post/c%C3%B3pia-de-dji-dock-2-revolu%C3%A7%C3%A3o-em-drones-remotos-e-opera%C3%A7%C3%B5es-automatizadas,company_blog,,,medium,Brazilian company blog describing DJI Dock 2 as reseller and presenting the product.
DJI (Brazil ANAC BVLOS partners),BR,operator,Dock 2,https://enterprise.dji.com,https://www.linkedin.com/company/dji/,https://enterprise-insights.dji.com/blog/unlocking-bvlos-at-scale-dji-dock-2-and-matrice-3d-series-receive-anac-design-authoriza,industry_article,,,medium,"DJI article on ANAC Design Authorization for DJI Dock 2 and Matrice 3D series in Brazil, enabling BVLOS at scale; specific local operators not named but clearly implies Brazilian commercial BVLOS Dock 2 operations.[web:10]"
Measur,CA,dealer,"Dock 2, Dock 3",https://measur.ca,,https://measur.ca/products/dji-dock-2,company_product_page,https://measur.ca/products/dji-dock-3,company_product_page,high,Canadian dealer listing DJI Dock 2 and DJI Dock 3 product pages.
Agile Drone Services,CA,dealer,Dock 2,https://agiledrones.ca,,https://agiledrones.ca/product/dji-dock-2/,company_product_page,,,high,Canadian dealer product page listing DJI Dock 2.
DroneX Canada,CA,dealer,Dock 2,https://dronexcanada.ca,,https://dronexcanada.ca/products/dji-dock,company_product_page,,,high,Canadian retailer page for DJI Dock 2 (URL contains /dji-dock).
DrDrone.ca,CA,dealer,Dock 3,https://drdrone.ca,,https://drdrone.ca/pages/dji-dock-3,company_product_page,https://drdrone.ca/collections/dji-dock-3/products/dji-dock-3,company_product_page,high,Canadian dealer product pages for DJI Dock 3.
Volatus Drones,CA,dealer,Dock 3,https://volatusdrones.ca,,https://volatusdrones.ca/collections/dji-dock-series,company_product_page,https://volatusdrones.ca/products/dji-dock-3,company_product_page,high,Canadian provider listing DJI Dock series and DJI Dock 3 product page.
DroneCity,CA,dealer,"Dock 2, Dock 3",https://dronecity.ca,,https://dronecity.ca/pages/dji-dock-2,company_product_page,https://dronecity.ca/pages/dji-dock-3-powering-autonomous-mission,company_product_page,high,Canadian store pages for DJI Dock 2 and DJI Dock 3.
DroneLabs.ca,CA,dealer,Dock 2,https://dronelabs.ca,,https://dronelabs.ca/pages/dji-dock-2-automated-drone-operations,company_product_page,,,medium,Canadian dealer page referencing DJI Dock 2 automated operations.
DroneDynamics.ca,CA,dealer,Dock 2,https://dronedynamics.ca,,https://dronedynamics.ca/products/dji-dock-2,company_product_page,,,high,Canadian retailer product page for DJI Dock 2.
Mostavio-Skytech (SkyT.ca),CA,dealer,Dock 3,https://skyt.ca,,https://skyt.ca/product/dji-dock-3/,company_product_page,,,medium,Canadian retailer product page listing DJI Dock 3.
DrDrone Blog,CA,dealer,Dock 2,https://drdrone.ca,,https://drdrone.ca/blogs/drone-news-drone-help-blog/dji-dock-2-release,company_blog,,,medium,Canadian dealer blog post explicitly about DJI Dock 2 release (additional evidence of Dock focus).
Measur,CA,dealer,Dock 2,https://measur.ca,https://www.linkedin.com/company/measur/,https://measur.ca/products/dji-dock-2,company_product_page,,,high,Canadian reseller page 'DJI Dock 2' detailing sensors and remote weather monitoring; Dock 2 docking station sales in Canada.[web:20]
DrDrone,CA,dealer,Dock 3,https://drdrone.ca,https://www.linkedin.com/company/drdrone-ca/,https://drdrone.ca/pages/dji-dock-3,company_product_page,,,high,Canada-focused page 'DJI Dock 3 – enables 24/7 remote operations when paired with Matrice 4D or 4TD'; clearly selling Dock 3 systems.[web:21]
DroneCity,CA,dealer,Dock 3,https://dronecity.ca,https://www.linkedin.com/company/dronecity/,https://dronecity.ca/pages/dji-dock-3-powering-autonomous-mission,company_product_page,,,high,"Canadian page 'DJI Dock 3 – Powering Autonomous Mission' highlighting extreme temperature operations and autonomous missions; dock 3 product offering.[web:22]"""
RMUS Canada,CA,dealer; system_integrator,Dock 2,https://rmus.ca,https://www.linkedin.com/company/rmus-canada/,https://rmus.ca/dji-dock-2/,company_product_page,,,high,RMUS Canada page 'DJI Dock 2' with specs and messaging oriented around solution design and deployment; indicates integration and consulting around Dock 2.[web:23]
InDro Robotics,CA,system_integrator; solution_provider; operator,Dock 1,https://indrorobotics.ca,https://www.linkedin.com/company/indro-robotics/,https://indrorobotics.ca/dji-drone-dock/,company_product_page,,,high,Canada page 'DJI Drone Dock – Official Installers'; describes InDro as official installers providing setup and optimization of DJI Docks for continuous missions.[web:28]
droniq,DE,dealer,Dock 2,https://droniq.de,,https://droniq.de/en/produkte/drone-in-a-box-system/dji-dock-2/,company_product_page,https://droniq.de/en/produkte/drohnen/dji-dock/,company_product_page,high,German provider listing DJI Dock 2 and also DJI Dock (original) as products.
DroneParts,DE,dealer,"Dock 2, Dock 3",https://droneparts.de,,https://droneparts.de/drohnen/dji-enterprise/dji-dock-2/,company_product_page,https://droneparts.de/drohnen/dji-enterprise/dji-dock-3/,company_product_page,high,German retailer listing DJI Dock 2 and DJI Dock 3 product pages.
Globe Flight,DE,dealer,Dock 2,https://www.globe-flight.de,,https://www.globe-flight.de/DJI-Dock-2-EN,company_product_page,https://www.globe-flight.de/New-DJI-Dock-2-Now-even-more-compact-and-lighter,company_blog,high,German dealer listing DJI Dock 2 product page plus launch blog post.
Airclip,DE,system_integrator,Dock 2,https://www.airclip.de,,https://www.airclip.de/DJI-Dock-2,company_product_page,https://www.airclip.de/dji-dock,company_product_page,high,"German provider marketing DJI Dock 2 with services (training, commissioning and software integration are mentioned on the site)."
Dronivo,DE,dealer,Dock 3,https://www.dronivo.de,,https://www.dronivo.de/DJI-Dock-3-no-Aircraft-Remote-Control-Sender,company_product_page,,,high,German dealer listing DJI Dock 3 product page.
CopterPro,DE,system_integrator,Dock 3,https://copterpro.de,,https://copterpro.de/dji-dock-3-drohnenhangar-security-inspektion/,company_blog,https://copterpro.de/shop/dji-dock/,company_product_page,high,German provider marketing DJI Dock systems with consulting/automation focus; explicit Dock 3 references.
Globe Flight,DE,dealer,Dock 3,https://www.globe-flight.de,https://www.linkedin.com/company/globe-flight-gmbh/,https://www.globe-flight.de/DJI-Dock-3-EN,company_product_page,https://droniq.de/en/produkte/drone-in-a-box-system/dji-dock-2/,industry_article,high,DJI Dock 3 product page in Germany; DJI Dock 2 also referenced as part of dock solution.
Dronivo,DE,dealer,Dock 2,https://www.dronivo.de,https://www.linkedin.com/company/dronivo/,https://www.dronivo.de/DJI-Dock-2-Complete-solution-inkl-training-and-permit,company_product_page,,,high,Sells 'DJI Dock 2 – Complete solution' including training and permits in Germany.
Airclip,DE,dealer,Dock 2,https://www.airclip.de,https://www.linkedin.com/company/airclip/,https://www.airclip.de/DJI-Dock-2,company_product_page,,,high,Lists 'DJI Dock 2' with full technical description as product in Germany.
Dronivo,DE,dealer,Dock 2,https://www.dronivo.de,https://www.linkedin.com/company/dronivo/,https://www.dronivo.de/DJI-Dock-2-Complete-solution-inkl-training-and-permit,company_product_page,,,high,Sells 'DJI Dock 2 – Complete solution' including training and permits in Germany; positioned as full dock bundle.[web:12]
Airclip,DE,dealer,Dock 2,https://www.airclip.de,https://www.linkedin.com/company/airclip/,https://www.airclip.de/DJI-Dock-2,company_product_page,,,high,Lists 'DJI Dock 2' with full technical description as product in Germany.[web:13]
Grupo ACRE,ES,dealer,"Dock 2, Dock 3",https://grupoacre.es,,https://grupoacre.es/catalogo-productos/dji-dock2/,company_product_page,https://grupoacre.es/catalogo-productos/dji-dock-3/,company_product_page,high,Spanish dealer listing DJI Dock 2 and DJI Dock 3 product pages.
ATyges,ES,dealer,"Dock 2, Dock 3",https://atyges.es,,https://atyges.es/tienda/dji-dock-2/,company_product_page,https://atyges.es/dji-dock-3-y-serie-matrice-4d/,company_blog,high,Spanish DJI distributor marketing DJI Dock 2 product and publishing DJI Dock 3 content.
Murciadrones,ES,dealer,"Dock 2, Dock 3",https://www.murciadrones.es,,https://www.murciadrones.es/producto/dji-dock-2/,company_product_page,https://www.murciadrones.es/producto/dji-dock-3/,company_product_page,high,Spanish DJI dealer product pages for DJI Dock 2 and DJI Dock 3.
DronePrix,ES,dealer,"Dock 2, Dock 3",https://droneprix.es,,https://droneprix.es/168-dji-dock-2,company_product_page,https://droneprix.es/193-dji-dock-3,company_product_page,high,Spanish retailer category pages for DJI Dock 2 and DJI Dock 3.
AeroCamaras DroneShop,ES,dealer,"Dock 2, Dock 3",https://droneshop.aerocamaras.es,,https://droneshop.aerocamaras.es/dji-dock-2-no-incluye-aeronave_p11610327.htm,company_product_page,https://droneshop.aerocamaras.es/dji-dock-3_p11610328.htm,company_product_page,high,Spanish retailer product pages for DJI Dock 2 and DJI Dock 3.
CampoDrones,ES,dealer,Dock 2,https://www.campodrones.es,,https://www.campodrones.es/dji-dock-2,company_product_page,,,high,Spanish retailer product page for DJI Dock 2.
Pro-Motion Drone & Services,ES,dealer,Dock 3,https://promotionservices.es,,https://promotionservices.es/producto/dji-dock-3/,company_product_page,,,high,Spanish product page listing DJI Dock 3.
Instop,ES,dealer,Dock 3,https://www.instop.es,,https://www.instop.es/dron.php?REF=54395706,company_product_page,,,medium,Spanish product page listing DJI Dock 3 (Overseas Edition).
DRONPLUS (tienda),ES,dealer,Dock 2,https://tienda.dronplus.es,,https://tienda.dronplus.es/producto/dji-dock-2/,company_product_page,,,medium,Spanish retailer listing DJI Dock 2 product page.
FlytBase,IN,solution_provider,"Dock 1, Dock 2, Dock 3",https://www.flytbase.com,https://docs.flytbase.com,https://www.flytbase.com/dji-dock-2,company_product_page,https://www.flytbase.com/dji-dock-3,company_product_page,high,Software/platform provider explicitly stating integration with DJI Dock 2 and DJI Dock 3; also markets DJI Dock (original).
XBOOM,IN,dealer,Dock 2,https://www.xboom.in,,https://www.xboom.in/shop/drones/drone-accessories/dock/dji-dock-2/,company_product_page,https://www.xboom.in/dji-docks/,company_product_page,high,Indian marketplace listing DJI Dock 2 and describing DJI docks.
HobiTech,IN,dealer,"Dock 2, Dock 3",https://hobitech.in,,https://hobitech.in/product/dji-dock-2/,company_product_page,https://hobitech.in/product/dji-dock-3/,company_product_page,high,Indian retailer listing DJI Dock 2 and DJI Dock 3 product pages.
DJI Drone Store India,IN,dealer,Dock 3,https://djidronestore.in,,https://djidronestore.in/dji-dock-3-autonomous-drone-docking-station/,company_product_page,,,medium,Indian retailer listing DJI Dock 3 product page (verify specs/compatibility details on page).
Dronevex,IN,dealer,Dock 3,https://dronevex.in,,https://dronevex.in/product/dji-dock-3-smart-drone-charging-hub/,company_product_page,,,medium,Indian retailer listing DJI Dock 3 product page (verify specs/compatibility details on page).
Hi Tech xyz,IN,dealer,Dock 1,https://hitechxyz.in,,https://hitechxyz.in/collections/dock-station,company_product_page,,,medium,Indian retailer page explicitly referencing the DJI Dock (original).
Sumitra Enterprises,IN,dealer,Dock 3,https://sumitraenterprises.in,,https://sumitraenterprises.in/product/dji-dock-3-autonomous-docking-station-for-matrice-3d-3td/,company_product_page,,,low,"Indian retailer page mentions DJI Dock 3; product description appears to mix aircraft compatibility, so treat as low confidence until verified."
DroneBase (Italy),IT,dealer,"Dock 2, Dock 3",https://shop.dronebase.it,,https://shop.dronebase.it/en/dji-dock-2/,company_product_page,https://shop.dronebase.it/en/dji-dock-3/,company_product_page,high,Italian dealer listing DJI Dock 2 and DJI Dock 3 product pages.
DJI Store Italia,IT,dealer,"Dock 1, Dock 2, Dock 3",https://www.dji-store.it,,https://www.dji-store.it/categoria/imprese/dji-dock-2/,company_product_page,https://www.dji-store.it/prodotto/dji-dock-3/,company_product_page,high,Italian retailer listing DJI Dock 2 category and DJI Dock 3 product page; also lists original DJI Dock on site.
Dron-e.it,IT,dealer,"Dock 2, Dock 3",https://dron-e.it,,https://dron-e.it/it/prodotto/dji-dock-2-matrice-3dt/,company_product_page,https://dron-e.it/it/prodotto/dji-dock-3/,company_product_page,high,Italian DJI Enterprise dealer listing DJI Dock 2 and DJI Dock 3 product pages.
Drone-store.it,IT,dealer,Dock 2,https://www.drone-store.it,,https://www.drone-store.it/prodotto/dji-dock-2/,company_product_page,,,high,Italian retailer product page listing DJI Dock 2.
3DTarget,IT,dealer,Dock 3,https://3dtarget.it,,https://3dtarget.it/eu/en/uav/uav-products/drones-1/dji-dock-3-detail.html,company_product_page,,,medium,Italian company page listing DJI Dock 3 product detail (verify sales/support scope).
Store Strumenti Topografici,IT,dealer,Dock 2,https://store.strumentitopografici.it,,https://store.strumentitopografici.it/product-category/droni/droni-enterprise/dock2/,company_product_page,,,medium,Italian store category page listing DJI Dock 2.
APRflytech,IT,dealer,Dock 3,https://www.aprflytech.it,,https://www.aprflytech.it/en/product-page/dji-dock-3,company_product_page,,,medium,Italian product page explicitly describing DJI Dock 3.
PersonalDrones,IT,dealer,Dock 3,https://www.personaldrones.it,,https://www.personaldrones.it/prodotti/dji/enterprise/dji-dock/dock-3/23564-dji-dock-3,company_product_page,,,high,Italian retailer product page listing DJI Dock 3.
SEKIDO,JP,dealer,Dock 2,https://sekido-rc.com,,https://sekido-rc.com/?gid=3003002&mode=grp,company_product_page,,,high,Japan dealer category page for DJI Dock 2 products.
Drone Business Laboratory (ドローンビジネスラボラトリー),JP,dealer; solution_provider,Dock 3,https://dlabo.jp,https://www.linkedin.com/company/drone-business-laboratory/,https://dlabo.jp/dji-dock-3/,company_product_page,,,high,"Japanese product page explicitly titled 'DJI Dock 3' for Matrice 4D/4TD, describing 24/7 autonomous missions and industrial deployment.[web:18]"
HElSEL,KR,dealer,"Dock 2, Dock 3",https://helsel.co.kr,,https://helsel.co.kr/product/dji-dock-2-dji-%EB%8F%85-2-3d3td/32916/,company_product_page,https://helsel.co.kr/product/dji-dock-3-dji-%EB%8F%85-3-4d4td/33415/,company_product_page,high,Korean dealer product pages for DJI Dock 2 and DJI Dock 3.
XCopter (Korea),KR,dealer,Dock 2,https://xcopter.kr,,https://xcopter.kr/category/dji-dock-2/12049/,company_product_page,,,medium,Korean store category page for DJI Dock 2.
Eco Robo Tech,KR,dealer,Dock 3,https://ecorobotech.co.kr,,https://ecorobotech.co.kr/product/dji-dock-3/1329/,company_product_page,,,medium,Korean store product page listing DJI Dock 3.
KOSECO,KR,dealer,"Dock 2, Dock 3",https://koseco.co.kr,,https://koseco.co.kr/product/dji_dock2/,company_product_page,https://koseco.co.kr/product/dock3/,company_product_page,high,Korean company product pages for DJI Dock 2 and DJI DOCK3.
HELICAM Co.,JP,dealer,"Dock 2, Dock 3",https://www.helicam.jp,,https://www.helicam.jp/dock2/,company_product_page,https://helicamstore.jp/shopdetail/000000001620/,company_product_page,high,"Japan DJI dealer; pages for Dock 2 and store listing for Dock 3 (""DJI Dock 3【要見積】"")."
System Five (System5 Co.,JP,dealer,Dock 3,https://dji-info.system5.jp,,https://dji-info.system5.jp/products/dji-dock3,company_product_page,https://dji-info.system5.jp/collections/dock,company_product_page,high,Japan dealer product info and collection page for DJI Dock series including DJI Dock 3.
MEGADRON,PL,dealer,"Dock 2, Dock 3",https://megadron.pl,,https://megadron.pl/en/products/docking-station-dji-dock-2-29355.html,company_product_page,https://megadron.pl/en/products/docking-station-dji-dock-3-31389.html,company_product_page,high,Poland dealer listing DJI Dock 2 and DJI Dock 3 product pages.
Sklep Soltech,PL,dealer,Dock 2,https://sklepsoltech.pl,,https://sklepsoltech.pl/pl/p/Stacja-dokujaca-DJI-Dock-2/2915,company_product_page,,,medium,Poland store listing DJI Dock 2 product page.
FlyStore.pl,PL,dealer,Dock 2,https://flystore.pl,,https://flystore.pl/dji-enterprise-dock-2,company_product_page,,,high,Poland dealer product page for DJI Dock 2.
NaviGate,PL,dealer,"Dock 2, Dock 3",https://navigate.pl,,https://navigate.pl/produkt/dji-dock-2/,company_product_page,https://navigate.pl/produkt/dji-dock-3-m4d-m4td/,company_product_page,high,Poland dealer product pages for DJI Dock 2 and DJI Dock 3.
ProPilot,PL,dealer,Dock 2,https://propilot.pl,,https://propilot.pl/produkt/stacja-dokujaca-dji-dock-2/,company_product_page,,,high,Poland dealer product page for DJI Dock 2.
DJI TPI,PL,dealer,Dock 3,https://dji-tpi.com.pl,,https://dji-tpi.com.pl/produkt/stacja-dokujaca-dji-dock-3/,company_product_page,https://dji-tpi.com.pl/kategoria-produktu/drony/dji-dock/,company_product_page,high,Poland dealer product pages referencing DJI Dock 3 and DJI Dock categories.
aeroMind.pl,PL,dealer,Dock 3,https://aeromind.pl,,https://aeromind.pl/product-pol-13819-Stacja-dokujaca-DJI-Dock-3.html,company_product_page,,,high,Poland retailer listing DJI Dock 3 product page.
FlyStore.pl,PL,dealer,Dock 2; Dock 3,https://flystore.pl,https://www.linkedin.com/company/flystore-pl/,https://flystore.pl/stacje-dji-dock,company_product_page,,,high,Polish page 'DJI Dock 2 i Dock 3 – autonomiczne stacje dla dronów' selling both docks and outlining remote 24/7 missions with Matrice 3D/3TD.[web:26]
Al Shareef Group,SA,dealer,"Dock 1, Dock 2, Dock 3",https://alshareefgroup.sa,,https://alshareefgroup.sa/en/remote-drone-operation-solutions/,company_product_page,,,high,"Saudi provider page lists DJI Dock 3, DJI Dock 2, and DJI Dock (original) as remote drone operation solutions."
Terra Drone Arabia,SA,dealer,Dock 3,https://terra-drone.com.sa,,https://terra-drone.com.sa/product/dji-dock-3/,company_product_page,https://terra-drone.com.sa/dji-enterprise-partner/,company_product_page,high,Saudi Terra Drone subsidiary listing DJI Dock 3 product plus partner page explicitly mentioning DJI Dock.
NineTenths,SA,dealer,Dock 3,https://www.9tenthsco.com,,https://www.9tenthsco.com/post/dji-dock-3-a-game-changer-for-remote-drone-operations-in-saudi-arabia,company_blog,https://www.9tenthsco.com/post/dji-dock-drone-in-a-box-a-game-changer,company_blog,medium,Saudi DJI Enterprise distributor; blog posts explicitly reference DJI Dock and DJI Dock 3.
Zain KSA,SA,operator_end_user,Dock 1,https://sa.zain.com,,https://sa.zain.com/en/all-news/news-11-9-2023,press_release,https://www.zawya.com/en/press-release/companies-news/drone-solutions-from-zain-ksa-signed-exclusive-agreement-with-nine-tenths-for-dji-dock-autopilot-platform-f6r3un9e,press_release,medium,Saudi telecom operator press release referencing DJI Dock autopilot platform partnership with Nine Tenths.
Dtidrone Store (Cobalt-db),SA,dealer,Dock 3,https://dronestore.cobalt-db.com,,https://dronestore.cobalt-db.com/product/dji-dock-3/,company_product_page,,,medium,Saudi storefront listing DJI Dock 3 product page.
Abdul Rahman Al Shareef Group,SA,dealer; solution_provider,Dock 3,https://alshareefgroup.sa,https://www.linkedin.com/company/abdul-rahman-al-shareef-group/,https://alshareefgroup.sa/en/top-9-features-of-dji-dock-3-en/,company_blog,,,high,"Saudi group article 'Top 9 Features of DJI Dock 3' detailing Dock 3 capabilities and use cases, indicating promotion and likely sales/integration in KSA.[web:17]"
The Drone Shop (Flying Bots Pte Ltd),SG,dealer,Dock 1,https://thedroneshop.co,,https://thedroneshop.co/dji-matrice-30.html,company_product_page,https://thedroneshop.co/,company_product_page,medium,Singapore DJI authorised dealer pages reference DJI Dock (M30 series dock version) and remote deployment with DJI Dock.
MIRS Innovations,SG,dealer,Dock 1,https://www.mirs-innov.com,,https://www.mirs-innov.com/dji-matrice-30,company_product_page,,,medium,Singapore company page for Matrice 30 includes statement about support for remote deployment operations with DJI Dock.
Aonic Sdn Bhd (ACES Singapore exhibitor),SG,dealer,Dock 2,https://aonic.com.my,https://www.linkedin.com/company/aonic-sdn-bhd/,http://aces.org.sg/wp-content/pdf/2024/184_2024-ENG&MAR24%20E-Showguide.pdf,industry_article,,,medium,"Singapore show guide lists 'AONIC SDN BHD – DJI DOCK 2 – Empowering 24/7 Autonomous Drone Operations' at a booth; implies regional Dock 2 offering, including Singapore market.[web:19]"
Drone Association Thailand,TH,dealer,"Dock 2, Dock 3",https://droneth.or.th,,https://droneth.or.th/en/product/dji-dock-2/,company_product_page,https://droneth.or.th/en/product/dji-dock-3/,company_product_page,high,Thailand organisation/store listing DJI Dock 2 and DJI Dock 3 product pages.
AIM Group Company Limited,TH,dealer,Dock 3,https://www.aimgroup.co.th,,https://www.aimgroup.co.th/product/74084-81735/dock-3,company_product_page,,,medium,Thailand reseller page explicitly referencing DJI Dock 3.
PHT Intertrade,TH,dealer,Dock 2,https://www.phtintertrade.co.th,,https://www.phtintertrade.co.th/dji-dock-2/,company_product_page,,,high,Thailand product page listing DJI Dock 2.
Aonic Thailand,TH,dealer,Dock 2,https://aonic.com,,https://aonic.com/th/dji/dock-2/,company_product_page,,,high,Thailand Aonic page explicitly describing DJI Dock 2.
DJI13 Store,TH,dealer,Dock 3,https://www.dji13store.com,,https://www.dji13store.com/dji-dock-3/,company_product_page,,,medium,Thailand retailer page explicitly referencing DJI Dock 3.
PHT Intertrade,TH,dealer,Dock 2,https://www.phtintertrade.co.th,https://www.linkedin.com/company/pht-intertrade/,https://www.phtintertrade.co.th/dji-dock-2/,company_product_page,,,high,"Thai-language product page 'DJI Dock 2' describing smaller, lighter dock enabling Matrice 3D/3TD autonomous operations and rapid deployment in Thailand.[web:25]"
Zafer Güder Aviation & Space,TR,dealer,"Dock 2, Dock 3",https://www.zaferguder.com.tr,,https://www.zaferguder.com.tr/products/dji-dock-2,company_product_page,https://www.zaferguder.com.tr/products/dji-dock-3,company_product_page,high,Turkey dealer product pages for DJI Dock 2 and DJI Dock 3.
Karacasulu Dış Tic. A.Ş.,TR,dealer,Dock 2,https://www.karacasulu.com,,https://www.karacasulu.com/dock2/,company_product_page,,,high,Turkey DJI Enterprise reseller page for DJI Dock 2.
GNSS Teknik,TR,dealer,Dock 3,https://www.gnssteknik.com.tr,,https://www.gnssteknik.com.tr/category/iha/dji/dji-dock-3-otomatik-istasyon-unitesi,company_product_page,,,high,Turkey product page explicitly referencing DJI Dock 3.
