company_name,normalized_name,country,category,operations_type,sources,city_notes,website,linkedin,ilt_auth
Kiwi Aerial Shots,kiwi aerial shots,NL,DCRO Certified Operator; ILT OA Operator,,"DCRO, ILT OA Register","DCRO member (€500/yr, OA holders only)",https://kiwi-aerialshots.nl/,http://www.linkedin.com/company/kiwi-aerialshots,
LAV Fotografie,lav fotografie,NL,ILT STS Operator; ILT OA Operator,STS-01,"ILT STS Register, ILT OA Register","Issued: 2025-01-08 00:00:00, Expiry: 2027-01-08 00:00:00",https://www.lavfotografie.nl,http://www.linkedin.com/company/lavfotografie,ILT-2025/27291
Nederland in Vogelvlucht,nederland in vogelvlucht,NL,DCRO Certified Operator; ILT OA Operator,,"DCRO, ILT OA Register","DCRO member (€500/yr, OA holders only)",https://nederlandinvogelvlucht.com/,,
Pro Aerial,pro aerial,NL,DCRO Certified Operator; ILT OA Operator,,"DCRO, ILT OA Register","DCRO member (€500/yr, OA holders only)",https://proaerial.nl/,http://www.linkedin.com/company/proaerial,
ShipShot,shipshot,NL,DCRO Certified Operator; ILT OA Operator,,"DCRO, ILT OA Register","DCRO member (€500/yr, OA holders only)",https://shipshot.nl/,http://www.linkedin.com/company/shipshot,
SkyMotion,skymotion,NL,DCRO Certified Operator; ILT OA Operator,,"DCRO, ILT OA Register","DCRO member (€500/yr, OA holders only)",https://skymotion.nl/,http://www.linkedin.com/company/skymotion-nl,
058nu,058nu,NL,ILT STS Operator,STS-02,ILT STS Register,"Issued: 22-08-2025, Expiry: 22-08-2027",https://058nu.nl,http://www.linkedin.com/company/pedicure-058nu,ILT-2025/31819
11 Shots Media,11 shots media,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,,https://nl.linkedin.com/company/11-shots-media,
2 Brothers R/C,2 brothers rc,NL,Drones.nl - droneshops,,Drones.nl Directory,,,,
2D Property Management B.V.,2d property management bv,NL,ILT OA Operator,,ILT OA Register,,https://2dpropertymanagement.nl,http://www.linkedin.com/company/2d-property-management,NLD-OAT-289/01G
2MB Media,2mb media,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-029/01G
3D GeoData,3d geodata,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://3dgeodata.com/,http://www.linkedin.com/company/3d-geo-data,
3DE Systems,3de systems,NL,ILT OA Operator,,ILT OA Register,,https://www.3desystems.com,,NLD-OAT-292/01G
67 Solutions B.V.,67 solutions bv,NL,ILT OA Operator,,ILT OA Register,,http://www.67solutions.nl,http://www.linkedin.com/company/67-solutions-bv-,NLD-OAT-153/01G
A. Agterberg,a agterberg,NL,ILT OA Operator,,ILT OA Register,,https://agterberg.com,http://www.linkedin.com/company/agterberg-b-v-,NLD-OAT-325/01G
AB Drone,ab drone,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.abdrone.nl/,http://www.linkedin.com/company/ab-drone,
ABDrone,abdrone,NL,ILT OA Operator,,ILT OA Register,,https://www.abdrone.nl,,NLD-OAT-038/03G
Aboma Inspections,aboma inspections,NL,ILT OA Operator,,ILT OA Register,,https://www.aboma.nl,https://www.linkedin.com/company/aboma,NLD-OAT-239/02G
Acecore Technologies,acecore technologies,NL,Drones.nl - inspectie,,Drones.nl Directory,,,,
Adcim B.V.,adcim bv,NL,ILT OA Operator,,ILT OA Register,,https://www.adcim.nl,http://www.linkedin.com/company/adcim-b-v-,NLD-OAT-121/01G
Aerata,aerata,NL,ILT OA Operator,,ILT OA Register,,http://www.aerata.com,http://www.linkedin.com/company/aerata,NLD-OAT-180/01G
Aeret,aeret,NL,Drones.nl - luchtvaart,,Drones.nl Directory,,,,
Aerial Intelligence,aerial intelligence,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://aerialintelligence.nl/,http://www.linkedin.com/company/aerialintelligencebv,
Aerial Intelligence B.V.,aerial intelligence bv,NL,ILT OA Operator,,ILT OA Register,,https://aerialintelligence.nl/,http://www.linkedin.com/company/aerialintelligencebv,NLD-OAT-193/02G
Aeriallive Productions,aeriallive productions,NL,ILT OA Operator,,ILT OA Register,,http://www.aeriallive.nl,http://www.linkedin.com/company/aeriallive-productions,NLD-OAT-058/01G
Aerialtronics,aerialtronics,NL,Drones.nl - inspectie,,Drones.nl Directory,,,https://www.linkedin.com/company/aerialtronics,
Aerialtronics DV BV.,aerialtronics dv,NL,ILT OA Operator,,ILT OA Register,,https://www.aerialtronics.com,https://www.linkedin.com/company/aerialtronics,NLD-OAT-034/01G
Aerinspect,aerinspect,NL,ILT OA Operator,,ILT OA Register,,https://aerinspect.com,http://www.linkedin.com/company/aerinspect,NLD-OAT-094/02G
AERO BV.,aero,NL,ILT OA Operator,,ILT OA Register,,https://www.aeroscan.nl,https://www.linkedin.com/company/aeroscan,NLD-OAT-033/04G
Aero Scan holding BV.,aero scan holding,NL,ILT OA Operator,,ILT OA Register,,https://www.aeroscan.nl,https://www.linkedin.com/company/aeroscan,NLD-OAT-006/04G
Aero-metrics,aerometrics,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-112/03G
Aerocam Company B.V.,aerocam company bv,NL,ILT OA Operator,,ILT OA Register,,https://www.aerocam.com,,NLD-OAT-078/01G
Aerokopter,aerokopter,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,,,
AG Films,ag films,NL,Drones.nl - videoproductie,,Drones.nl Directory,,,,
Air Vision,air vision,NL,ILT OA Operator,,ILT OA Register,,https://www.airvision.nl,https://www.linkedin.com/company/air-vision-llc,NLD-OAT-046/01G
AIRfootage BV.,airfootage,NL,ILT OA Operator,,ILT OA Register,,https://airfootage.com,,NLD-OAT-055/02G
Airinov,airinov,NL,Drones.nl - agrarisch,,Drones.nl Directory,,,,
AlfaDrone B.V.,alfadrone bv,NL,ILT OA Operator,,ILT OA Register,,https://www.alfadrone.nl,http://www.linkedin.com/company/alfadrone,NLD-OAT-074/01G
Ampelmann Operations B.V.,ampelmann operations bv,NL,ILT OA Operator,,ILT OA Register,,https://www.ampelmann.nl,https://www.linkedin.com/company/ampelmann,NLD-OAT-246/01G
Antea Netherlands,antea netherlands,NL,ILT OA Operator,,ILT OA Register,,https://www.anteagroup.nl,https://www.linkedin.com/company/antea-group,NLD-OAT-028/02G
ANWB Medical Drones,anwb medical drones,NL,ILT OA Operator,,ILT OA Register,,https://www.anwb.nl/gezondheid/anwb-medical-drones,linkedin.com/company/medicaldrones,NLD-OAT-089/05G
APEX Audio Visuals,apex audio visuals,NL,ILT OA Operator,,ILT OA Register,,http://www.apex-av.nl,http://www.linkedin.com/company/apex-audio-visuals,NLD-OAT-130/02G
ASR Schadeverzekering N.V.,asr schadeverzekering nv,NL,ILT OA Operator,,ILT OA Register,,https://www.asr.nl,https://www.linkedin.com/company/asr-nederland,NLD-OAT-116/01G
ATMOS UAV B.V.,atmos uav bv,NL,ILT OA Operator,,ILT OA Register,,https://www.atmosuav.com,https://www.linkedin.com/company/atmos-uav,NLD-OAT-142/01G
Aule B.V. / Airscope.nl,aule bv airscopenl,NL,ILT OA Operator,,ILT OA Register,,https://www.airscope.nl,,NLD-OAT-228/02G
Aurea Imaging,aurea imaging,NL,ILT OA Operator,,ILT OA Register,,https://www.aureaimaging.nl,https://nl.linkedin.com/company/aurea-imaging,NLD-OAT-119/01G
Auricom,auricom,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://auricom.nl/,http://www.linkedin.com/company/auricom-droneworks,
Auricom Droneworks,auricom droneworks,NL,ILT OA Operator,,ILT OA Register,,https://auricom.nl/,,NLD-OAT-146/01G
AutoStickerOriginal,autostickeroriginal,NL,ILT OA Operator,,ILT OA Register,,https://www.autostickeroriginal.nl,http://www.linkedin.com/company/autostickeroriginal,NLD-OAT-284/01G
Avular,avular,NL,Drones.nl - inspectie,,Drones.nl Directory,,,,
B-Focus B.V.,bfocus bv,NL,ILT OA Operator,,ILT OA Register,,https://b-focus.nl,http://www.linkedin.com/company/b-focusbv,NLD-OAT-260/03G
B3D Design B.V.,b3d design bv,NL,ILT OA Operator,,ILT OA Register,,https://www.b3d-design.nl,https://uk.linkedin.com/company/b3d-designs,NLD-OAT-131/01G
Ballast Nedam N.V.,ballast nedam nv,NL,ILT OA Operator,,ILT OA Register,,https://www.ballast-nedam.com,https://www.linkedin.com/company/ballast-nedam,NLD-OAT-115/01G
BAM Infra B.V.,bam infra bv,NL,ILT OA Operator,,ILT OA Register,,https://www.bam.com,https://www.linkedin.com/company/royal-bam-group,NLD-OAT-080/04G
BeeDrone BV,beedrone,NL,Drones.nl - inspectie,,Drones.nl Directory,,,,
BeemFlights,beemflights,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,,,
BIBI Droneworks,bibi droneworks,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.bibi-droneworks.com/,,
BiBi House Styling,bibi house styling,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-198/01G
Bjorn Mierop Productions,bjorn mierop productions,NL,ILT STS Operator,STS-01,ILT STS Register,"Issued: 28-02-2025, Expiry: 28-02-2027",http://www.bjornmierop.com,http://www.linkedin.com/company/bjorn-mierop-productions,ILT-2025/1023
BlikvanBoven VOF,blikvanboven,NL,ILT OA Operator,,ILT OA Register,,https://blikvanboven.nl,http://www.linkedin.com/company/blikvanboven-filmdesigners,NLD-OAT-061/01G
Boskalis Nederland BV.,boskalis nederland,NL,ILT OA Operator,,ILT OA Register,,https://www.boskalis.com,https://www.linkedin.com/company/boskalis,NLD-OAT-005/03G
Brabant Water N.V.,brabant water nv,NL,ILT OA Operator,,ILT OA Register,,https://www.brabantwater.nl,https://www.linkedin.com/company/brabant-water,NLD-OAT-285/01G
Brandsma Digital Measurement,brandsma digital measurement,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-031/01G
Bureau voor de Landmeetkunde de Winter,bureau voor de landmeetkunde de winter,NL,ILT OA Operator,,ILT OA Register,,,http://www.linkedin.com/company/bureau-voor-landmeetkunde-de-winter-bv,NLD-OAT-133/01G
BVL De Winter,bvl de winter,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",http://www.bvldewinter.nl/,http://www.linkedin.com/company/bureau-voor-landmeetkunde-de-winter-bv,
C-24 BV,c24,NL,ILT OA Operator,,ILT OA Register,,https://www.c24.nl,https://www.linkedin.com/company/centroid-solutions-dmcc/,NLD-OAT-306/01G
Celemation B.V.,celemation bv,NL,ILT OA Operator,,ILT OA Register,,https://www.celemation.com,http://www.linkedin.com/company/celemation,NLD-OAT-269/01G
Centaurs.ai B.V.,centaursai bv,NL,ILT OA Operator,,ILT OA Register,,https://www.centaurs.ai,https://www.linkedin.com/company/centaurs-ai,NLD-OAT-096/01G
Certicon Kwaliteitskeuringen B.V.,certicon kwaliteitskeuringen bv,NL,ILT OA Operator,,ILT OA Register,,https://www.certicon.nl,http://www.linkedin.com/company/certicon-kwaliteitskeuringen-bv,NLD-OAT-062/01G
CHC Helicopters Netherlands B.V.,chc helicopters netherlands bv,NL,ILT OA Operator,,ILT OA Register,,https://www.chc.ca,https://www.linkedin.com/company/chc-helicopter,NLD-OAT-129/01G
Cinemato Media BV.,cinemato media,NL,ILT OA Operator,,ILT OA Register,,https://cinemato.nl,http://www.linkedin.com/company/cinematonl,NLD-OAT-022/01G
Cinerebels B.V.,cinerebels bv,NL,ILT OA Operator,,ILT OA Register,,https://www.cinerebels.com,http://www.linkedin.com/company/cinerebels,NLD-OAT-203/01G
Clear Flight Solutions,clear flight solutions,NL,ILT OA Operator,,ILT OA Register,,https://www.clearflightsolutions.com,https://www.linkedin.com/company/clear-flight-solutions,NLD-OAT-073/02G
Cloudshots,cloudshots,NL,ILT OA Operator,,ILT OA Register,,https://www.cloudshots.nl,http://www.linkedin.com/company/cloudshots,NLD-OAT-063/01G
Company Power,company power,NL,ILT OA Operator,,ILT OA Register,,https://www.companypower.nl,https://www.linkedin.com/company/power-home-remodeling-group,NLD-OAT-040/01G
Croonwolter&Dros B.V.,croonwolterdros bv,NL,ILT OA Operator,,ILT OA Register,,https://www.croonwolterdros.nl,https://www.linkedin.com/company/croonwolterendros/,NLD-OAT-207/03G
Custom Drone,custom drone,NL,Drones.nl - inspectie,,Drones.nl Directory,,,,
DARPAS,darpas,NL,Drones.nl - modelsport,,Drones.nl Directory,,,,
DDC Smart Inspections,ddc smart inspections,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://ddc.works/,,
De Kruijter Openbare Verlichting B.V.,de kruijter openbare verlichting bv,NL,ILT OA Operator,,ILT OA Register,,https://www.dekruijter.nl,,NLD-OAT-313/01G
De Landmeters B.V.,de landmeters bv,NL,ILT OA Operator,,ILT OA Register,,https://www.delandmeters.nl,https://de.linkedin.com/company/nato-defense-college,NLD-OAT-154/01G
Dé naam in beeld B.V.,d naam in beeld bv,NL,ILT OA Operator,,ILT OA Register,,https://naaminbeeld.nl,http://www.linkedin.com/company/naam-in-beeld,NLD-OAT-150/01G
De Oude Bibliotheek B.V.,de oude bibliotheek bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-139/03G
De Wilde Swaen Holding B.V.,de wilde swaen holding bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-331/01G
Dedicated Drones,dedicated drones,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.dedicateddrones.nl/,,
Delft Dynamics,delft dynamics,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.delftdynamics.nl/,http://www.linkedin.com/company/delftdynamics,
Delft Dynamics B.V.,delft dynamics bv,NL,ILT OA Operator,,ILT OA Register,,https://www.delftdynamics.nl/,http://www.linkedin.com/company/delftdynamics,NLD-OAT-064/04G
DEME Environmental NL B.V.,deme environmental nl bv,NL,ILT OA Operator,,ILT OA Register,,https://www.deme-group.com,https://www.linkedin.com/company/deme,NLD-OAT-255/03G
Den Bakker Drone Survey B.V.,den bakker drone survey bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-151/01G
"Dienst Justitiële Inrichtingen, penitentiaire inrichting Alphen aan den Rijn",dienst justitile inrichtingen penitentiaire inrichting alphen aan den rijn,NL,ILT OA Operator,,ILT OA Register,,https://www.dji.nl,http://www.linkedin.com/company/rijks-justiti%c3%able-jeugdinrichting,NLD-OAT-205/02G
Dienst Vervoer en Ondersteuning,dienst vervoer en ondersteuning,NL,ILT OA Operator,,ILT OA Register,,https://www.dji.nl,,NLD-OAT-170/03G
Dixtone Netherlands N.V.,dixtone netherlands nv,NL,ILT OA Operator,,ILT OA Register,,https://www.dixtone.nl,,NLD-OAT-291/01G
DJI Experience Store,dji experience store,NL,DJI Reseller,DJI Official Flagship Store,Comet Browser,"Mall of the Netherlands, Den Haag; official DJI flagship store",https://dji-experiencestore.com/en,linkedin.com/company/dji-experience-store,
DOW Benelux B.V.,dow benelux bv,NL,ILT OA Operator,,ILT OA Register,,https://www.dow.com,https://www.linkedin.com/company/dow-chemical,NLD-OAT-098/01G
Drone Addicts,drone addicts,NL,ILT OA Operator,,ILT OA Register,,https://www.droneaddicts.nl,https://nl.linkedin.com/company/drone-addicts,NLD-OAT-030/02G
Drone Aerial,drone aerial,NL,ILT OA Operator,,ILT OA Register,,https://droneaerial.nl,http://www.linkedin.com/company/droneaerial,NLD-OAT-277/01G
Drone Aviation,drone aviation,NL,ILT OA Operator,,ILT OA Register,,https://www.droneaviation.com,https://id.linkedin.com/company/drona-aviation-pvt-ltd-,NLD-OAT-007/01G
Drone Directions,drone directions,NL,ILT OA Operator,,ILT OA Register,,https://dronedirections.nl,http://www.linkedin.com/company/drone-directions,NLD-OAT-270/02G
Drone Eye,drone eye,NL,ILT OA Operator,,ILT OA Register,,https://www.droneeye.nl,https://au.linkedin.com/company/droneeye,NLD-OAT-134/01G
Drone Films,drone films,NL,ILT OA Operator,,ILT OA Register,,https://drone-films.nl,https://www.linkedin.com/company/homedronefilms,NLD-OAT-286/01G
Drone Productions,drone productions,NL,ILT OA Operator,,ILT OA Register,,https://droneproductions.nl,https://www.linkedin.com/company/boston-drone-productions,NLD-OAT-316/01G
Drone Security (kassatoezicht.online),drone security kassatoezichtonline,NL,ILT OA Operator,,ILT OA Register,,https://kassatoezicht.online,https://be.linkedin.com/company/active-drone-security-solutions,NLD-OAT-283/01G
Drone Survey Map,drone survey map,NL,ILT OA Operator,,ILT OA Register,,https://dronesurveymap.nl,,NLD-OAT-253/01G
Drone Up,drone up,NL,ILT OA Operator,,ILT OA Register,,https://www.droneup.nl,https://it.linkedin.com/company/drone-up-solution,NLD-OAT-024/01G
Drone Visual BV,drone visual,NL,ILT OA Operator,,ILT OA Register,,https://www.dronevisual.nl,http://www.linkedin.com/company/dronevisual-nl,NLD-OAT-231/02G
Dronebeeld B.V.,dronebeeld bv,NL,ILT OA Operator,,ILT OA Register,,https://www.dronebeeld.nl,https://be.linkedin.com/company/dronebeeldenjensveraa,NLD-OAT-140/01G
Dronebestemming,dronebestemming,NL,ILT OA Operator,,ILT OA Register,,https://www.dronebestemming.nl,,NLD-OAT-165/01G
Dronecapture,dronecapture,NL,ILT OA Operator,,ILT OA Register,,https://dronecapture.nl,https://pe.linkedin.com/company/lvm-enterprises,NLD-OAT-261/02G
DroneFlight Academy,droneflight academy,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.droneflightacademy.eu/,http://www.linkedin.com/company/drone-flight-academy,
Dronehouses,dronehouses,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,,,
DroneKopenOnline.nl,dronekopenonlinenl,NL,Drones.nl - droneshops,,Drones.nl Directory,,,,
Dronelex,dronelex,NL,ILT OA Operator,,ILT OA Register,,https://dronelex.nl,https://nl.linkedin.com/company/rgs-,NLD-OAT-247/01G
droneoperator.nl,droneoperatornl,NL,ILT OA Operator,,ILT OA Register,,https://droneoperator.nl,,NLD-OAT-274/01G
Droneopleidingen.nl,droneopleidingennl,NL,Drones.nl - educatie,,Drones.nl Directory,,,,
DronePlan,droneplan,NL,ILT OA Operator,,ILT OA Register,,https://droneplan.nl,http://www.linkedin.com/company/drone-plan,NLD-OAT-299/01G
DronePoint,dronepoint,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://dronepoint.nl/,http://www.linkedin.com/company/dronepoint,
Dronepoint B.V.,dronepoint bv,NL,ILT OA Operator,,ILT OA Register,,https://dronepoint.nl/,http://www.linkedin.com/company/dronepoint,NLD-OAT-125/03G
DroneQ Robotics,droneq robotics,NL,ILT OA Operator,,ILT OA Register,,https://www.droneq.nl,https://www.linkedin.com/company/droneq-robotics,NLD-OAT-008/03G
DroneRacers.nl,droneracersnl,NL,Drones.nl - racing,,Drones.nl Directory,,,,
DroneSpec,dronespec,NL,ILT OA Operator,,ILT OA Register,,https://www.dronespec.nl,https://www.linkedin.com/company/dronespec,NLD-OAT-308/01G
DroneVisual,dronevisual,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.dronevisual.nl/,,
Dronevlucht.eu (Aboriginal Beheer B.V.),dronevluchteu aboriginal beheer bv,NL,ILT OA Operator,,ILT OA Register,,https://dronevlucht.eu,http://www.linkedin.com/company/dronevlucht,NLD-OAT-059/03G
Droneworks B.V.,droneworks bv,NL,ILT STS Operator,STS-01,ILT STS Register,"Issued: 22-05-2025, Expiry: 22-05-2027",https://www.bibi-droneworks.com/,,ILT-2025/17561
DroneXcellent,dronexcellent,NL,ILT OA Operator,,ILT OA Register,,https://dronexcellent.nl,http://www.linkedin.com/company/dronexcellent,NLD-OAT-314/01G
Droning4solar BV.,droning4solar,NL,ILT OA Operator,,ILT OA Register,,https://www.droning4solar.nl,,NLD-OAT-009/02G
Droones Aerial Works,droones aerial works,NL,ILT OA Operator,,ILT OA Register,,https://www.droones.nl,http://www.linkedin.com/company/droones-aerialworks,NLD-OAT-088/01G
Droonstra,droonstra,NL,ILT OA Operator,,ILT OA Register,,http://www.droonstra.com,http://www.linkedin.com/company/droonstra,NLD-OAT-010/02G
DSDP B.V.,dsdp bv,NL,ILT OA Operator,,ILT OA Register,,https://dsdp.com,https://www.linkedin.com/company/downtown-san-diego-partnership,NLD-OAT-202/01G
Dunea,dunea,NL,ILT OA Operator,,ILT OA Register,,https://www.dunea.nl,https://www.linkedin.com/company/dunea,NLD-OAT-320/01G
Dura Vermeer,dura vermeer,NL,ILT OA Operator,,ILT OA Register,,https://www.duravermeer.nl,https://www.linkedin.com/company/dura-vermeer,NLD-OAT-186/01G
Dutch Air Survey,dutch air survey,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-327/01G
Dutch Drone Gods,dutch drone gods,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.dutchdronegods.com/,http://www.linkedin.com/company/dutch-drone-gods,
Dutch Drone Gods B.V.,dutch drone gods bv,NL,ILT OA Operator,,ILT OA Register,,https://www.dutchdronegods.com/,http://www.linkedin.com/company/dutch-drone-gods,NLD-OAT-257/02G
Dutch Drone Group B.V.,dutch drone group bv,NL,DJI Enterprise Dealer,Enterprise Dealer (high priority),DJI Enterprise Website,"Annie M.G. Schmidtweg 134 1321NB, Almere | +31 085 201 7472 | info@droneland.nl",https://www.droneland.nl,https://www.linkedin.com/company/droneland,
Dutch Drone Group BV.,dutch drone group,NL,ILT OA Operator,,ILT OA Register,,https://www.droneland.nl,https://www.linkedin.com/company/droneland,NLD-OAT-012/05G
Dutch Drone Shows,dutch drone shows,NL,ILT OA Operator,,ILT OA Register,,https://dutchdroneshows.nl,https://nl.linkedin.com/company/dutch-drone-shows,NLD-OAT-076/03G
Dutch Drone Survey BV.,dutch drone survey,NL,ILT OA Operator,,ILT OA Register,,https://dutchdronesurvey.nl,http://www.linkedin.com/company/dds-bv-dutchdronesurvey,NLD-OAT-042/02G
Dutch Inspect B.V.,dutch inspect bv,NL,ILT OA Operator,,ILT OA Register,,https://dutchinspect.nl,https://www.linkedin.com/company/dutchinspect_bv?trk=similar-pages_result-card_full-click,NLD-OAT-225/01G
Dutchman DC,dutchman dc,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.dutchmandc.com/,http://www.linkedin.com/company/dutchmandc,
Dutchman DC Droneworks,dutchman dc droneworks,NL,ILT OA Operator,,ILT OA Register,,https://www.dutchmandc.com/,,NLD-OAT-172/02G
Eagle Eye Inspection Services B.V.,eagle eye inspection services bv,NL,ILT OA Operator,,ILT OA Register,,https://eagle-eye-inspection.nl,https://www.linkedin.com/company/eagle-eye-inspection-services,NLD-OAT-144/01G
Eagle Geomatics,eagle geomatics,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://eagle-geomatics.nl/,https://nl.linkedin.com/company/eagle-geomatics,
EBN Veiligheidsdienst,ebn veiligheidsdienst,NL,ILT OA Operator,,ILT OA Register,,https://www.ebn.nl,http://www.linkedin.com/company/ebn,NLD-OAT-287/01G
Energielabel Oost,energielabel oost,NL,ILT OA Operator,,ILT OA Register,,https://www.energielabeloost.nl,http://www.linkedin.com/company/energielabel-oost,NLD-OAT-279/01G
Enevate,enevate,NL,ILT OA Operator,,ILT OA Register,,https://www.enevate.com,http://www.linkedin.com/company/enevate-corporation,NLD-OAT-187/05G
Epic Aero,epic aero,NL,ILT OA Operator,,ILT OA Register,,https://epic-aero.com,https://www.linkedin.com/company/epic-aero,NLD-OAT-124/02G
Eye Watch Security Group B.V,eye watch security group bv,NL,ILT OA Operator,,ILT OA Register,,https://www.eyewatchsecuritygroup.nl,http://www.linkedin.com/company/eyewatchsecuritygroup,NLD-OAT-307/01G
EyeFly,eyefly,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.eyefly.nl/,http://www.linkedin.com/company/eyefly-b.v.,
EyeFly B.V.,eyefly bv,NL,ILT OA Operator,,ILT OA Register,,https://www.eyefly.nl/,http://www.linkedin.com/company/eyefly-b.v.,NLD-OAT-137/02G
