company_name,normalized_name,country,category,operations_type,sources,city_notes,website,linkedin,ilt_auth
Gnaut B.V.,gnaut bv,NL,ILT STS Operator,STS-01,ILT STS Register,"Issued: 26-09-2024, Expiry: 19-09-2026",https://www.gnaut.com,,ILT-2024/4025
GP Drones,gp drones,NL,ILT OA Operator,,ILT OA Register,,https://www.gpdrones.com,,NLD-OAT-066/01G
Green Leaves Productions B.V.,green leaves productions bv,NL,ILT OA Operator,,ILT OA Register,,https://www.greenleaves.nl,,NLD-OAT-201/01G
Groningen Seaports,groningen seaports,NL,ILT OA Operator,,ILT OA Register,,https://www.groningen-seaports.com,https://www.linkedin.com/company/groningen-seaports,NLD-OAT-179/01G
Handboek Dronefotografie,handboek dronefotografie,NL,Drones.nl - educatie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/handboek-dronefotografie,,
Harteman Verhuur B.V.,harteman verhuur bv,NL,ILT OA Operator,,ILT OA Register,,https://www.hartemanverhuur.com,,NLD-OAT-128/02G
Height Tech,height tech,NL,Drones.nl - inspectie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/height-tech,,
Helix Aerial Vision,helix aerial vision,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-035/02G
HES Bulk Terminal Rotterdam B.V.,hes bulk terminal rotterdam bv,NL,ILT OA Operator,,ILT OA Register,,https://www.hfrgroup.nl,,NLD-OAT-265/01G
High Camera,high camera,NL,Drones.nl - inspectie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/highcamera,,
High Tech Campus Eindhoven,high tech campus eindhoven,NL,ILT OA Operator,,ILT OA Register,,https://www.hightechcampus.com,https://www.linkedin.com/company/high-tech-campus-eindhoven,NLD-OAT-191/01G
HighScan Drone Solutions,highscan drone solutions,NL,ILT OA Operator,,ILT OA Register,,https://highscan.nl,,NLD-OAT-036/01G
Holland Luchtfoto,holland luchtfoto,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.hollandluchtfoto.nl/,,
Hoogheemraadschap Delfland,hoogheemraadschap delfland,NL,ILT OA Operator,,ILT OA Register,,https://www.hhdelfland.nl,,NLD-OAT-167/01G
Hoogheemraadschap Hollands Noorderkwartier,hoogheemraadschap hollands noorderkwartier,NL,ILT OA Operator,,ILT OA Register,,https://www.hhnk.nl,,NLD-OAT-210/03G
HotShots Producties,hotshots producties,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-212/01G
HS Tuinbouw Service B.V,hs tuinbouw service bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-199/01G
HyFly B.V.,hyfly bv,NL,ILT OA Operator,,ILT OA Register,,https://www.hyfly.aero,https://www.linkedin.com/company/hyfly,NLD-OAT-243/05G
ILT Aerosensing,ilt aerosensing,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-158/03G
Industrial Drone Solutions,industrial drone solutions,NL,ILT OA Operator,,ILT OA Register,,https://www.industrialdronesolutions.com,,NLD-OAT-114/01G
Ingenieursbureau Groothedde,ingenieursbureau groothedde,NL,ILT OA Operator,,ILT OA Register,,https://www.ingenieursbureau-groothedde.nl,,NLD-OAT-220/01G
Intures Industry B.V.,intures industry bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-251/03G
Jan Vroomans Drone Diensten,jan vroomans drone diensten,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-222/02G
JJ Media,jj media,NL,ILT STS Operator,STS-01,ILT STS Register,"Issued: 28-11-2025, Expiry: 28-11-2027",,,ILT-2025/39625
JS Copter,js copter,NL,Drones.nl - droneshops,,Drones.nl Directory,,https://www.drones.nl/bedrijven/js-copter,,
Keen on media,keen on media,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/keenonmedia,,
KNVvL,knvvl,NL,Drones.nl - luchtvaart,,Drones.nl Directory,,https://www.drones.nl/bedrijven/knvvl,,
KTV Working Drones,ktv working drones,NL,ILT OA Operator,,ILT OA Register,,https://www.workingdrones.nl,,NLD-OAT-241/02G
KWS Infra B.V.,kws infra bv,NL,ILT OA Operator,,ILT OA Register,,https://www.kws.nl,https://www.linkedin.com/company/kws-infra,NLD-OAT-300/01G
Land Life Company,land life company,NL,ILT OA Operator,,ILT OA Register,,https://www.landlifecompany.com,https://www.linkedin.com/company/land-life-company,NLD-OAT-126/01G
Landmeetkundig Adviesbureau van der Hart-Survey B.V.,landmeetkundig adviesbureau van der hartsurvey bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-136/01G
Laurentius,laurentius,NL,ILT OA Operator,,ILT OA Register,,https://www.laurentius.nl,,NLD-OAT-245/01G
LBL Communicatie & Contentmarketing B.V.,lbl communicatie contentmarketing bv,NL,ILT OA Operator,,ILT OA Register,,https://www.lbl.nl,,NLD-OAT-309/02G
Leap 3D,leap 3d,NL,ILT OA Operator,,ILT OA Register,,https://leap3d.nl,,NLD-OAT-258/02G
Leemans Speciaalwerken B.V.,leemans speciaalwerken bv,NL,ILT OA Operator,,ILT OA Register,,https://www.leemans.nl,,NLD-OAT-217/01G
Legendary Broadcasting,legendary broadcasting,NL,Drones.nl - videoproductie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/legendary-broadcasting,,
Line of Sight,line of sight,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.lineofsight.eu/,,
Line of Sight Fotografie B.V.,line of sight fotografie bv,NL,ILT OA Operator,,ILT OA Register,,https://www.lineofsight.eu/,,NLD-OAT-235/02G
LITSTILL,litstill,NL,ILT STS Operator,STS-01,ILT STS Register,"Issued: 17-01-2025, Expiry: 17-01-2027",https://www.litstill.com,,ILT-2025/715
Luchtfilm Producties,luchtfilm producties,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://luchtfilmproducties.nl/,,
Luchtfilmproducties,luchtfilmproducties,NL,ILT OA Operator,,ILT OA Register,,https://www.luchtfilmproducties.nl,,NLD-OAT-122/04G
Luchtopname.nl,luchtopnamenl,NL,ILT OA Operator,,ILT OA Register,,https://luchtopname.nl,,NLD-OAT-240/02G
Luchtvaartpolitie,luchtvaartpolitie,NL,Drones.nl - luchtvaart,,Drones.nl Directory,,https://www.drones.nl/bedrijven/luchtvaartpolitie-nederland,,
LUGN Control Center B.V.,lugn control center bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-067/04G
LUGN Security,lugn security,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.lugnsecurity.com/,,
Lykelema.Online,lykelemaonline,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-145/01G
Mace Group,mace group,NL,ILT OA Operator,,ILT OA Register,,https://www.macegroup.com,https://www.linkedin.com/company/maboroshi-air-cooperation-enterprise,NLD-OAT-188/02G
Mainblades Inspections,mainblades inspections,NL,ILT OA Operator,,ILT OA Register,,https://www.mainblades.com,https://www.linkedin.com/company/mainblades-inspections,NLD-OAT-045/01G
Mapture B.V.,mapture bv,NL,ILT OA Operator,,ILT OA Register,,https://www.mapture.nl,,NLD-OAT-095/06G
Marcel Willems Photography,marcel willems photography,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-056/02G
Maritime Filming Group,maritime filming group,NL,ILT OA Operator,,ILT OA Register,,https://www.maritimefilminggroup.com,,NLD-OAT-044/02G
Maritimephoto.com,maritimephotocom,NL,ILT STS Operator,STS-01,ILT STS Register,"Issued: 31-01-2025, Expiry: 31-01-2027",https://www.maritimephoto.com,,ILT-2025/819
Mart Stevens Project Fotografie,mart stevens project fotografie,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-160/02G
Matthijs de Vos Photo Film Drone,matthijs de vos photo film drone,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-002/01G
MDL Agro,mdl agro,NL,ILT OA Operator,,ILT OA Register,,https://mdlagro.nl,,NLD-OAT-051/01G
Media Air Services,media air services,NL,ILT OA Operator,,ILT OA Register,,https://www.mediaairservices.nl,,NLD-OAT-053/02G
Media Primair,media primair,NL,Drones.nl - journalistiek,,Drones.nl Directory,,https://www.drones.nl/bedrijven/media-primair,,
MediaGen Dronewize,mediagen dronewize,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-001/01G
MeetBV,meetbv,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.meetbv.nl/,,
Minicopters,minicopters,NL,Drones.nl - droneshops,,Drones.nl Directory,,https://www.drones.nl/bedrijven/minicopters,,
Mistras Group B.V.,mistras group bv,NL,ILT OA Operator,,ILT OA Register,,https://www.mistrasgroup.com,https://www.linkedin.com/company/mistras-group,NLD-OAT-302/01G
Modelvliegclub Delta,modelvliegclub delta,NL,Drones.nl - modelsport,,Drones.nl Directory,,https://www.drones.nl/bedrijven/modelvliegclub-delta,,
Modelvliegsport Oosterhout,modelvliegsport oosterhout,NL,Drones.nl - modelsport,,Drones.nl Directory,,https://www.drones.nl/bedrijven/modelvliegsport-oosterhout,,
Monsanto Holland B.V.,monsanto holland bv,NL,ILT OA Operator,,ILT OA Register,,https://www.bayer.com,https://www.linkedin.com/company/bayer,NLD-OAT-152/01G
Mortr Media,mortr media,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-206/01G
Movie Studio Druten,movie studio druten,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-293/01G
Moviedrones,moviedrones,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/moviedrones,,
N.V. Nederlandse Spoorwegen,nv nederlandse spoorwegen,NL,ILT OA Operator,,ILT OA Register,,https://www.ns.nl,https://www.linkedin.com/company/ns,NLD-OAT-070/01P
N3 Dronewash,n3 dronewash,NL,ILT OA Operator,,ILT OA Register,,https://www.n3dronewash.nl,,NLD-OAT-281/01G
Nederlandse Voedsel- en Warenautoriteit,nederlandse voedsel en warenautoriteit,NL,ILT OA Operator,,ILT OA Register,,https://www.nvwa.nl,,NLD-OAT-159/03G
NextLevel Ops,nextlevel ops,NL,ILT OA Operator,,ILT OA Register,,https://www.nextlevelops.nl,,NLD-OAT-237/01G
Nibag Groep BV.,nibag groep,NL,ILT OA Operator,,ILT OA Register,,https://www.nibag.nl,https://www.linkedin.com/company/nibag,NLD-OAT-047/01G
NLR,nlr,NL,ILT OA Operator,,ILT OA Register,,https://www.nlr.nl,https://www.linkedin.com/company/royal-nlr,NLD-OAT-148/05G
NS Stations BV.,ns stations,NL,ILT OA Operator,,ILT OA Register,,https://www.ns.nl,https://www.linkedin.com/company/ns,NLD-OAT-050/01G
Oceans of Energy B.V.,oceans of energy bv,NL,ILT OA Operator,,ILT OA Register,,https://oceansofenergy.blue,,NLD-OAT-294/01G
Omgevingsdienst IJmond,omgevingsdienst ijmond,NL,ILT OA Operator,,ILT OA Register,,https://www.odijmond.nl,,NLD-OAT-156/02G
Omgevingsdienst NL,omgevingsdienst nl,NL,ILT OA Operator,,ILT OA Register,,https://www.omgevingsdienstnl.nl,,NLD-OAT-215/03G
Omnidrones,omnidrones,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://omnidrones.nl/,,
OmniDrones B.V.,omnidrones bv,NL,ILT OA Operator,,ILT OA Register,,https://omnidrones.nl/,,NLD-OAT-092/07G
Omroep Gelderland,omroep gelderland,NL,ILT OA Operator,,ILT OA Register,,https://www.gld.nl,,NLD-OAT-267/02G
Onadin B.V.,onadin bv,NL,ILT OA Operator,,ILT OA Register,,https://www.onadin.nl,,NLD-OAT-242/02G
Onderzoeksraad voor de Veiligheid,onderzoeksraad voor de veiligheid,NL,ILT OA Operator,,ILT OA Register,,https://www.onderzoeksraad.nl,,NLD-OAT-171/01G
Orange Aerospace B.V.,orange aerospace bv,NL,ILT OA Operator,,ILT OA Register,,https://www.orangeaerospace.com,,NLD-OAT-135/01G
Penitentiare Inrichting Ter Apel,penitentiare inrichting ter apel,NL,ILT OA Operator,,ILT OA Register,,https://www.dji.nl,,NLD-OAT-218/01G
Perfect-Drone,perfectdrone,NL,ILT OA Operator,,ILT OA Register,,https://perfect-drone.nl,,NLD-OAT-321/01G
Performance Rotors,performance rotors,NL,ILT OA Operator,,ILT OA Register,,https://www.performance-rotors.com,,NLD-OAT-177/01G
PicDrone.nl,picdronenl,NL,Drones.nl - agrarisch,,Drones.nl Directory,,https://www.drones.nl/bedrijven/picdrone,,
Pilot Media Creations,pilot media creations,NL,ILT OA Operator,,ILT OA Register,,https://pilotmediacreations.nl,,NLD-OAT-262/02G
Pilot on Demand,pilot on demand,NL,ILT OA Operator,,ILT OA Register,,https://www.pilotondemand.nl,https://www.linkedin.com/company/pilot-on-demand,NLD-OAT-014/01G
ProDroneMedia,prodronemedia,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.prodronemedia.nl/,,
ProDroneMedia.nl,prodronemedianl,NL,ILT OA Operator,,ILT OA Register,,https://www.prodronemedia.nl/,,NLD-OAT-164/01G
ProRail BV.,prorail,NL,ILT OA Operator,,ILT OA Register,,https://www.prorail.nl,https://www.linkedin.com/company/prorail,NLD-OAT-048/01G
Provincie Limburg,provincie limburg,NL,ILT OA Operator,,ILT OA Register,,https://www.limburg.nl,,NLD-OAT-162/02G
Public Air Services BV.,public air services,NL,ILT OA Operator,,ILT OA Register,,https://www.publicairservices.nl,,NLD-OAT-003/02G
PWN Waterleidingbedrijf Noord-Holland,pwn waterleidingbedrijf noordholland,NL,ILT OA Operator,,ILT OA Register,,https://www.pwn.nl,,NLD-OAT-169/02G
Q intelligence,q intelligence,NL,ILT OA Operator,,ILT OA Register,,https://www.qintelligence.com,,NLD-OAT-323-01G
Qirion B.V.,qirion bv,NL,ILT OA Operator,,ILT OA Register,,https://www.qirion.nl,,NLD-OAT-068/03G
R-ffect Inspecties B.V.,rffect inspecties bv,NL,ILT STS Operator,STS-01,ILT STS Register,"Issued: 21-11-2025, Expiry: 21-11-2027",,,ILT-2025/39543
R. van der Wal B.V.,r van der wal bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-303/01G
R3D Reality,r3d reality,NL,ILT OA Operator,,ILT OA Register,,https://www.r3dreality.nl,,NLD-OAT-248/01G
Raderadvies B.V.,raderadvies bv,NL,ILT OA Operator,,ILT OA Register,,https://www.raderadvies.nl,,NLD-OAT-214/02G
Recherchebureau Focus,recherchebureau focus,NL,ILT OA Operator,,ILT OA Register,,https://www.recherchebureau-focus.com,,NLD-OAT-317/01G
Rijk Zwaan Zaadteelt en Zaadhandel B.V.,rijk zwaan zaadteelt en zaadhandel bv,NL,ILT OA Operator,,ILT OA Register,,https://www.rijkzwaan.nl,https://www.linkedin.com/company/rijk-zwaan,NLD-OAT-118/01G
Rijksvastgoedbedrijf,rijksvastgoedbedrijf,NL,ILT OA Operator,,ILT OA Register,,https://www.rijksvastgoedbedrijf.nl,,NLD-OAT-200/02G
Rijkswaterstaat,rijkswaterstaat,NL,ILT OA Operator,,ILT OA Register,,https://www.rijkswaterstaat.nl,https://www.linkedin.com/company/rijkswaterstaat,NLD-OAT-127/02G
Rijndorp Installaties B.V.,rijndorp installaties bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-256/01G
Rob Rovers Drone Solutions,rob rovers drone solutions,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-234/01G
Robin Visser Photography,robin visser photography,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-176/01G
Royal Dutch Rescue Society Foundation,royal dutch rescue society foundation,NL,ILT OA Operator,,ILT OA Register,,https://www.knrm.nl,https://www.linkedin.com/company/knrm,NLD-OAT-015/01G
RPAS Services BV.,rpas services,NL,ILT OA Operator,,ILT OA Register,,https://www.rpas-services.nl,,NLD-OAT-049/03G
RPS B.V.,rps bv,NL,ILT OA Operator,,ILT OA Register,,https://www.rps.nl,https://www.linkedin.com/company/rps-group,NLD-OAT-236/01G
RR Drone Solutions,rr drone solutions,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://rrdronesolutions.nl/,,
SchutzDrone,schutzdrone,NL,ILT OA Operator,,ILT OA Register,,https://www.schutzdrone.nl,,NLD-OAT-069/01G
Securitas,securitas,NL,ILT OA Operator,,ILT OA Register,,https://www.securitas.nl,https://www.linkedin.com/company/securitas,NLD-OAT-016/02G
SeeTree Systems,seetree systems,NL,ILT OA Operator,,ILT OA Register,,https://www.seetree.com,,NLD-OAT-181/01G
Shore Monitoring and research,shore monitoring and research,NL,ILT OA Operator,,ILT OA Register,,https://www.shoremonitoring.nl,,NLD-OAT-178/01G
Sitech Services B.V.,sitech services bv,NL,ILT OA Operator,,ILT OA Register,,https://www.sitechservices.nl,https://www.linkedin.com/company/sitech-services,NLD-OAT-084/03G
Skillshot,skillshot,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/skillshot,,
Sky Drone Pictures,sky drone pictures,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.skydronepictures.nl/,,
Skydronepictures,skydronepictures,NL,ILT OA Operator,,ILT OA Register,,https://www.skydronepictures.nl,,NLD-OAT-120/02G
SkyLynx,skylynx,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.skylynx.nl/,,
SkyLynx Productions,skylynx productions,NL,ILT OA Operator,,ILT OA Register,,https://www.skylynx.nl/,,NLD-OAT-017/02G
Skytools B.V.,skytools bv,NL,ILT OA Operator,,ILT OA Register,,https://skytools.nl,,NLD-OAT-104/02G
SkyVision,skyvision,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.skyvision-drones.com/home,,
Skyvision Aerial Systems,skyvision aerial systems,NL,ILT OA Operator,,ILT OA Register,,https://www.skyvision-drones.com/,,NLD-OAT-105/01G
SkyWise B.V.,skywise bv,NL,ILT OA Operator,,ILT OA Register,,https://www.skywise.nl,,NLD-OAT-147/04G
SMA Zeeland,sma zeeland,NL,ILT OA Operator,,ILT OA Register,,https://www.smazeeland.nl,,NLD-OAT-113/01G
Smart AIS,smart ais,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.smart-ais.eu/,,
Solar O&M B.V.,solar om bv,NL,ILT OA Operator,,ILT OA Register,,https://www.solar-om.nl,,NLD-OAT-227/01G
Solar Tester B.V.,solar tester bv,NL,ILT OA Operator,,ILT OA Register,,https://solartester.nl,,NLD-OAT-117/02G
SoluSon Aerials,soluson aerials,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/soluson-aerials,,
Solynta,solynta,NL,ILT OA Operator,,ILT OA Register,,https://www.solynta.com,,NLD-OAT-271/01G
Sovon Vogelonderzoek Nederland,sovon vogelonderzoek nederland,NL,ILT OA Operator,,ILT OA Register,,https://www.sovon.nl,https://www.linkedin.com/company/sovon,NLD-OAT-310/01G
Specialised Solar Cleaning,specialised solar cleaning,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-194/02G
SPIE Nederland BV,spie nederland,NL,ILT OA Operator,,ILT OA Register,,https://www.spie-nl.com,https://www.linkedin.com/company/spie,NLD-OAT-211/02G
Sproeibedrijf van Hattem,sproeibedrijf van hattem,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-298/01G
Stadskantoor Gemeente Breda,stadskantoor gemeente breda,NL,ILT OA Operator,,ILT OA Register,,https://www.breda.nl,,NLD-OAT-296/01G
Stam + de Koning Bouw B.V.,stam de koning bouw bv,NL,ILT OA Operator,,ILT OA Register,,https://www.stamdekoning.nl,https://www.linkedin.com/company/stam-de-koning,NLD-OAT-182/01G
State of Motion B.V.,state of motion bv,NL,ILT OA Operator,,ILT OA Register,,https://stateofmotion.com,,NLD-OAT-071/02P
Stevens Audiovisuals,stevens audiovisuals,NL,Drones.nl - videoproductie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/stevens-audiovisuals,,
Stichting Aeres Groep,stichting aeres groep,NL,ILT OA Operator,,ILT OA Register,,https://www.aeres.nl,,NLD-OAT-221/01G
Stichting Behoud Kerkelijke Gebouwen in Midden- en Oost Nederland,stichting behoud kerkelijke gebouwen in midden en oost nederland,NL,ILT OA Operator,,ILT OA Register,,https://www.kerkgebouwen.nl,,NLD-OAT-304/01G
Stichting de Alliantie,stichting de alliantie,NL,ILT OA Operator,,ILT OA Register,,https://www.de-alliantie.nl,,NLD-OAT-085/03G
Stichting Het Nationale Park De Hoge Veluwe,stichting het nationale park de hoge veluwe,NL,ILT OA Operator,,ILT OA Register,,https://www.hogeveluwe.nl,,NLD-OAT-254/01G
Stichting Monumentenwacht Noord en Oost Nederland,stichting monumentenwacht noord en oost nederland,NL,ILT OA Operator,,ILT OA Register,,https://www.monumentenwacht.nl,,NLD-OAT-155/01G
Stichting NHL Stenden Hogeschool,stichting nhl stenden hogeschool,NL,ILT OA Operator,,ILT OA Register,,https://www.nhlstenden.com,,NLD-OAT-086/01G
Stichting Regionaal Opleidingencentrum van Amsterdam,stichting regionaal opleidingencentrum van amsterdam,NL,ILT OA Operator,,ILT OA Register,,https://www.rocva.nl,,NLD-OAT-123/04G
Stichting Saxion,stichting saxion,NL,ILT OA Operator,,ILT OA Register,,https://www.saxion.nl,,NLD-OAT-195/02G
Stichting Waternet,stichting waternet,NL,ILT OA Operator,,ILT OA Register,,https://www.waternet.nl,,NLD-OAT-192/01G
Stichting Wings for Aid Foundation,stichting wings for aid foundation,NL,ILT OA Operator,,ILT OA Register,,https://www.wingsforaid.org,https://www.linkedin.com/company/wings-for-aid,NLD-OAT-143/02G
Stichting Woonconcept,stichting woonconcept,NL,ILT OA Operator,,ILT OA Register,,https://www.woonconcept.nl,,NLD-OAT-189/01G
Storm Solutions,storm solutions,NL,Drones.nl - luchtfotografie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/storm-solutions,,
Surveying & consultancy firm Meet BV.,surveying consultancy firm meet,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-023/01G
Sweco Nederland B.V.,sweco nederland bv,NL,ILT OA Operator,,ILT OA Register,,https://www.sweco.nl,https://www.linkedin.com/company/sweco,NLD-OAT-196/04G
T&A Survey,ta survey,NL,ILT OA Operator,,ILT OA Register,,https://www.ta-survey.nl,,NLD-OAT-072/01G
TAUW B.V (GeoZICHT),tauw bv geozicht,NL,ILT OA Operator,,ILT OA Register,,https://geozicht.nl/,,NLD-OAT-091/05G
Tective,tective,NL,ILT OA Operator,,ILT OA Register,,https://www.tective.nl,,NLD-OAT-233/02G
Terra Inspectioneering,terra inspectioneering,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://www.terra-inspectioneering.com/,,
Terra Inspectioneering B.V.,terra inspectioneering bv,NL,ILT OA Operator,,ILT OA Register,,https://www.terra-inspectioneering.com/,,NLD-OAT-209/03G
Terraspect,terraspect,NL,ILT OA Operator,,ILT OA Register,,https://www.terraspect.nl,,NLD-OAT-054/01G
The Drone Suppliers,the drone suppliers,NL,Drones.nl - inspectie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/the-drone-suppliers,,
The Fieldwork Company B.V.,the fieldwork company bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-081/01G
The Flying Dutchmen,the flying dutchmen,NL,ILT OA Operator,,ILT OA Register,,https://www.theflyingdutchmen.com,,NLD-OAT-132/02G
The Postboat,the postboat,NL,ILT OA Operator,,ILT OA Register,,https://thepostboat.nl,,NLD-OAT-057/01G
Thermofly,thermofly,NL,ILT OA Operator,,ILT OA Register,,https://thermofly.nl,,NLD-OAT-278/01G
TM Drone Services,tm drone services,NL,ILT OA Operator,,ILT OA Register,,https://www.tmdroneservices.com,,NLD-OAT-043/03G
TNO,tno,NL,ILT OA Operator,,ILT OA Register,,https://www.tno.nl,https://www.linkedin.com/company/tno,NLD-OAT-141/02G
Toemen Modelsport,toemen modelsport,NL,Drones.nl - droneshops,,Drones.nl Directory,,https://www.drones.nl/bedrijven/toemen,,
TOP RC,top rc,NL,Drones.nl - droneshops,,Drones.nl Directory,,https://www.drones.nl/bedrijven/toprc,,
Topshots,topshots,NL,ILT OA Operator,,ILT OA Register,,https://www.topshots.com,,NLD-OAT-106/02G
Total Drone Support,total drone support,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-108/01G
Transportbedrijf Rouwmaat Groenlo B.V.,transportbedrijf rouwmaat groenlo bv,NL,ILT OA Operator,,ILT OA Register,,https://www.rouwmaat.nl,,NLD-OAT-328/01G
Trigion Alarmcentrale BV,trigion alarmcentrale,NL,ILT OA Operator,,ILT OA Register,,https://www.trigion.nl,https://www.linkedin.com/company/trigion,NLD-OAT-305/01G
Truckparkings Rotterdam Exploitatie B.V.,truckparkings rotterdam exploitatie bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-174/01G
UAS Worx,uas worx,NL,ILT OA Operator,,ILT OA Register,,https://uasworx.com,,NLD-OAT-019/02G
UAV International,uav international,NL,Drones.nl - inspectie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/uav-international,,
UMV Services B.V.,umv services bv,NL,ILT OA Operator,,ILT OA Register,,https://umvservices.com,,NLD-OAT-311/01G
Unit4Security B.V.,unit4security bv,NL,ILT OA Operator,,ILT OA Register,,https://www.unit4security.nl,,NLD-OAT-213/02G
Universiteit Twente,universiteit twente,NL,ILT OA Operator,,ILT OA Register,,https://www.utwente.nl,https://www.linkedin.com/school/university-of-twente,NLD-OAT-219/02G
Universiteit Utrecht afd. Vastgoed en Campus,universiteit utrecht afd vastgoed en campus,NL,ILT OA Operator,,ILT OA Register,,https://www.uu.nl,,NLD-OAT-249/03G
Universiteit Utrecht Faculteit Geowetenschappen,universiteit utrecht faculteit geowetenschappen,NL,ILT OA Operator,,ILT OA Register,,https://www.uu.nl/geo,,NLD-OAT-252/02G
University of Amsterdam,university of amsterdam,NL,ILT OA Operator,,ILT OA Register,,https://www.uva.nl,https://www.linkedin.com/school/university-of-amsterdam,NLD-OAT-025/02G
Urenco Nederland BV,urenco nederland,NL,ILT OA Operator,,ILT OA Register,,https://www.urenco.com,https://www.linkedin.com/company/urenco,NLD-OAT-319/01G
Ursa Major Drone Shows B.V.,ursa major drone shows bv,NL,ILT OA Operator,,ILT OA Register,,https://www.ursamajordrones.nl,,NLD-OAT-157/02G
Uw Drone Service,uw drone service,NL,DCRO Certified Operator,,DCRO,"DCRO member (€500/yr, OA holders only)",https://uwdroneservice.nl/,,
UwDroneservice,uwdroneservice,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-232/03G
Van den Herik Kust- en Oeverwerken B.V.,van den herik kust en oeverwerken bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-322/01G
Van den Heuvel Aannemingsbedrijf B.V.,van den heuvel aannemingsbedrijf bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-087/03G
Van der Graaf EW Engineering B.V.,van der graaf ew engineering bv,NL,ILT OA Operator,,ILT OA Register,,,,NLD-OAT-083/01G
Van Iperen BV.,van iperen,NL,ILT OA Operator,,ILT OA Register,,https://www.vaniperen.nl,,NLD-OAT-032/01G
Van Oord Ship Management B.V.,van oord ship management bv,NL,ILT OA Operator,,ILT OA Register,,https://www.vanoord.com,https://www.linkedin.com/company/van-oord,NLD-OAT-138/01G
VCMI Group B.V.,vcmi group bv,NL,ILT OA Operator,,ILT OA Register,,https://www.vcmi.nl,,NLD-OAT-175/01G
Veilig Vliegen,veilig vliegen,NL,Drones.nl - educatie,,Drones.nl Directory,,https://www.drones.nl/bedrijven/veiligvliegen,,
