"Company","Countries","Industries","Mentions","Signals","Website","Latest Article URL","Latest Article Date"
"Drone Force","US","Perimeter Security & Smart Facilities; Public Safety & Emergency Response","2","PARTNERSHIP","","https://news.google.com/rss/articles/CBMivwFBVV95cUxPd3hyZkphcVIyUEFicUQ3T1RWNWJEbUxRM2hRWm9oZXFSQ2xXcFZrU0czN2hkOVB1dFhZYmdxMVU0WUJNQUN0QlJJeUNhRW1lVzZXU3RSRUtZYV9iNFJFS0RDekcxMVUzSzhjaDRKbWdjMl93NU80NUpPMXplbzV4NV82REx2ZHVRNFhrRWhWXzYzQ1dwbDlDanJGWnlzZVg1TC1iWHMyamQ1OEtMWml0Q19Wd1Rzdi1iallzZU03OA?oc=5","2025-10-01T07:00:00+00:00"
"DroneCloud","","Construction & Infrastructure","1","DEPLOYMENT","","https://news.google.com/rss/articles/CBMixAFBVV95cUxPekxmSXVTQ1dYeGJIQ29yaDZTMVNvNmh5Yk5rdVQxQ3oyakJXN0ZKWXJBMHdab1pRTEJpamdkLVYwNDRKY295MVF0QkZkRnJJVzhZTU1JTWU3TmZxdF9vQ3g4QUZ4MWRtWFF4am44dDRJMnAtdzFDYXhJaHU0WTIteHE0U2VxTzViT1FsTW5CYWF1dGhmSEVyc2hNQ2FobWNhQmFGc0ItRi1lNlF2dmU4M3RTQmVLZXJ2U1BPQ3I0a2ZaTDY0?oc=5","2025-09-25T07:00:00+00:00"
"EuroUSC Italia S.r.l.","","Public Safety & Emergency Response","1","PARTNERSHIP","","https://news.google.com/rss/articles/CBMiugFBVV95cUxPQkJEMTdiZ3RZYUx2Ym5zVHdXTEhjVWVibnhiVDZyejl3U29yX1JhNlpZVHhIWjdSZmM1T0x6dkFrVVJpbTNYT05wWW5kZTZldHdJMjVsMGl0VzBfRWZiVjVQOFRKMDJUT3l0Y1M4bF9ESWIwM1RLR3MzZ1YwNUxSNXJLaGtVVzFxZFhaaGlPallSMXBaRGtnbnE5d1N4NkhJZWVsR0N3RGdLZ1NvYVVWRGFwSEFGM3BSa2c?oc=5","2025-10-02T07:00:00+00:00"
"Eye-bot Aerial Solutions","South Africa","","1","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7353057419905626112/","2025-08-19T08:03:02.62+00:00"
"Falcon Unmanned Systems","US","","1","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7439022840710049792/","2026-03-16T07:31:56+00:00"
"Fidelity Services Group","South Africa","","3","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7439974200271970304/","2026-03-18T10:31:56+00:00"
"Flock Safety","USA","Perimeter Security & Smart Facilities; Public Safety & Emergency Response","4","CONTRACT; DEPLOYMENT; EXPANSION","","https://news.google.com/rss/articles/CBMivgFBVV95cUxNRUFtNmZnQmtOcUhIVW5xaFdLQ29TOVNTamh5Mk03enlHNldBY2h3ZTFxaDh2eGpnR1J2M3JxYWRZd0p4YUlUWXpFTlJBZ3BzbFJEUHcwclNiZUFrWEV3OXVNRHNLMTRzeGFWOC1tUXpXSFRrYjQ4SUFJdVBLVzA2NjZBRHZxdEg5R3hkZE1QaE5fV0Jla0RZaVp0dWhEemFDRngwbUFjTHZsT3ljMkNjS3F3ektlaHJSSzFBMkNB0gHGAUFVX3lxTE1qaGJlTDFkUVE3cWJaMWJ1a2FRQTdKQXdXNTJKRm9CRGJoMy1OOG5vWlhVbG5waVdBTjhheWZieGF0ZUxqWThraUVCSW9uY2pzU3VWbjZZVUh4Ql9RcTNfeUFZNWxEeHlKTVpVYVBuR21iVThpQkFtZGdzVVowM3l1MTU4YW9jNWFrQWwzWUt1ZXR3and0cERJNzJsRHJ5dmpjVEVTcDJGaGpFQ2lqM29NWkQtRllfMGFyZXZfa3ZvVHBfNE5KUQ?oc=5","2025-09-30T07:00:00+00:00"
"Ford Motor Company of Southern Africa","South Africa","","1","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7423133018510438400/","2026-02-19T07:42:54.847+00:00"
"Fuvex","Spain","Oil & Gas / Industrial Assets","1","EXPANSION","","https://news.google.com/rss/articles/CBMiygFBVV95cUxPQ3JVLWttQTFRbjZydDUtc0hQVGpFS3J0a2JrdDdIbE5nODV6S3RUMzAwamhlazlNTmtlRjBraUxfcWplWnpfYmFfSW1ERllmSEo1NGNtZFIyUFZuZFB1NUZ6eG5OekpVQTJxVWRvb2lZRnFKUGN0QzJ4cFBHNl9nNFlJRml2dFVBWlN2NHNKeXpvdTZRa2xCODNmWDl4YVhmOEozNzVSWkhIMFhYUy12R251ZlhpZGVsTTZ2S2RfMk9NOWtYMHBhZUNR?oc=5","2025-10-20T07:00:00+00:00"
"Garuda Aerospace","India","Public Safety & Emergency Response","1","DEPLOYMENT","","https://news.google.com/rss/articles/CBMipwFBVV95cUxNYkE4bXgtTmMxM1JvRXZWUWpWcldQOFV0OUFPSnlORTc5cnpLNDNkcUp3eUZpbVU0M25idzZ5RjZXNEZ6ZmM5bHJ0Y0dKRzYzQ0dLVFBxWG4xRm9RajVaRTlNNEpMYV9GTHJEVDNVSVEycHNzaUQ4NUp6dml2N0syVmpFOUxMeWZEVGlWV3dEVG1wR2FGamNoTUdJMk9YdkU5dF9sMnFjRdIBrAFBVV95cUxPb0ZjMm1IcllDaEJWYTU0Q082UVBub0FKUkE0X3FDWVFuR2JpZmoxWC00cTdlRncwNjE4Tzk3UVFwVlJSZmJMWG51ck11TnluVVFVenRhcy1LV0p1Z19xZnY4bWlBRlo2YkxsenBDejcwbGQ2N1Jld1Fham5EemRCREVDTDBRUDJUaEVUckxwZktyZzBnRHZtbHdNYUo4VVRrMndOZzVEV19iRUZH?oc=5","2025-09-15T07:00:00+00:00"
"GNSS AE","UAE","","1","DEPLOYMENT","","https://www.linkedin.com/pulse/transforming-renewable-energy-operations-dji-dock-3-gnss-ae-lswac","2026-01-19T07:31:56.001+00:00"
"GS5 Systems","","","1","OTHER","","https://www.linkedin.com/feed/update/urn:li:activity:7440079594818260992/","2026-03-18T17:31:56+00:00"
"GÜRİŞ","Turkey","","1","DEPLOYMENT","","https://www.linkedin.com/pulse/transforming-renewable-energy-operations-dji-dock-3-gnss-ae-lswac","2026-01-19T07:31:56.001+00:00"
"Heliboss Chile","Chile","Other: Drone Distribution","1","PARTNERSHIP","","https://news.google.com/rss/articles/CBMivgFBVV95cUxPR0dvaGhDdEJvanBlTDZHcWNtZlZHdDhQWHlzNk5zREh1M0JsWmxJMGs5MWJJY3o0T3Vta2ZuMW1XaWYyUnZqREZWNHdZdERFdnVha1U2Y0ZjRFQwODk3blRtMHltT3pSVTJGYzF5Tk1DUWtpa3hIYThJM0M1NVdXODRESUNYY3N2QzBTRUVzZ0ZqR00zdk45N29UaXVvYUVuR3dKVnVyUERNRW9WazZSdjhMd3Y1OG9UdjNRbTJn?oc=5","2025-10-23T07:00:00+00:00"
"Heliboss México","Chile","Other: Drone Distribution","1","PARTNERSHIP","","https://news.google.com/rss/articles/CBMivgFBVV95cUxPR0dvaGhDdEJvanBlTDZHcWNtZlZHdDhQWHlzNk5zREh1M0JsWmxJMGs5MWJJY3o0T3Vta2ZuMW1XaWYyUnZqREZWNHdZdERFdnVha1U2Y0ZjRFQwODk3blRtMHltT3pSVTJGYzF5Tk1DUWtpa3hIYThJM0M1NVdXODRESUNYY3N2QzBTRUVzZ0ZqR00zdk45N29UaXVvYUVuR3dKVnVyUERNRW9WazZSdjhMd3Y1OG9UdjNRbTJn?oc=5","2025-10-23T07:00:00+00:00"
"heliguy™","UK","Public Safety & Emergency Response","1","DEPLOYMENT","","https://news.google.com/rss/articles/CBMifkFVX3lxTE1SbUZvZjN5ekUtTUxoeURyQVRvYzg5TDkxUnd3VUhrUGlIZkxXWFo2bDdPRDQyd3VXTDFIc2hDUjhwdmV5NHoybTB5a3BTYjJ6S3BibmFhVzRKVi04MjMyUVMxMmxvNTlJeXlKMlZXWVlRSlFpVmpMZ1BqUkkyZw?oc=5","2025-10-23T07:00:00+00:00"
"Importadora Lillo SpA / Heliboss Chile","Chile","Other: Drone Distribution","1","PARTNERSHIP","","https://news.google.com/rss/articles/CBMivgFBVV95cUxPR0dvaGhDdEJvanBlTDZHcWNtZlZHdDhQWHlzNk5zREh1M0JsWmxJMGs5MWJJY3o0T3Vta2ZuMW1XaWYyUnZqREZWNHdZdERFdnVha1U2Y0ZjRFQwODk3blRtMHltT3pSVTJGYzF5Tk1DUWtpa3hIYThJM0M1NVdXODRESUNYY3N2QzBTRUVzZ0ZqR00zdk45N29UaXVvYUVuR3dKVnVyUERNRW9WazZSdjhMd3Y1OG9UdjNRbTJn?oc=5","2025-10-23T07:00:00+00:00"
"Infozahyst","Ukraine","Defense & Security","3","EXPANSION","","https://news.google.com/rss/articles/CBMivwFBVV95cUxQTFAwMWM4ZzFCYzVua0tOVkxaNjI5RERmWExXYlZBMVlQLTZxZEg1Mk9yT1NyUGNoMVBaZUZjbm52VmkwUmVuck0tRk53cW92eXFBdzlUbUFlNE9UMXhlb0c5dkFqQkxaZGd5ZVRPNDlmQVBwWTNKOWpBOWs0TEtlaEp6MkRzeVJPYmRHSlJnODROallVQm9MZy1yNGZReGJ3OW1Qd0ZMc2t3QUoySjRHd1g3b0dwMEQyLUtRekVRYw?oc=5","2025-09-21T07:00:00+00:00"
"ITG Technology Center","UAE","","1","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7221956086570852352/","2025-03-19T08:03:02.62+00:00"
"Marut Drones","India","Agriculture & Forestry","1","DEPLOYMENT","","https://news.google.com/rss/articles/CBMiugFBVV95cUxNUjRqcnBuUWJDeWx0UlpLNzROempzRk1pdHJ2ZWNqRlNRWkJjeFJzdlpxYkdtN3FBa2p3SEgyRDl4ZkxGY0NmSDQwY0xLVlhZa2tBT3B4WUdwdWl6ZzNINzVyM2hxeEJUOUZBdjVfRW5MUk4yNW93ZHlWWllhRUctSzNFMHI0UG1MaHc2WllrUlpSTGZBWDhHMFVDYkstQ1hYWWNpWHlDcGJtczRKUW9wMXZWQUhWWTJIVVE?oc=5","2025-10-01T07:00:00+00:00"
"Marut Dronetech","India","Public Safety & Emergency Response","1","DEPLOYMENT","","https://news.google.com/rss/articles/CBMipwFBVV95cUxNYkE4bXgtTmMxM1JvRXZWUWpWcldQOFV0OUFPSnlORTc5cnpLNDNkcUp3eUZpbVU0M25idzZ5RjZXNEZ6ZmM5bHJ0Y0dKRzYzQ0dLVFBxWG4xRm9RajVaRTlNNEpMYV9GTHJEVDNVSVEycHNzaUQ4NUp6dml2N0syVmpFOUxMeWZEVGlWV3dEVG1wR2FGamNoTUdJMk9YdkU5dF9sMnFjRdIBrAFBVV95cUxPb0ZjMm1IcllDaEJWYTU0Q082UVBub0FKUkE0X3FDWVFuR2JpZmoxWC00cTdlRncwNjE4Tzk3UVFwVlJSZmJMWG51ck11TnluVVFVenRhcy1LV0p1Z19xZnY4bWlBRlo2YkxsenBDejcwbGQ2N1Jld1Fham5EemRCREVDTDBRUDJUaEVUckxwZktyZzBnRHZtbHdNYUo4VVRrMndOZzVEV19iRUZH?oc=5","2025-09-15T07:00:00+00:00"
"MITS Capital","Ukraine","Defense & Security","3","EXPANSION","","https://news.google.com/rss/articles/CBMivwFBVV95cUxQTFAwMWM4ZzFCYzVua0tOVkxaNjI5RERmWExXYlZBMVlQLTZxZEg1Mk9yT1NyUGNoMVBaZUZjbm52VmkwUmVuck0tRk53cW92eXFBdzlUbUFlNE9UMXhlb0c5dkFqQkxaZGd5ZVRPNDlmQVBwWTNKOWpBOWs0TEtlaEp6MkRzeVJPYmRHSlJnODROallVQm9MZy1yNGZReGJ3OW1Qd0ZMc2t3QUoySjRHd1g3b0dwMEQyLUtRekVRYw?oc=5","2025-09-21T07:00:00+00:00"
"National League of Cities","US","","1","PARTNERSHIP","","https://dronelife.com/2026/03/xx/national-league-of-cities-and-brinc-launch-national-drone-as-first-responder-initiative/","2026-03-18T09:52:18.387+00:00"
"Northern Collin/Denton County Auto Theft Task Force","USA","Public Safety & Emergency Response","1","CONTRACT","","https://news.google.com/rss/articles/CBMijAFBVV95cUxNYXJ2cFE2akNsbFBXVjM1V2pYTS12SDZfMVNpbFNxVDZUQVdZY1ZOdGxGTER4LTRXeXpDNk1IMHVVLTJ4WElEMVBQU0VFVTlYaXlBTVJmTTV3cXd2QThyV0hfRkNxQ2dKZ0U3VlBpTTQ4SEl2NHZYVl9rTV9YeXBfNkpPUzFhQ01BbTlRc9IBkgFBVV95cUxOUEk4bk44X0RNWm5CWC1GRTVNU241N3VGU0lxbEg5VjBTbENpem5BTFdsamlQRXNPODc2UTRGSWhLcGM5QkluVGZNS085X2tNY0lEcnBNS1NlQ0NnNlAwaF9ZdDZ2cUFEVHBGNWJkQkp2SVpTRzlDZjRBMHhSOGk4aFJUZVFZdDhvOWgzdWFNUEE1Zw?oc=5","2025-09-15T07:00:00+00:00"
"PHOTOSOL","France","","2","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7399386440297537537/","2025-12-19T07:42:54.847+00:00"
"PT Fusi Global Teknologi","Indonesia","","1","DEPLOYMENT","https://fusi.co.id/","https://www.linkedin.com/feed/update/urn:li:activity:7420237602634723328/","2026-02-19T08:03:02.619+00:00"
"Qisda Corp","US","Public Safety & Emergency Response","1","EXPANSION","","https://news.google.com/rss/articles/CBMidkFVX3lxTE5XT0NUNWUyUmVrUnFMeFJIMmd6MXBUcWhXcjZ6T0dVWS03OFk4TmFkdW9OVS10OGw3R3JOYzdWYVM3b2k5Nms5Z3NmZklpWGNfUjFZUkJKNTFMVVBLNzJwalM2cjkyVEY4alM1ODdObVNRNU9jLXc?oc=5","2025-09-19T07:00:00+00:00"
"Revector","","","1","PARTNERSHIP","","https://www.unmannedsystemstechnology.com/2026/03/revector-cannon-dynamics-integrate-cell-phone-location-payload-onto-long-range-uav-for-anti-poaching/","2026-03-19T00:00:00+00:00"
"Saudi Sicli Fire and Rescue","Saudi Arabia","","1","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7320672780927033344/","2025-05-19T07:42:54.847+00:00"
"SkyVisor","France","","2","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7399386440297537537/","2025-12-19T07:42:54.847+00:00"
"Team UAV","UK","","3","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7430174424345141248/","2026-02-26T07:31:56+00:00"
"Tencore","Ukraine","Defense & Security","3","EXPANSION","","https://news.google.com/rss/articles/CBMivwFBVV95cUxQTFAwMWM4ZzFCYzVua0tOVkxaNjI5RERmWExXYlZBMVlQLTZxZEg1Mk9yT1NyUGNoMVBaZUZjbm52VmkwUmVuck0tRk53cW92eXFBdzlUbUFlNE9UMXhlb0c5dkFqQkxaZGd5ZVRPNDlmQVBwWTNKOWpBOWs0TEtlaEp6MkRzeVJPYmRHSlJnODROallVQm9MZy1yNGZReGJ3OW1Qd0ZMc2t3QUoySjRHd1g3b0dwMEQyLUtRekVRYw?oc=5","2025-09-21T07:00:00+00:00"
"Terra Drone Arabia","Saudi Arabia","","1","OTHER","","https://www.linkedin.com/feed/update/urn:li:activity:7432500492951470081/","2026-02-26T07:31:56+00:00"
"Terra Drone Indonesia","Chile","Other: Drone Distribution","1","PARTNERSHIP","","https://news.google.com/rss/articles/CBMivgFBVV95cUxPR0dvaGhDdEJvanBlTDZHcWNtZlZHdDhQWHlzNk5zREh1M0JsWmxJMGs5MWJJY3o0T3Vta2ZuMW1XaWYyUnZqREZWNHdZdERFdnVha1U2Y0ZjRFQwODk3blRtMHltT3pSVTJGYzF5Tk1DUWtpa3hIYThJM0M1NVdXODRESUNYY3N2QzBTRUVzZ0ZqR00zdk45N29UaXVvYUVuR3dKVnVyUERNRW9WazZSdjhMd3Y1OG9UdjNRbTJn?oc=5","2025-10-23T07:00:00+00:00"
"Ubifly Technologies","India","Public Safety & Emergency Response","1","DEPLOYMENT","","https://news.google.com/rss/articles/CBMipwFBVV95cUxNYkE4bXgtTmMxM1JvRXZWUWpWcldQOFV0OUFPSnlORTc5cnpLNDNkcUp3eUZpbVU0M25idzZ5RjZXNEZ6ZmM5bHJ0Y0dKRzYzQ0dLVFBxWG4xRm9RajVaRTlNNEpMYV9GTHJEVDNVSVEycHNzaUQ4NUp6dml2N0syVmpFOUxMeWZEVGlWV3dEVG1wR2FGamNoTUdJMk9YdkU5dF9sMnFjRdIBrAFBVV95cUxPb0ZjMm1IcllDaEJWYTU0Q082UVBub0FKUkE0X3FDWVFuR2JpZmoxWC00cTdlRncwNjE4Tzk3UVFwVlJSZmJMWG51ck11TnluVVFVenRhcy1LV0p1Z19xZnY4bWlBRlo2YkxsenBDejcwbGQ2N1Jld1Fham5EemRCREVDTDBRUDJUaEVUckxwZktyZzBnRHZtbHdNYUo4VVRrMndOZzVEV19iRUZH?oc=5","2025-09-15T07:00:00+00:00"
"Unifly","Chile","Other: Drone Distribution; Public Safety & Emergency Response","2","PARTNERSHIP","","https://news.google.com/rss/articles/CBMivgFBVV95cUxPR0dvaGhDdEJvanBlTDZHcWNtZlZHdDhQWHlzNk5zREh1M0JsWmxJMGs5MWJJY3o0T3Vta2ZuMW1XaWYyUnZqREZWNHdZdERFdnVha1U2Y0ZjRFQwODk3blRtMHltT3pSVTJGYzF5Tk1DUWtpa3hIYThJM0M1NVdXODRESUNYY3N2QzBTRUVzZ0ZqR00zdk45N29UaXVvYUVuR3dKVnVyUERNRW9WazZSdjhMd3Y1OG9UdjNRbTJn?oc=5","2025-10-23T07:00:00+00:00"
"Unwave","Ukraine","Defense & Security","3","EXPANSION","","https://news.google.com/rss/articles/CBMivwFBVV95cUxQTFAwMWM4ZzFCYzVua0tOVkxaNjI5RERmWExXYlZBMVlQLTZxZEg1Mk9yT1NyUGNoMVBaZUZjbm52VmkwUmVuck0tRk53cW92eXFBdzlUbUFlNE9UMXhlb0c5dkFqQkxaZGd5ZVRPNDlmQVBwWTNKOWpBOWs0TEtlaEp6MkRzeVJPYmRHSlJnODROallVQm9MZy1yNGZReGJ3OW1Qd0ZMc2t3QUoySjRHd1g3b0dwMEQyLUtRekVRYw?oc=5","2025-09-21T07:00:00+00:00"
"Versaterm","USA","Public Safety & Emergency Response","1","PARTNERSHIP","","https://news.google.com/rss/articles/CBMiwwFBVV95cUxNSkVVYlJEb0ZLSk1YbWdwempkR2oyT3llVU53dHUzTHpORzBIT1lxbE1JOFpvTXVuWUEtUEtvdG9HUk5pZE9BNmZLV19Vb0J3d0JJbTlHLUR3U2pwUnFMSTFRa0Y5MTdPc0pVRTdDTmxoV1lNWF9OY3VGUWtCSHg2cWpXRF96RC0zRi0wU2pXS3RzX3RDaVVvenRHSmp6WTRBQ0l1TUVNLWdmd1Jadld1OFRjQUQ5cW5iYXZRMk9BV0htamc?oc=5","2025-10-20T07:00:00+00:00"
"Volatus Aerospace","North America","Energy & Utilities","3","CONTRACT","","https://www.unmannedsystemstechnology.com/2026/03/volatus-to-develop-heavy-lift-drone-logistics-for-offshore-wind-operations-maintenance/","2026-03-19T00:00:00+00:00"
"Vumacam","","Public Safety & Emergency Response","1","PARTNERSHIP","","https://news.google.com/rss/articles/CBMivwFBVV95cUxPd3hyZkphcVIyUEFicUQ3T1RWNWJEbUxRM2hRWm9oZXFSQ2xXcFZrU0czN2hkOVB1dFhZYmdxMVU0WUJNQUN0QlJJeUNhRW1lVzZXU3RSRUtZYV9iNFJFS0RDekcxMVUzSzhjaDRKbWdjMl93NU80NUpPMXplbzV4NV82REx2ZHVRNFhrRWhWXzYzQ1dwbDlDanJGWnlzZVg1TC1iWHMyamQ1OEtMWml0Q19Wd1Rzdi1iallzZU03OA?oc=5","2025-10-01T07:00:00+00:00"
"Wonder","US","","1","DEPLOYMENT","","https://dronelife.com/2026/03/xx/grubhub-and-dexa-launch-new-jerseys-first-drone-powered-food-delivery-program/","2026-03-18T09:52:58.411+00:00"
"ZenaTech Inc.","USA","Construction & Infrastructure; Other: Drone Technology; Other: Research & Development","3","EXPANSION","","https://news.google.com/rss/articles/CBMiqAFBVV95cUxPUDRPSEE3MWtIZmtZWXRrUmJZTWwyM0NTaURBNXFESXU1Z2Jpbmg3LXcxeUZ6eFctT0dZaUU4eVR6a1FkR0tJYThsMmIxU1dLZS04ZnYxa3FMSl85WjAwMkZjaXd6c1JvR252Wk5pU3pPVVpVQzFwSXBJVUN4Q1VqbkxwRmlPV0JLYXQzaXFyRjFudVJ1WXpIOWpfeGREaDZMbTV0bTJEeUvSAbABQVVfeXFMUHMyQkhkOGE3N1htZ2VrNzBNLVFkWVVKZVFUekQ0ZnVLbVVaTy1FQ04xb3hYRjRGRTlYcjZQTmM5VFFYbWJwdGpUVmF4ZndhTGJ1aUhTSWk1UHQyVEtab2FaWW5SQ3prMmJDU3ZwWmNMd1JaTWlTMFJjY1BzNk9oSEVZNkpVNU02XzJEbi02anVmVW01QzZUc0FXUmlRVXdOT1RUUWk3MDhaV0JQcU5iLWo?oc=5","2025-10-23T07:00:00+00:00"
