company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes
DroneX Canada,Canada,Reseller,Dock 1,Unknown,https://dronexcanada.ca,,https://dronexcanada.ca/products/dji-dock,Company Website,,,Medium,Canadian reseller listing DJI Dock.
Measur Drones,Canada,Reseller,Dock 2,Unknown,https://measur.ca,,https://measur.ca/products/dji-dock-2,Company Website,,,Medium,Canadian reseller listing DJI Dock 2.
Volatus Drones,Canada,Reseller,Dock 3,Unknown,https://volatusdrones.ca,,https://volatusdrones.ca/collections/dji-dock-3-matrice-4d-series,Company Website,,,Medium,Canadian reseller collection for DJI Dock 3 and Matrice 4D series.
CopterPro GmbH,Germany,Authorized Dealer,Dock 1,Unknown,https://copterpro.de,,https://copterpro.de/shop/dji-dock/,Company Website,,,Medium,German dealer with dedicated DJI Dock product page.
Droniq GmbH,Germany,System Integrator,Dock 1; Dock 2,Unknown,https://droniq.de,,https://droniq.de/produkte/drohnen/dji-dock/,Company Website,https://droniq.de/en/produkte/drone-in-a-box-system/dji-dock-2/,Company Website,High,Drone-in-a-box and BVLOS integrator with DJI Dock and Dock 2 pages.
Dronivo GmbH,Germany,Reseller,Dock 2; Dock 3,Unknown,https://www.dronivo.de,,https://www.dronivo.de/DJI-Dock-2-Komplettloesung-inkl-Schulung-und-Genehmigung,Company Website,https://www.dronivo.de/Dock-3_1,Company Website,High,Offers DJI Dock 2 and Dock 3 packages including training and approvals.
Geo-Konzept GmbH,Germany,Authorized Dealer,Dock 3,Unknown,https://geo-konzept.de,,https://geo-konzept.de/uebersicht-fernerkundung/fernerkundung_produktuebersicht_flugsystemeloesungen_dock-3/,Company Website,,,Medium,Geospatial supplier listing DJI Dock 3 in remote sensing product overview.
Globe Flight GmbH,Germany,Authorized Dealer,Dock 2; Dock 3,Unknown,https://www.globe-flight.de,,https://www.globe-flight.de/DJI-Dock-2-DE,Company Website,https://www.globe-flight.de/DJI-Dock-3-DE,Company Website,High,German DJI enterprise reseller listing both Dock 2 and Dock 3.
MOST Robotics GmbH,Germany,System Integrator,Dock 2,Unknown,https://mostrobotics.com,,https://mostrobotics.com/hangar/dji-dock-2,Company Website,,,Medium,Autonomous operations integrator with dedicated DJI Dock 2 page.
ProFlyCenter / Solectric GmbH,Germany,System Integrator,Dock 1,Unknown,https://proflycenter.com,,https://proflycenter.com/en/morgen-findet-der-erste-vollautomatisierte-drohnenflug-in-deutschland-statt-dji-dock.htm,Industry Article,,,Medium,Promoted one of the first fully automated DJI Dock flights in Germany.
AprFlyTech,Italy,Reseller,Dock 3,Unknown,https://www.aprflytech.it,,https://www.aprflytech.it/en/prodotti/dji-enterprise/djidock3,Company Website,,,Medium,Italian enterprise reseller listing DJI Dock 3.
DJI Store Italia,Italy,Authorized Dealer,Dock 1; Dock 2,Unknown,https://www.dji-store.it,,https://www.dji-store.it/prodotto/djdok2/,Company Website,https://www.dji-store.it/prodotto/dji-dock-m30t-dock-version/,Company Website,High,Italian DJI store with dedicated pages for DJI Dock 2 and original Dock bundle.
Dron-e,Italy,Reseller,Dock 1,Unknown,https://dron-e.it,,https://dron-e.it/it/categoria-prodotto/drone-dock/dji-dock/,Company Website,,,Medium,Italian seller with DJI Dock category page.
Drone Store Italia,Italy,Reseller,Dock 2,Unknown,https://www.drone-store.it,,https://www.drone-store.it/prodotto/dji-dock-2/,Company Website,,,Medium,Italian reseller listing DJI Dock 2.
Drone Station (Polaris Export),Japan,Reseller,Dock 3,Unknown,https://www.drone-station.net,,https://www.drone-station.net/products/detail.php?product_id=24716,Company Website,,,Medium,Japanese reseller listing DJI Dock 3.
Drosatsu,Japan,Reseller,Dock 3,Unknown,https://drosatsu.jp,,https://drosatsu.jp/blogs/information/drosatsu-buy,Company Website,,,Medium,Japanese drone seller content explicitly mentioning DJI Dock 3 sales.
Hovering Online,Japan,Reseller,Dock 2,Unknown,https://www.hoveringonline.com,,https://www.hoveringonline.com/user_data/dock2,Company Website,,,Medium,Japanese enterprise drone store with DJI Dock 2 feature page.
RC Air Stage,Japan,Reseller,Dock 3,Unknown,https://www.rc-airstage.com,,https://www.rc-airstage.com/product_info.php/products_id/23186,Company Website,,,Medium,Japanese reseller listing DJI Dock 3.
"Sekido Co., Ltd.",Japan,Authorized Dealer,Dock 2; Dock 3,Unknown,https://sekido-rc.com,,https://sekido-rc.com/?gid=3003002&mode=grp,Company Website,https://sekido-rc.com/?gid=3063357&mode=grp,Company Website,High,Japanese enterprise dealer with product group pages for DJI Dock 2 and Dock 3.
DJI ARS Polska,Poland,Authorized Dealer,Dock 3,Unknown,https://dji-ars.pl,,https://dji-ars.pl/product-pol-51057-Stacja-dokujaca-DJI-Dock-3.html,Company Website,,,Medium,Polish DJI reseller listing DJI Dock 3.
FlyStore,Poland,Authorized Dealer,Dock 2; Dock 3,Unknown,https://flystore.pl,,https://flystore.pl/dji-enterprise-dock-2,Company Website,https://flystore.pl/stacje-dji-dock,Company Website,High,Polish authorized DJI Enterprise reseller with Dock 2 and Dock 3 category pages.
NaviGate,Poland,Reseller,Dock 2,Unknown,https://navigate.pl,,https://navigate.pl/produkt/dji-dock-2/,Company Website,,,Medium,Polish reseller listing DJI Dock 2.
Soltech,Poland,Reseller,Dock 2,Unknown,https://sklepsoltech.pl,,https://sklepsoltech.pl/pl/p/Stacja-dokujaca-DJI-Dock-2/2915,Company Website,,,Medium,Polish reseller listing DJI Dock 2.
Glider Aerial,Saudi Arabia,Reseller,Dock 2,Unknown,https://www.glider-aerial.com,,https://www.glider-aerial.com/product-page/dji-dock-2-overseas-edition,Company Website,,,Medium,Saudi reseller listing DJI Dock 2 overseas edition.
NineTenths,Saudi Arabia,System Integrator,Dock 2,Unknown,https://www.9tenthsco.com,,https://www.9tenthsco.com/dock-2,Company Website,https://www.9tenthsco.com/post/dji-dock-2-a-new-benchmarks-for-efficiency-and-dependability-in-autonomous-aerial-operations,Company Website,High,Saudi technology company with DJI Dock 2 product and launch content.
Shamal Technologies,Saudi Arabia,Authorized Dealer,Dock 1,Unknown,https://shamal.sa,,https://shamal.sa/products,Company Website,,,Medium,Saudi enterprise seller showing DJI Dock among product lineup.
Terra Drone Arabia,Saudi Arabia,System Integrator,Dock 3,Unknown,https://terra-drone.com.sa,,https://terra-drone.com.sa/dji-enterprise-partner/,Company Website,,,Medium,Saudi DJI enterprise partner highlighting Dock 3 in offering.
Zain KSA,Saudi Arabia,Enterprise End-User,Dock 1,Unknown,https://sa.zain.com,,https://sa.zain.com/en/all-news/news-11-9-2023,Company Website,https://www.9tenthsco.com/dock-2,Company Website,High,Strategic partnership announcement references advanced DJI Dock platform in Saudi market.
Avetics Global,Singapore,Authorized Dealer,Dock 1; Dock 2,Unknown,https://www.avetics.com,,https://www.avetics.com/dji-dock,Company Website,https://www.avetics.com/dji-dock-2,Company Website,High,Singapore DJI channel partner with dedicated DJI Dock and Dock 2 pages.
Afri Air,South Africa,Reseller,Dock 2; Dock 3,Unknown,https://aadrones.co.za,,https://aadrones.co.za/product/dji-dock-2/,Company Website,https://aadrones.co.za/product/dji-dock-3/,Company Website,High,South African drone supplier with DJI Dock 2 and Dock 3 pages.
Africa Drone Kings,South Africa,Reseller,Dock 1; Dock 2,Unknown,https://africadroneking.co.za,,https://africadroneking.co.za/product/dji-dock/,Company Website,https://africadroneking.co.za/product/dji-dock-2/,Company Website,High,South African reseller listing both DJI Dock and DJI Dock 2.
GoThermal,South Africa,Reseller,Dock 2,Unknown,https://www.gothermal.co.za,,https://www.gothermal.co.za/products/dji-dock-2-with-dji-matrice-3dt,Company Website,,,Medium,South African thermal and drone supplier with DJI Dock 2 bundle listing.
GoUAV,South Africa,Reseller,Dock 2,Unknown,https://gouav.co.za,,https://gouav.co.za/pages/dji-dock-2,Company Website,,,Medium,South African drone supplier with DJI Dock 2 page.
HDRT,South Africa,Authorized Dealer,Dock 2,Unknown,https://www.hdrt.co.za,,https://www.hdrt.co.za/dji-dock-2,Company Website,https://www.hdrt.co.za/,Company Website,High,South African authorized reseller with DJI Dock 2 page.
inPC,South Africa,Reseller,Dock 2,Unknown,https://www.inpc.co.za,,https://www.inpc.co.za/products/dji-dock-2-compact-autonomous-drone-docking-station,Company Website,,,Medium,South African ecommerce listing DJI Dock 2 compact autonomous docking station.
Bikman Tech,South Korea,Reseller,Dock 3,Unknown,https://bikmantech.com,,https://bikmantech.com/ko/blogs/blogs/dji-dock-3-top-10-questions-and-answers,Company Website,,,Medium,Korean reseller/integrator publishing DJI Dock 3 product FAQ content.
Daegu Urban Security Program,South Korea,Government End-User,Dock 2,Unknown,https://enterprise-insights.dji.com,,https://www.youtube.com/watch?v=8AfZ1n8qzW4,Social Media Post,,,Medium,"DJI Enterprise video highlights DJI Dock 2 use for safer nights in Daegu, South Korea."
Helsel,South Korea,Reseller,Dock 2,Unknown,https://helsel.co.kr,,https://helsel.co.kr/product/dji-dock-2-dji-%EB%8F%85-2-3d3td/32916/,Company Website,,,Medium,Korean reseller listing DJI Dock 2.
DJI Dron,Spain,Reseller,Dock 3,Unknown,https://www.djidron.com,,https://www.djidron.com/,Company Website,,,Medium,Spanish reseller homepage explicitly referencing DJI Dock 3.
DJI Spain / Drones-Store.es,Spain,Distributor,Dock 1,Unknown,https://www.drones-store.es,,https://www.drones-store.es/,Company Website,,,Medium,Spanish official distributor storefront with DJI Dock offering.
DJI Store Iberia,Spain,Authorized Dealer,Dock 1,Unknown,https://www.djistoreiberia.com,,https://www.djistoreiberia.com/,Company Website,,,Medium,Spanish DJI retail site with DJI Dock enterprise product coverage.
MurciaDrones,Spain,Reseller,Dock 1,Unknown,https://www.murciadrones.es,,https://www.murciadrones.es/producto/dji-m30-dock-2/,Company Website,,,Medium,Spanish reseller with DJI Dock bundle listing.
Aonic Thailand,Thailand,Distributor,Dock 2,Unknown,https://aonic.com,,https://aonic.com/th/dji/dock-2/,Company Website,,,Medium,Regional drone company listing DJI Dock 2 for Thailand.
DJI 13 Store,Thailand,Authorized Dealer,Dock 2; Dock 3,Unknown,https://www.dji13store.com,,https://www.dji13store.com/dji-dock-2/,Company Website,https://www.dji13store.com/,Company Website,High,Thailand authorized dealer with DJI Dock 2 page and homepage featuring DJI Dock 3.
Drone Association Thailand,Thailand,Reseller,Dock 2,Unknown,https://droneth.or.th,,https://droneth.or.th/en/product/dji-dock-2/,Company Website,,,Medium,Thailand drone marketplace / association listing DJI Dock 2.
PHT Intertrade,Thailand,Reseller,Dock 2,Unknown,https://www.phtintertrade.co.th,,https://www.phtintertrade.co.th/,Company Website,,,Medium,Thailand drone supplier homepage featuring DJI Dock 2.
Ayfoto,Turkey,Reseller,Dock 1; Dock 2,Unknown,https://www.ayfoto.com.tr,,https://www.ayfoto.com.tr/urun/dji-dock,Company Website,https://www.ayfoto.com.tr/urun/dji-dock-2-matrice-3td,Company Website,High,Turkish reseller with original DJI Dock and DJI Dock 2 bundle pages.
GNSS Teknik,Turkey,Reseller,Dock 3,Unknown,https://www.gnssteknik.com.tr,,https://www.gnssteknik.com.tr/category/iha/dji/dji-dock-3-otomatik-istasyon-unitesi,Company Website,,,Medium,Turkish reseller listing DJI Dock 3 automatic station unit.
GURIS Teknoloji,Turkey,Enterprise End-User,Dock 3,Unknown,https://www.guristeknoloji.com,,https://www.santiye.com.tr/guri-s-teknoloji-den-wtip-ve-dronlari-yoneten-dock-3-8552.html,Industry Article,,,Medium,Industry report describes GURIS Teknoloji using DJI Dock 3 in renewable energy inspections.
Olcen,Turkey,Reseller,Dock 2,Unknown,https://olcen.com.tr,,https://olcen.com.tr/urun/DJI-Dock-2,Company Website,,,Medium,Turkish reseller listing DJI Dock 2.
SYD,Turkey,Reseller,Dock 2,Unknown,https://www.syd.com.tr,,https://www.syd.com.tr/urun/dji-dock-2,Company Website,,,Medium,Turkish reseller listing DJI Dock 2 ground station.
Zafer Guder Aviation & Space,Turkey,Authorized Dealer,Dock 2,Unknown,https://www.zaferguder.com.tr,,https://www.zaferguder.com.tr/products/dji-dock-2,Company Website,https://www.zaferguder.com.tr/resources/news/dji-dock-2-release,Company Website,High,Turkish DJI Enterprise dealer with product and release pages for DJI Dock 2.
Aeronex,United Arab Emirates,Distributor,Dock 1; Dock 2; Dock 3,Unknown,https://www.aeronex.ae,,https://www.aeronex.ae/,Company Website,,,Medium,Middle East DJI Enterprise master sales platform mentioning Dock Series.
DJI Stores UAE,United Arab Emirates,Authorized Dealer,Dock 2,Unknown,https://djistores.ae,,https://djistores.ae/product-category/education-industry/enterprise/docks/,Company Website,https://djistores.ae/product/dji-dock-2-m3td/,Company Website,High,UAE DJI retail network with docks category and DJI Dock 2 product page.
DroneDubai / Airworks,United Arab Emirates,Reseller,Dock 2,Unknown,https://www.dronedubai.ae,,https://www.dronedubai.ae/dji-dock-2/,Company Website,,,Medium,Dubai-based seller listing DJI Dock 2.
GNSS.AE,United Arab Emirates,Authorized Dealer,Dock 1,Unknown,https://gnss.ae,,https://gnss.ae/,Company Website,,,Medium,Dubai-based official DJI Enterprise dealer mentioning docks in enterprise offering.
The Drone Centre,United Arab Emirates,Authorized Dealer,Dock 2,Unknown,https://thedronecentre.ae,,https://thedronecentre.ae/dji-dock-2/,Company Website,,,Medium,UAE enterprise drone dealer listing DJI Dock 2.
XRTech Group,United Arab Emirates,Reseller,Dock 2,Unknown,https://xrtechgroup.com,,https://xrtechgroup.com/product/dji-dock-2/,Company Website,,,Medium,UAE reseller listing DJI Dock 2.
DJI Retail UK,United Kingdom,Authorized Dealer,Dock 2; Dock 3,Unknown,https://dji-retail.co.uk,,https://dji-retail.co.uk/products/dji-dock-2,Company Website,https://dji-retail.co.uk/products/dji-dock-3-dock-only,Company Website,High,UK DJI retailer with separate Dock 2 and Dock 3 listings.
Drone Pilot Academy,United Kingdom,Reseller,Dock 2,Unknown,https://www.dronepilotacademy.co.uk,,https://www.dronepilotacademy.co.uk/product/dji-dock-2/,Company Website,,,Medium,UK training and drone supplier listing DJI Dock 2.
Drone Safe Store,United Kingdom,Reseller,Dock 2,Unknown,https://dronesafestore.com,,https://dronesafestore.com/products/dji-dock-2,Company Website,,,Medium,UK ecommerce listing DJI Dock 2.
Drone Sales UK,United Kingdom,Reseller,Dock 3,Unknown,https://dronesales.co.uk,,https://dronesales.co.uk/product/dji-dock-3-dock-only/,Company Website,,,Medium,UK seller listing DJI Dock 3.
Drone Works UK,United Kingdom,Reseller,Dock 3,Unknown,https://droneworksuk.co.uk,,https://droneworksuk.co.uk/products/dji-dock-3-dock-only,Company Website,,,Medium,UK reseller listing DJI Dock 3.
heliguy,United Kingdom,System Integrator,Dock 1,Unknown,https://www.heliguy.com,,https://www.heliguy.com/blogs/knowledge-base/how-should-the-dji-dock-be-installed-and-configured/,Company Website,https://www.heliguy.com/,Company Website,High,UK drone integrator with DJI Dock deployment guidance and DJI Docks services messaging.
iRed Limited,United Kingdom,Reseller,Dock 2; Dock 3,Unknown,https://store.ired.co.uk,,https://store.ired.co.uk/products/dji-dock-2,Company Website,https://store.ired.co.uk/products/dock-3,Company Website,High,UK reseller with both Dock 2 and Dock 3 product pages.
Adam's Construction & Surveying,United States,Enterprise End-User,Dock 2,Unknown,https://adamscsi.com,,https://enterprise-insights.dji.com/blog/revolutionizing-industries-with-drone-in-a-box-technology-0,DJI Case Study,,,Medium,DJI case study highlighting DJI Dock 2 use in construction and surveying in Texas.
DJI Colorado,United States,Authorized Dealer,Dock 1,Unknown,https://djicolorado.com,,https://djicolorado.com/,Company Website,,,Medium,US enterprise dealer homepage highlights DJI Dock among featured products.
Drone Nerds,United States,Authorized Dealer,Dock 2; Dock 3,Unknown,https://www.dronenerds.com,,https://www.dronenerds.com/products/dji-dock-2,Company Website,https://www.dronenerds.com/collections/dji-dock-3,Company Website,High,US DJI enterprise dealer with Dock 2 and Dock 3 listings.
Dronny Store USA,United States,Reseller,Dock 3,Unknown,https://www.dronnystoreusa.com,,https://www.dronnystoreusa.com/product-page/dji-dock-3-automated-drone-deployment-station,Company Website,,,Medium,US ecommerce seller listing DJI Dock 3 automated deployment station.
El Paso Police Department,United States,Government End-User,Dock 1; Dock 2,22,https://elpasotexas.gov,,https://dronedj.com/2025/08/26/texas-dji-public-safety-drone/,Industry Article,https://dronexl.co/2025/08/26/dji-docks-el-paso-emergency-response-drone-dfr/,Industry Article,High,Public safety DFR program reported as operating 22 DJI Dock stations.
Greenfield Police Department,United States,Government End-User,Dock 2,Unknown,https://www.cityofgreenfield.org,,https://dronexl.co/2025/05/30/greenfield-police-dji-drone-first-responders/,Industry Article,,,Medium,Public safety deployment of DJI Dock 2 highlighted in DFR reporting.
US Drone Supply,United States,Reseller,Dock 3,Unknown,https://usdronesupply.com,,https://usdronesupply.com/products/dji-dock-3,Company Website,,,Medium,US reseller listing DJI Dock 3.
UVT,United States,System Integrator,Dock 3,Unknown,https://www.uvt.us,,https://www.uvt.us/dji-dock-3,Company Website,,,Medium,US drone-in-a-box and UAS integrator with DJI Dock 3 page.
