company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes
Airmim,Turkey,Authorized Dealer,Dock 2,Unknown,https://airmim.com,,https://airmim.com/urun/dji-dock-2/,Company Website,,,Medium,Airmim is a Turkish drone equipment supplier offering DJI Dock 2 as an innovative autonomous charging and maintenance solution for long-duration autonomous missions. They provide Turkish-language product information and sales support for enterprise customers seeking automated drone operations.
GNSS Marketim,Turkey,Authorized Dealer,Dock 3,Unknown,https://www.gnssmarketim.com,,https://www.gnssmarketim.com/urun/dji-dock-3-otomatik-drone-istasyonu,Company Website,,,Medium,"GNSS Marketim is a Turkish GNSS and surveying equipment supplier offering DJI Dock 3 automatic drone station. Their comprehensive product page details the Dock 3's compatibility with Matrice 4D/4TD drones, IP56 protection rating, -30°C to +50°C operating range, AI-powered target recognition, and FlightHub 2 integration. They emphasize security features including ISO 27001/27701 certification and AES-256 encryption."
GNSS Teknik,Turkey,Authorized Dealer,Dock 3,Unknown,https://www.gnssteknik.com.tr,,https://www.gnssteknik.com.tr/category/iha/dji/dji-dock-3-otomatik-istasyon-unitesi,Company Website,,,Medium,"GNSS Teknik is a Turkish technical solutions provider offering DJI Dock 3 automatic station unit. They highlight the Dock 3's wind resistance up to 12 m/s, operating temperature range of -30°C to 50°C, and 10-second readiness for takeoff with rapid self-check capabilities. The company serves the Turkish market with GNSS and UAV solutions."
Geoteknik Ltd,Turkey,Authorized Dealer,Dock 3,Unknown,https://www.geoteknikltd.com,,https://www.geoteknikltd.com/tr/product.aspx?product_id=12151,Company Website,,,Medium,"Geoteknik Ltd is a Turkish geospatial and surveying equipment supplier offering DJI Dock 3. Their product page describes the Dock 3's flexible deployment options, ultra-long-range transmission capabilities, and support for both fixed installations and vehicle-mounted deployments. They provide Turkish-language technical specifications and sales support."
INNPRO (Robert Błędowski Sp. z o.o.),Poland,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://innpro.it,https://www.linkedin.com/company/innpro,https://innpro.it/dji-distribution/,Company Website,https://enterprise.innpro.pl/pol_m_Produkty_Drony_Dock-2-49176.html,Company Website,High,"INNPRO is the exclusive authorized distributor of the DJI brand in Poland, established in 2013 (originally as RCpro). The company has over 130 employees across several locations in Poland, over 1000 business partners in Poland and other EU countries, and a warehouse of approximately 8,000 m2. They operate DJI ARS retail stores in Warsaw (New City), Poznan (Stary Browar), and Katowice (Galeria Katowicka), plus an online store. As the exclusive DJI distributor, they provide DJI Dock 2 and Dock 3 solutions across Poland with comprehensive professional advice, support, warranty, and service."
Megadron,Poland,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://megadron.pl,,https://megadron.pl/en/products/docking-station-dji-dock-3-31389.html,Company Website,https://megadron.pl/en/products/docking-station-dji-dock-2-29355.html,Company Website,High,"Megadron is an official DJI and DJI Enterprise partner since 2014, operating both online and stationary stores in Poland. They are Trusted Shops certified and work directly with DJI. The company offers both DJI Dock 2 and Dock 3 with comprehensive product information, technical specifications, and specialist consultation services. They provide detailed Polish and English content about Dock deployment, comparisons, and FAQs for enterprise customers."
AeroMind (UAV Academy),Poland,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://aeromind.pl,,https://aeromind.pl/product-eng-13449-DJI-Dock2-with-DJI-Matrice3D-drone.html,Company Website,https://aeromind.pl/product-eng-13819-DJI-Dock-3-docking-station.html,Company Website,High,"AeroMind operates UAV Academy and offers complete DJI Dock 2 and Dock 3 solutions including drones, controllers, training, and installation services. They provide activation, startup, and equipment application training at their UAV Academy headquarters, with options for on-site client installation and training. Their offerings include complete packages with all necessary accessories and comprehensive support for enterprise drone operations in Poland."
Navigate,Poland,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://navigate.pl,,https://navigate.pl/produkt/dji-dock-2/,Company Website,https://navigate.pl/blog/dji-dock-2-vs-dji-dock-3-porownanie-modeli/,Company Blog,High,"Navigate is an official DJI distributor in Poland offering DJI Dock 2 and Dock 3 solutions. They provide extensive Polish-language content including product pages, comparison guides (Dock 2 vs Dock 3), and technical documentation. The company emphasizes the Dock 2's compact design, 10km operational range, 50-minute flight time, and IP55 protection rating. They serve enterprise customers with autonomous drone solutions for inspections and monitoring applications."
FlyStore.pl,Poland,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://flystore.pl,,https://flystore.pl/stacje-dji-dock,Company Website,https://flystore.pl/dji-enterprise-dock-3/1/full,Company Website,High,"FlyStore is an authorized reseller of DJI Enterprise products in Poland offering both DJI Dock 2 and Dock 3 autonomous docking stations. Their website provides comprehensive Polish-language information about both dock generations, highlighting the Dock 2's compact mobility and the Dock 3's enhanced IP56 protection, -30°C to 50°C operating range, and vehicle-mounting capabilities. They emphasize availability, current product information, and transparent comparisons to help customers choose solutions tailored to their operational procedures."
TPI (Technika Pomiarowa i Imaging),Poland,Authorized Dealer,Dock 2,Unknown,https://tpi.com.pl,,https://tpi.com.pl/product-tag/dji-dock,Company Website,https://dji-tpi.com.pl/produkt/1380/,Company Website,High,"TPI (Technika Pomiarowa i Imaging) is a Warsaw-based company located at ul. Wał Miedzeszynski 598, offering DJI Dock 2 docking stations in Poland. Their website provides detailed Polish specifications emphasizing the Dock 2's ultra-lightweight construction (75% smaller and 68% lighter than previous generation), improved installation freedom, and compatibility with Matrice 3D/3TD drones. They serve the Polish market with measurement and imaging technology solutions."
Dronavista,Poland,Authorized Dealer,Dock 1,Unknown,https://dronavista.pl,,https://dronavista.pl/en/dji-matrice-30/9132-dji-matrice-30t-dji-dock-automated-drone-hangars.html,Company Website,https://dronavista.pl/pl/dji-matrice-30/9132-stacja-dokujaca-dji-dock-wraz-z-dronem-dji-matrice-30t.html,Company Website,High,"Dronavista is a Polish drone retailer offering the original DJI Dock (Dock 1) with DJI Matrice 30T drone for automated drone hangar operations. They provide both English and Polish product pages, with pricing available on request/order basis. The company houses the Matrice 30 drone which executes missions programmed in DJI FlightHub 2 without user intervention, including automatic landing, recharging, takeoff, and mission execution."
Mdron,Poland,Authorized Dealer,Dock 3,Unknown,https://mdron.pl,,"https://mdron.pl/11313,stacja-dokujaca-dji-dock-3.html",Company Website,,,Medium,Mdron is a Polish drone equipment supplier offering DJI Dock 3 autonomous docking station. Their product page emphasizes the Dock 3's IP56 protection rating and resistance to extreme wind conditions up to 12 m/s and temperatures from -30°C to 50°C. The company serves the Polish market with professional drone solutions for autonomous operations.
SNH Drones,Poland,Authorized Dealer,Dock 2,Unknown,https://snhdrones.pl,,https://snhdrones.pl/stacja-dokujaca-dji-dock-2/,Company Website,,,Medium,"SNH Drones is a Polish drone dealer offering DJI Dock 2 as a high-performance autonomous platform equipped with innovative Matrice 3D or Matrice 3TD drones. Their website promotes autonomous missions at a completely new level, emphasizing the Dock 2's capabilities for unattended operations and continuous mission readiness through automatic charging and deployment."
Epotronic,Poland,Authorized Dealer,Dock 3,Unknown,https://epotronic.com,,https://epotronic.com/eng/DJI-Dock-3-Drone-Station/DDOC001.1,Company Website,https://epotronic.com/eng/shop/industrial-drones/dji-dock-drones/,Company Website,High,"Epotronic is a Polish company offering DJI Dock 3 automated drone stations for 24/7 operations. They describe the Dock 3 as the most technologically advanced drone-in-a-box solution, optimized for weatherproof, vehicle-mounted deployment with Matrice 4D and 4TD drones. The company maintains stock availability and provides comprehensive product information for industrial drone applications in Poland."
TS2 Space,Poland,Authorized Dealer,Dock 2,Unknown,https://ts2.store,,https://ts2.store/en/drones/19768-dji-dock-2-docking-station-6941565974853.html,Company Website,https://ts2.store/en/drones/17603-dji-dock-2-combo-with-matrice-3td-sp-2yr.html,Company Website,High,"TS2 Space is a Warsaw-based dealer (Aleje Jerozolimskie 65/79, 00-697 Warsaw) offering DJI Dock 2 docking stations and complete combo packages with Matrice 3TD drones including 2-year service plans. They provide VAT-free export to Ukraine and serve the Polish and regional market with enterprise drone solutions. The company emphasizes the Dock 2's compact size and effortless deployment of Matrice 3D/3TD drones with top-notch security."
Drone Parts Center,Poland,Authorized Dealer,Dock 3,Unknown,https://drone-parts-center.com,,https://drone-parts-center.com/en/product/dji-dock-3-the-stand-alone-docking-station-for-professional-drones/,Company Website,https://drone-parts-center.com/en/product-category/drone-in-the-box-en/,Company Website,High,"Drone Parts Center is a Polish retailer offering DJI Dock 3 as an advanced autonomous drone station for 24/7 operations. They emphasize the Dock 3's waterproof IP56 rating, fast recharging capabilities, and precise RTK positioning for professional drone applications. The company provides detailed pricing and specifications for enterprises seeking autonomous drone-in-a-box solutions in Poland."
Systronics Co. Ltd.,Thailand,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://www.systronics.co.th,https://www.linkedin.com/company/systronics,https://www.scribd.com/document/857643135/TTD-SYSTRONICS-THAILAND,Industry Document,https://uasweekly.com/2024/10/24/systronics-co-ltd-partners-with-flytbase-to-accelerate-the-adoption-of-docked-drones-in-thailand/,Industry Article,High,"Systemronics is the largest DJI distributor in Thailand and a FlytBase Gold Partner. The company launched DJI Dock 2 officially in Thailand on May 11, 2024, and is driving adoption of docked drone operations across multiple use cases including security, surveillance, mapping, and inspections. Systronics combines FlytBase's secure and scalable drone autonomy software with their deep industry knowledge to provide integration and BVLOS capabilities for construction, security, and public safety sectors. They showcased DJI Dock 3 at the 8th Science, Technology, and Innovation for a Changing Sea conference, featuring AI-powered automation for coastal and marine operations."
Aonic Thailand,Thailand,Authorized Dealer,"Dock 1, Dock 2, Dock 3",Unknown,https://aonic.com,https://www.facebook.com/aonic.th,https://aonic.com/th/eng/dji/dji-dock/,Company Website,https://aonic.com/th/dji/dock-2/,Company Website,High,"Aonic Thailand is an authorized DJI dealer offering the complete DJI Dock lineup including Dock 1 (Matrice 30 series), Dock 2 (Matrice 3D/3TD), and Dock 3 (Matrice 4D/4TD). They provide comprehensive Thai and English language product information, emphasizing 24/7 autonomous operations, weather resistance, and cloud-based fleet management through FlightHub 2. Aonic hosted major product launches in Thailand and Malaysia, demonstrating their regional presence. Their website features detailed specifications, deployment guides, and showcases capabilities like rapid charging, IP55/IP56 protection ratings, and extended operational ranges."
Thai Sky Vision,Thailand,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://www.thaiskyvision.com,https://www.facebook.com/ThaiSkyVision,https://www.thaiskyvision.com/dji-dock-3,Company Website,https://www.thaiskyvision.com/djidock2,Company Website,High,"Thai Sky Vision is a DJI Enterprise distributor/dealer in Thailand specializing in drone solutions for survey, mapping, and inspection applications. They offer both DJI Dock 2 and Dock 3 with comprehensive Thai-language product pages. The company provides sales and services including UAV survey engineering pilots and modern technology for accurate work. They exhibited at Architect'24 (booth L804), showcasing various drone models to help customers select appropriate solutions. Thai Sky Vision serves industries requiring automated inspection, security patrol, and rescue operations with tested real-world drone technology."
Drone Association Thailand (Droneth.or.th),Thailand,Authorized Dealer,"Dock 1, Dock 2",Unknown,https://droneth.or.th,,https://droneth.or.th/en/product/dji-dock-2/,Company Website,https://droneth.or.th/ko/product/dji-dock/,Company Website,High,"Drone Association Thailand offers both DJI Dock 1 and Dock 2 with detailed Thai specifications. For Dock 1, they emphasize its rugged IP55 design, 105kg weight, 25-minute fast charging, 7km range, and -35°C to 50°C operating temperature with Matrice 30 Series compatibility. For Dock 2, they highlight its lightweight 34kg design, IP55 rating, 32-minute charging, 10km range, RTK multi-constellation support, comprehensive environmental sensors (wind, rain, temperature, humidity), and lightning protection for both AC and Ethernet. Contact via Line ID: @droneth."
DJI 13 Store (Enterprise 13 Store),Thailand,Authorized Dealer,Dock 3,Unknown,https://www.dji13store.com,https://www.facebook.com/enterprise13store,https://www.dji13store.com/dji-dock-3/,Company Website,https://thaismegp.sme.go.th/sme/648acdd26f745011151707e6,Government Registry,High,"DJI 13 Store (also known as Enterprise 13 Store or หนึ่งสาม สโตร์ จำกัด) is a registered Thai company in Bangkok offering DJI Dock 3 autonomous drone station for 24/7 surveillance and inspection operations. They are listed in Thailand's official SME registry for government procurement. The company emphasizes Dock 3's industrial-grade waterproof and dustproof construction, fast charging, RTK positioning system, and comprehensive environmental sensors. They market the solution as an intelligent platform for faster, more durable, and smarter autonomous operations with AI capabilities, 54-minute flight time, and 10-second takeoff readiness."
Africa Drone Kings,South Africa,Authorized Dealer,"Dock 1, Dock 3",Unknown,https://africadroneking.co.za,,https://africadroneking.co.za/product/dji-dock/,Company Website,https://www.facebook.com/AfricaDroneKings/photos/protect-mines-with-dji-dock-3mining-security-requires-more-than-cameras-and-fen,Social Media Post,High,"Africa Drone Kings is South Africa's leading DJI Approved repair center offering DJI Dock and Dock 3 solutions for mining security, industrial sites, and automated drone deployment. Operating from Gauteng and Western Cape locations."
Afri Air (Afrika Drones),South Africa,Authorized Dealer,Dock 3,Unknown,https://aadrones.co.za,,https://aadrones.co.za/product/dji-dock-3/,Company Website,https://aadrones.co.za/introducing-the-dji-dock-3-autonomous-drone-operations/,Company Blog,High,"Afri Air is a licensed DJI distributor specializing in DJI Dock 3 solutions for South African farms and agricultural operations. They emphasize the system's weather resistance (IP56 dock, IP55 drones) and ability to operate in harsh South African conditions from -30°C to 50°C."
GoThermal,South Africa,Authorized Dealer,Dock 1,Unknown,https://www.gothermal.co.za,,https://www.gothermal.co.za/products/dji-dock,Company Website,,,Medium,"GoThermal offers DJI Dock solutions with Matrice 30/30T integration, emphasizing IP55 protection, -35°C to 50°C operating temperature, 7km operation radius, and automated missions via DJI FlightHub 2."
GoUAV,South Africa,Authorized Dealer,"Dock 1, Dock 2, Dock 3",4+,https://gouav.co.za,,https://gouav.co.za/products/dji-m30-dock,Company Website,https://www.facebook.com/GoUAVSA/photos/were-thrilled-to-share-a-milestone-at-gouav-the-deployment-of-four-dji-dock-syst/1410601,Social Media Post,High,"GoUAV achieved a major milestone deploying four DJI Dock systems for a prominent mining company in Africa, with a fifth system planned. They offer Dock 1, Dock 2, and Dock 3 solutions with various Matrice drone configurations."
Optron,South Africa,Authorized Dealer,Dock 2,Unknown,https://optron.com,,https://optron.com/dji/portfolio/dji-dock-2/,Company Website,,,Medium,"Optron supplies and supports DJI Dock 2 in South Africa, including installation, training, and ongoing support. They emphasize the Dock 2's compact design (75% smaller, 68% lighter than predecessor) and IP55 dust/water resistance."
24/7 Drone Force,South Africa,Drone Service Provider,Dock 3,Unknown,https://www.24-7droneforce.co.za,https://www.linkedin.com/company/24-7-drone-force/,https://www.linkedin.com/posts/24-7-drone-force_247droneforce-drones-uas-activity-7434270222213349376-eq39,LinkedIn Post,https://www.flytbase.com/case-studies/24-7-drone-force-residential-estate-security-docks-south-africa,DJI Case Study,High,"24/7 Drone Force has deployed dual DJI Dock 3 configurations for semi-autonomous mobile surveillance in South Africa. They integrate DJI Dock systems with FlytBase autonomy platform for residential estates, mining operations, industrial parks, and city improvement districts. SACAA approved BVLOS operations."
DroneIT,South Africa,Authorized Dealer,Dock 1,Unknown,https://www.droneitsa.co.za,,https://www.droneitsa.co.za/dji-dock-m30-series/,Company Website,,,Medium,DroneIT South Africa offers DJI Dock M30 Series solutions with Matrice 30 integration for automated missions programmed via DJI FlightHub 2. They provide warranty training and Remote Pilot Certificate (RPC) services.
HDRT,South Africa,Authorized Dealer,Dock 2,Unknown,https://www.hdrt.co.za,,https://www.hdrt.co.za/dji-dock-2,Company Website,,,Medium,"HDRT offers DJI Dock 2 solutions in Pretoria, Gauteng, emphasizing the first dock adaptable for vehicle mounting. Located at Rietfontein Agricultural Holdings."
SkyFarmers,South Africa,Authorized Dealer,Dock 3,Unknown,https://www.skyfarmers.co.za,,https://www.skyfarmers.co.za/pages/dock-3,Company Website,,,Medium,"SkyFarmers is a trailblazer in integrating drone technology into South African farming, offering DJI Dock 3 solutions with mobile vehicle-mounted deployment capability, heat resistance up to 50°C, and cold resistance down to -30°C."
Caelum Technologies,South Africa,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://www.caelumtech.co.za,,https://www.caelumtech.co.za/product-page/dji-dock-2,Company Website,,,Medium,"Caelum Technologies is an approved DJI reseller based in Cape Town offering DJI Dock 2 and Dock 3 solutions. The Dock 2 weighs 34kg (75% smaller, 68% lighter than predecessor) with IP55 protection and integrated environmental monitoring."
Stablegen Drones,South Africa,Drone Service Provider,Dock 3,Unknown,,https://www.linkedin.com/company/stablegen-drones/,https://www.linkedin.com/posts/peter-karanja-a86733152_djienterprise-djidock3-dronetechnology-activity-7425055765415235584-4C9c,LinkedIn Post,,,Medium,"Stablegen Drones demonstrated DJI Dock 3 capabilities in South Africa, partnering with Astral Aerial Solutions to showcase automated BVLOS operations for African sectors including mining, energy, ports, plantations, and manufacturing."
Astral Aerial Solutions,South Africa,Drone Service Provider,Dock 3,Unknown,https://astral-aerial.com,https://www.linkedin.com/company/astral-aerial-solutions/,https://www.linkedin.com/posts/peter-karanja-a86733152_djienterprise-djidock3-dronetechnology-activity-7425055765415235584-4C9c,LinkedIn Post,,,Medium,"Astral Aerial Solutions provides drone solutions in agricultural, imaging, inspection and logistics industries. They partnered with Stablegen Drones to demonstrate DJI Dock 3 capabilities for African markets, focusing on BVLOS automation use cases."
Babanango Game Reserve,South Africa,End-buyer (Enterprise),Dock 3,Unknown,https://babanangogamereserve.co.za,,https://www.facebook.com/DJIEnterpriseOfficial/videos/how-drones-help-protect-wildlife-in-south-africa-dji-dock-3in-wildlife-con,Social Media Post,,,Medium,"Babanango Game Reserve in South Africa uses DJI Dock 3 for wildlife conservation and anti-poaching operations. The system enables instant drone deployment when alerts are triggered, providing real-time aerial surveillance for wildlife protection."
Candrone,Canada,Authorized Dealer,Dock 2,Unknown,https://candrone.com,https://www.linkedin.com/company/candrone/,https://candrone.com/collections/buy-dji-dock-2-in-north-america,Company Website,https://www.linkedin.com/posts/candrone_drones-publicsafety-deltapolice-activity-7231723283472072704--R6N,LinkedIn Post,High,"Candrone is North America's DJI Dock 2 Authorized dealer with experts trained by DJI to service and install the Dock system. They installed the DJI Dock 2 on the roof of Delta Police Department (BC) headquarters, enabling Drone as First Responder (DFR) program. They also offer Dock 2 rental at $4,000 CAD and sell DJI Dock 2 with Matrice 3D Mapping bundle for $17,698 CAD."
Volatus Drones,Canada,Authorized Dealer,"Dock 1, Dock 2, Dock 3",Unknown,https://volatusdrones.ca,https://www.linkedin.com/company/volatus-drones/,https://volatusdrones.ca/products/dji-dock-2,Company Website,https://volatusdrones.ca/products/dji-dock-3,Company Website,High,"Volatus Drones Canada (formerly OmniView Tech) is one of North America's fastest-growing drone distributors and integrators. They offer DJI Dock 1, 2, and 3, with the Dock 3 sold as CSA Standard Compliant (Overseas Edition) for the Canadian market. They provide free shipping across Canada and stock all Dock spare parts for all models."
DrDrone.ca,Canada,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://drdrone.ca,,https://drdrone.ca/pages/dji-dock-2,Company Website,https://drdrone.ca/products/dji-dock-3,Company Website,High,"DrDrone.ca markets itself as the destination to ""Buy the DJI Dock 2 in Canada and the USA"", selling both Dock 2 and Dock 3. They provide comprehensive product detail pages with Canadian-specific guidance on deployment, charging, and compliance with Transport Canada requirements."
DroneLabs.ca,Canada,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://dronelabs.ca,,https://dronelabs.ca/products/dji-dock-3,Company Website,https://dronelabs.ca/products/dji-dock,Company Website,High,"DroneLabs.ca is a top DJI drone dealer in Canada offering both DJI Dock 2 and Dock 3 with full product pages covering autonomous operations, vehicle-mounted deployment, and integration with DJI FlightHub 2. They position themselves as Canada's premier DJI retail and enterprise partner."
Measur Canada,Canada,Authorized Dealer,"Dock 1, Dock 2, Dock 3",Unknown,https://measur.ca,https://www.linkedin.com/posts/measurcanada_djienterprise-djidock3-industrialdrones-activity-7415076376388657152-iYAE,https://measur.ca/products/dji-dock-3,Company Website,https://measur.ca/blogs/news/dock-3,Company Blog,High,"Measur Canada stocks all three DJI Dock generations, specifically calling out cold-weather performance: ""Canadian winters can be rough — we have a drone-in-a-box that works in heavy snowfall!"" Their Dock 3 vs. Dock 2 comparison blog is tailored to Canadian operators, highlighting the new vehicle-mounted deployment. Measur emphasizes the Dock 3 operating from -30°C to 50°C for year-round Canadian operations."
DronePoint Canada,Canada,Authorized Dealer,Dock 3,Unknown,https://dronepoint.ca,,https://dronepoint.ca/products/dji-dock-3overseas-edition,Company Website,,,Medium,"DronePoint Canada sells the DJI Dock 3 (Overseas Edition, flame-retardant foam version) specifically for the Canadian market. They emphasize 24/7 remote missions with Matrice 4D and 4TD drones and AI change detection capabilities."
IN-FLIGHT Data,Canada,Drone Service Provider,Dock 2,Unknown,https://inflightdata.ca,,https://inflightdata.ca/news/f/dji-dock-2-achieves-full-operational-capability-in-arctic-canada,Company Website,https://dronelife.com/2024/12/23/in-flight-data-reaches-full-operational-capability-of-dji-dock-2-in-northern-canada/,Industry Article,High,"IN-FLIGHT Data is one of Canada's leaders in advanced drone operations. They achieved Full Operational Capability (FOC) of DJI Dock 2 for a Northern Canada oil and gas client operating near the Arctic Circle, with temperatures below -25°C and winds up to 40 km/h. They operate a remote operations center and their client Detect Canada stated the Dock 2 ""transformed how we approach surveillance and identification"" across remote industrial sites."
Delta Police Department,Canada,Government/Public Safety,Dock 2,Unknown,https://www.deltapolice.ca,,https://www.deltapolice.ca/media/delta-police-department-launches-innovative-drone-first-responder-program,Government Record,https://dronexl.co/2025/02/06/delta-police-drone-as-first-responder/,Industry Article,High,"Delta Police Department (British Columbia) deployed DJI Dock 2 on the roof of their headquarters as part of a Drone as First Responder (DFR) program, in partnership with Candrone. Drones can be airborne within 45 seconds and on-scene in ~4 minutes. They secured a Special Flight Operations Certificate (SFOC) from Transport Canada. DPD is planning further expansion with multiple Dock 2 units across Delta to achieve citywide coverage."
McGill University - Applied Remote Sensing Lab,Canada,Others,Dock 2,Unknown,https://www.mcgill.ca,https://www.linkedin.com/posts/margaret-kalacska-2b719559_very-excited-to-share-our-new-paper-published-activity-741542487975747,https://www.linkedin.com/posts/margaret-kalacska-2b719559_landslides-photogrammetry-djidock2-activity-7353185467611160576-V86q,LinkedIn Post,,,Medium,"McGill University's Applied Remote Sensing Lab (Dr. Margaret Kalacska) deployed DJI Dock 2 at Miles Ridge landslide site in Yukon Territory for automated geohazard monitoring. Described as ""the first scientific implementation of the Dock 2 in Canada for natural hazard monitoring."" Published a peer-reviewed paper in Jan 2026 on the results. Collaborative project with Yukon Geological Survey, National Research Council Canada, and NSERC Alliance funding."
