"Company","Countries","Industries","Mentions","Signals","Website","Latest Article URL","Latest Article Date"
"Flock Safety","","Perimeter Security & Smart Facilities","1","DEPLOYMENT","","https://news.google.com/rss/articles/CBMivgFBVV95cUxNRUFtNmZnQmtOcUhIVW5xaFdLQ29TOVNTamh5Mk03enlHNldBY2h3ZTFxaDh2eGpnR1J2M3JxYWRZd0p4YUlUWXpFTlJBZ3BzbFJEUHcwclNiZUFrWEV3OXVNRHNLMTRzeGFWOC1tUXpXSFRrYjQ4SUFJdVBLVzA2NjZBRHZxdEg5R3hkZE1QaE5fV0Jla0RZaVp0dWhEemFDRngwbUFjTHZsT3ljMkNjS3F3ektlaHJSSzFBMkNB0gHGAUFVX3lxTE1qaGJlTDFkUVE3cWJaMWJ1a2FRQTdKQXdXNTJKRm9CRGJoMy1OOG5vWlhVbG5waVdBTjhheWZieGF0ZUxqWThraUVCSW9uY2pzU3VWbjZZVUh4Ql9RcTNfeUFZNWxEeHlKTVpVYVBuR21iVThpQkFtZGdzVVowM3l1MTU4YW9jNWFrQWwzWUt1ZXR3and0cERJNzJsRHJ5dmpjVEVTcDJGaGpFQ2lqM29NWkQtRllfMGFyZXZfa3ZvVHBfNE5KUQ?oc=5","2025-09-30T07:00:00+00:00"
"Fuvex","Spain","Oil & Gas / Industrial Assets","1","EXPANSION","","https://news.google.com/rss/articles/CBMiygFBVV95cUxPQ3JVLWttQTFRbjZydDUtc0hQVGpFS3J0a2JrdDdIbE5nODV6S3RUMzAwamhlazlNTmtlRjBraUxfcWplWnpfYmFfSW1ERllmSEo1NGNtZFIyUFZuZFB1NUZ6eG5OekpVQTJxVWRvb2lZRnFKUGN0QzJ4cFBHNl9nNFlJRml2dFVBWlN2NHNKeXpvdTZRa2xCODNmWDl4YVhmOEozNzVSWkhIMFhYUy12R251ZlhpZGVsTTZ2S2RfMk9NOWtYMHBhZUNR?oc=5","2025-10-20T07:00:00+00:00"
"Garuda Aerospace","India","Public Safety & Emergency Response","1","DEPLOYMENT","","https://news.google.com/rss/articles/CBMipwFBVV95cUxNYkE4bXgtTmMxM1JvRXZWUWpWcldQOFV0OUFPSnlORTc5cnpLNDNkcUp3eUZpbVU0M25idzZ5RjZXNEZ6ZmM5bHJ0Y0dKRzYzQ0dLVFBxWG4xRm9RajVaRTlNNEpMYV9GTHJEVDNVSVEycHNzaUQ4NUp6dml2N0syVmpFOUxMeWZEVGlWV3dEVG1wR2FGamNoTUdJMk9YdkU5dF9sMnFjRdIBrAFBVV95cUxPb0ZjMm1IcllDaEJWYTU0Q082UVBub0FKUkE0X3FDWVFuR2JpZmoxWC00cTdlRncwNjE4Tzk3UVFwVlJSZmJMWG51ck11TnluVVFVenRhcy1LV0p1Z19xZnY4bWlBRlo2YkxsenBDejcwbGQ2N1Jld1Fham5EemRCREVDTDBRUDJUaEVUckxwZktyZzBnRHZtbHdNYUo4VVRrMndOZzVEV19iRUZH?oc=5","2025-09-15T07:00:00+00:00"
"GNSS AE","[; ]","","1","DEPLOYMENT","","https://www.linkedin.com/pulse/transforming-renewable-energy-operations-dji-dock-3-gnss-ae-lswac","2026-01-19T07:31:56.001+00:00"
"GS5 Systems","[; ]","","1","OTHER","","https://www.linkedin.com/feed/update/urn:li:activity:7440079594818260992/","2026-03-18T17:31:56+00:00"
"GÜRİŞ","[; ]","","1","DEPLOYMENT","","https://www.linkedin.com/pulse/transforming-renewable-energy-operations-dji-dock-3-gnss-ae-lswac","2026-01-19T07:31:56.001+00:00"
"Heliboss Chile","Chile","Other: Drone Distribution","1","PARTNERSHIP","","https://news.google.com/rss/articles/CBMivgFBVV95cUxPR0dvaGhDdEJvanBlTDZHcWNtZlZHdDhQWHlzNk5zREh1M0JsWmxJMGs5MWJJY3o0T3Vta2ZuMW1XaWYyUnZqREZWNHdZdERFdnVha1U2Y0ZjRFQwODk3blRtMHltT3pSVTJGYzF5Tk1DUWtpa3hIYThJM0M1NVdXODRESUNYY3N2QzBTRUVzZ0ZqR00zdk45N29UaXVvYUVuR3dKVnVyUERNRW9WazZSdjhMd3Y1OG9UdjNRbTJn?oc=5","2025-10-23T07:00:00+00:00"
"Heliboss México","Chile","Other: Drone Distribution","1","PARTNERSHIP","","https://news.google.com/rss/articles/CBMivgFBVV95cUxPR0dvaGhDdEJvanBlTDZHcWNtZlZHdDhQWHlzNk5zREh1M0JsWmxJMGs5MWJJY3o0T3Vta2ZuMW1XaWYyUnZqREZWNHdZdERFdnVha1U2Y0ZjRFQwODk3blRtMHltT3pSVTJGYzF5Tk1DUWtpa3hIYThJM0M1NVdXODRESUNYY3N2QzBTRUVzZ0ZqR00zdk45N29UaXVvYUVuR3dKVnVyUERNRW9WazZSdjhMd3Y1OG9UdjNRbTJn?oc=5","2025-10-23T07:00:00+00:00"
"Importadora Lillo SpA / Heliboss Chile","Chile","Other: Drone Distribution","1","PARTNERSHIP","","https://news.google.com/rss/articles/CBMivgFBVV95cUxPR0dvaGhDdEJvanBlTDZHcWNtZlZHdDhQWHlzNk5zREh1M0JsWmxJMGs5MWJJY3o0T3Vta2ZuMW1XaWYyUnZqREZWNHdZdERFdnVha1U2Y0ZjRFQwODk3blRtMHltT3pSVTJGYzF5Tk1DUWtpa3hIYThJM0M1NVdXODRESUNYY3N2QzBTRUVzZ0ZqR00zdk45N29UaXVvYUVuR3dKVnVyUERNRW9WazZSdjhMd3Y1OG9UdjNRbTJn?oc=5","2025-10-23T07:00:00+00:00"
"ITG Technology Center","[; ]","","1","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7221956086570852352/","2025-03-19T08:03:02.62+00:00"
"Jiliao Expressway","China","","1","DEPLOYMENT","","https://www.linkedin.com/pulse/247-automated-aerial-patrols-how-dji-dock-enables-smart-highway-wplhf","2026-02-19T07:31:56.001+00:00"
"Marut Dronetech","India","Public Safety & Emergency Response","1","DEPLOYMENT","","https://news.google.com/rss/articles/CBMipwFBVV95cUxNYkE4bXgtTmMxM1JvRXZWUWpWcldQOFV0OUFPSnlORTc5cnpLNDNkcUp3eUZpbVU0M25idzZ5RjZXNEZ6ZmM5bHJ0Y0dKRzYzQ0dLVFBxWG4xRm9RajVaRTlNNEpMYV9GTHJEVDNVSVEycHNzaUQ4NUp6dml2N0syVmpFOUxMeWZEVGlWV3dEVG1wR2FGamNoTUdJMk9YdkU5dF9sMnFjRdIBrAFBVV95cUxPb0ZjMm1IcllDaEJWYTU0Q082UVBub0FKUkE0X3FDWVFuR2JpZmoxWC00cTdlRncwNjE4Tzk3UVFwVlJSZmJMWG51ck11TnluVVFVenRhcy1LV0p1Z19xZnY4bWlBRlo2YkxsenBDejcwbGQ2N1Jld1Fham5EemRCREVDTDBRUDJUaEVUckxwZktyZzBnRHZtbHdNYUo4VVRrMndOZzVEV19iRUZH?oc=5","2025-09-15T07:00:00+00:00"
"Nokia","Belgium","","1","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7331425811209629696/","2025-06-19T08:03:02.619+00:00"
"NPAS","England","Public Safety & Emergency Response","1","DEPLOYMENT","","https://news.google.com/rss/articles/CBMijgFBVV95cUxQdVFVWlIxVXljZnhZRVFtQ0Y5S0NycDdGUDBCY1VaV0NSSURRYVJYbktuX2JuVVdsdmtPZXh6S0lzNFhYNHBpYXFOS3pnZXRTLTRES0VJM0FLeWx5bVVWODE1MExlY3VOZVEta2NfX3NFS21XMXFQNXA3TkRLVEhCbVExdVVURTJ6bTVyVC1R?oc=5","2025-10-05T07:00:00+00:00"
"PHOTOSOL","France","","2","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7399386440297537537/","2025-12-19T07:42:54.847+00:00"
"Planai-Hochwurzen-Bahnen","[; ]","","1","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7424114664902508546/","2026-02-19T07:42:54.847+00:00"
"Prosper","USA","Public Safety & Emergency Response","1","CONTRACT","","https://news.google.com/rss/articles/CBMijAFBVV95cUxNYXJ2cFE2akNsbFBXVjM1V2pYTS12SDZfMVNpbFNxVDZUQVdZY1ZOdGxGTER4LTRXeXpDNk1IMHVVLTJ4WElEMVBQU0VFVTlYaXlBTVJmTTV3cXd2QThyV0hfRkNxQ2dKZ0U3VlBpTTQ4SEl2NHZYVl9rTV9YeXBfNkpPUzFhQ01BbTlRc9IBkgFBVV95cUxOUEk4bk44X0RNWm5CWC1GRTVNU241N3VGU0lxbEg5VjBTbENpem5BTFdsamlQRXNPODc2UTRGSWhLcGM5QkluVGZNS085X2tNY0lEcnBNS1NlQ0NnNlAwaF9ZdDZ2cUFEVHBGNWJkQkp2SVpTRzlDZjRBMHhSOGk4aFJUZVFZdDhvOWgzdWFNUEE1Zw?oc=5","2025-09-15T07:00:00+00:00"
"SkyVisor","France","","2","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7399386440297537537/","2025-12-19T07:42:54.847+00:00"
"Team UAV","UK","","3","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7430174424345141248/","2026-02-26T07:31:56+00:00"
"Terra Drone Arabia","[; ]","","1","OTHER","","https://www.linkedin.com/feed/update/urn:li:activity:7432500492951470081/","2026-02-26T07:31:56+00:00"
"Unnamed Client Solar PV Facility","South Africa","","1","DEPLOYMENT","","https://www.linkedin.com/feed/update/urn:li:activity:7434873603457916928/","2026-03-05T07:42:54.847+00:00"
"Volatus Aerospace","North America","Energy & Utilities","2","CONTRACT","","https://www.unmannedsystemstechnology.com/2026/03/volatus-to-develop-heavy-lift-drone-logistics-for-offshore-wind-operations-maintenance/","2026-03-19T00:00:00+00:00"
"ZenaTech","USA","Construction & Infrastructure","1","EXPANSION","","https://news.google.com/rss/articles/CBMivwFBVV95cUxOcmxZckRvNVIwdWYwejhBMTRRRk1SU0lHYndETF9yaDRqSEQxLTdTNVlNdFgxazl0NEt4eFNpSERuQzBpelpYSnJrLWxpSEdsY0RndTBfN0czTGRhMGpDTXRuX3lpSW10cGtXMXBsVzNfWWVZSHVOQzBVb2tHT3hGUFc3TXU2NFdzeGVVN3JJalZVR1ExcXVLNkVaRzRoR0tiSjBCTUJlYkdVVWxwVWt4dWl4eDdvT2xnTXA4Ni0yQQ?oc=5","2025-09-23T07:00:00+00:00"
