"company_name","country","role","dock_models","dock_count","website","linkedin_url","evidence_url_1","source_type_1","evidence_url_2","source_type_2","confidence","notes"
"Sensorem Pty Ltd","AU","Enterprise End-User","Dock 1 + Dock 2","20+","https://sensorem.com.au","https://au.linkedin.com/company/sensorem-pty-ltd","https://sensorem.com.au/about/technology/dji-docks/","Company Website","https://www.flytbase.com/case-studies/sensorem-autonomous-docked-drones-deployment-australia","DJI Case Study","High","First Australian company to deploy DJI Dock; deployed 20+ autonomous docked systems across Western Australian industrial sites; partnered with CBH (Co-operative Bulk Handling) for grain facility bird deterrence; 2500+ BVLOS flights in first 4 months; plans to scale to 50 systems by end of 2025"
"Sphere Drones","AU","System Integrator","Dock 2 + Dock 3","Multiple","https://www.spheredrones.com.au","https://au.linkedin.com/company/spheredrones","https://www.spheredrones.com.au/products/hubt","Company Website","https://dronedj.com/2025/03/11/sphere-hubx-dji-dock-3/","Industry Article","High","Largest Australian drone service provider; developed HubT and HubX platforms leveraging DJI Dock 2 and Dock 3; partnered with Carasel for in-house manufacturing in Sydney; among first to test Dock 3; launched HubX on DJI Enterprise Ecosystem"
"StevTech","AU","Enterprise End-User","Dock 2 + Dock 3","Multiple","https://stevtech.com.au","N/A","https://stevtech.com.au/equipment/dji-dock-3","Company Website","https://stevtech.com.au/services/drone-tech/docking-systems/dji-dock-2","Company Website","High","Leading agricultural AI and drone technology specialist; uses DJI Dock 3 for autonomous orchard monitoring with scheduled flights; GRDC-aligned; also offers proprietary StevTech DBX (custom drone-in-a-box); trusted by CSIRO and research organizations"
"UASys Australia","AU","Reseller","Dock 2","Unknown","https://uasys.com.au","N/A","https://uasys.com.au/product/dji-dock-2/","Company Website","https://uasys.com.au/product/dji-matrice-3d/","Company Website","Medium","Australian UAS retailer; offers DJI Dock 2 with FlytBase integration and FlightHub 2 compatibility; supports Australian drone regulations"
"Drone Depot","Belgium","Reseller","Dock 2 and Dock 3","Unknown","https://www.dronedepot.be","Unknown","https://www.dronedepot.be/product/dji-dock/","Company Website","https://www.dronedepot.be/winkel/","Company Website","High","Belgian DJI specialist in Affligem. Authorized distributor for DJI and accessories. Offers DJI Dock products for autonomous operations. Location: Affligem region (Halle-Vilvoorde)."
"Drone Parts Center","Belgium","Authorized Dealer","Dock 2 and Dock 3","Unknown","https://drone-parts-center.com/en/","https://be.linkedin.com/company/drone-parts-center","https://drone-parts-center.com/en/product/dji-dock-3-the-stand-alone-docking-station-for-professional-drones/","Company Website","https://be.linkedin.com/company/drone-parts-center","LinkedIn","High","DJI Enterprise specialist in Nivelles. Offers DJI Dock 2 and Dock 3. Located at Rue Albert Einstein 20, 1400 Nivelles. Email: sales@drone-parts-center.com. Phone: +32 67 88 37 37. Largest stock of DJI spare parts in Benelux."
"DroneLand","Belgium","System Integrator","Dock 3","2","https://en.droneland.nl/","https://nl.linkedin.com/company/droneland","https://droneport.eu/2025/05/15/droneland-introduces-belgiums-first-mobile-drone-hub-dji-dock-3-unlocking-new-opportunities-for-automated-and-remote-controlled-drone-operations/","Press Release","https://en.droneland.nl/drones/dji-enterprise/dji-dock","Company Website","High","Operates Belgium's first mobile DJI Dock 3 hub (Pick-Hub) with 2 units at DronePort Sint-Truiden. Partnership with Van Mossel for distribution. DroneLand has offices in Netherlands and Belgium."
"DronePort","Belgium","Academia/Research","Dock 3","Unknown","https://droneport.eu/","https://be.linkedin.com/company/droneport-eu","https://droneport.eu/2025/05/15/droneland-introduces-belgiums-first-mobile-drone-hub-dji-dock-3-unlocking-new-opportunities-for-automated-and-remote-controlled-drone-operations/","Press Release","https://www.willemen.be/nl/project/droneport-sint-truiden","Industry Publication","High","Industrial park and test center in Sint-Truiden (Brustem) specializing in aviation and drone sector. Hosts DroneLand's DJI Dock 3 Pick-Hub. Provides infrastructure for drone innovation and testing."
"Droprise","Belgium","Authorized Dealer","Dock 2 and Dock 3","Unknown","https://www.droprise.be/en_GB","https://be.linkedin.com/company/droprise","https://www.droprise.be/en_GB/dji-dock-3","Company Website","https://www.droprise.be/en_GB/shop/category/enterprise-docking-stations-141","Company Website","High","Authorized DJI Enterprise reseller and DJI Dock partner in Benelux. Located in Oostende. Phone: +32 59 24 20 50. Email: info@droprise.be. Offers hardware and software solutions, integrations, training."
"Giga PC Services","Belgium","Reseller","Unknown","Unknown","https://www.gigapc.be","Unknown","https://www.gigapc.be","Company Website","Unknown","Unknown","Low","Beauraing-based DJI reseller since 2013. Sells recreational DJI drones and accessories. No specific DJI Dock evidence found in search results."
"Koningdrone","Belgium","Reseller","Dock 2","Unknown","https://koningdrone.be","Unknown","https://koningdrone.be/product/dji-dock-2/","Company Website","https://koningdrone.be/en/product/dji-matrice-4td/","Company Website","High","Drone specialist selling DJI Dock 2 and enterprise solutions in Belgium. Serves Belgium and Europe with carefully selected drone equipment."
"Navitronics","Belgium","Reseller","Unknown","Unknown","https://www.navitronics.be","Unknown","https://navitronics.be/","Company Website","Unknown","Unknown","Low","DJI drone specialist in Rotselaar. Offers DJI products and services. Phone: +32478487685. Website mentions DJI but no specific DJI Dock evidence found in search results."
"Van Mossel","Belgium","Distributor","Dock 3","Unknown","https://www.vanmossel.com/en","https://be.linkedin.com/company/vanmossel-belgie","https://droneport.eu/2025/05/15/droneland-introduces-belgiums-first-mobile-drone-hub-dji-dock-3-unlocking-new-opportunities-for-automated-and-remote-controlled-drone-operations/","Press Release","https://www.vanmossel.be/","Company Website","Medium","Automotive company partnering with DroneLand to distribute DJI Dock 3 solutions in Belgium. Large distribution network across Benelux."
"AL Drones","Brazil","DFR Service Provider; Certification Consultant","Dock 2; Dock 3","Multiple","https://aldrones.com.br/","N/A","https://aldrones.com.br/en/2025/01/21/al-drones-dji-cave-testes-bvlos-plataforma-matrice-3d-dock-2/","Company Website","https://mundogeo.com/en/2025/01/22/al-drones-and-dji-obtain-cave-for-bvlos-tests-with-the-matrice-3d-dock-2-platform/","News Article","High","Specialized drone certification consultancy; conducted ANAC Design Authorization certification process for DJI Dock 2"
"ANAC (Agência Nacional de Aviação Civil)","Brazil","Government End-User","Dock 2; Dock 3","N/A","https://www.anac.gov.br/","N/A","https://enterprise-insights.dji.com/blog/unlocking-bvlos-at-scale-dji-dock-2-and-matrice-3d-series-receive-anac-design-authorization-in-brazil","News Article","https://mundogeo.com/en/2026/02/12/anac-grants-design-authorization-for-dji-matrice-3d-series-and-dock-2-enabling-bvlos-operations-in-brazil/","News Article","High","Brazilian aviation authority; granted Design Authorization for DJI Dock 2 and Matrice 3D on January 21; 2026"
"Bee Drones","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.beedrones.com.br/","N/A","https://www.beedrones.com.br/","Company Website","https://www.instagram.com/beedrones/","Social Media","Medium","Official DJI authorized reseller; founded 2011; physical store in Itu SP; online sales nationwide"
"CPE Tecnologia","Brazil","Authorized Dealer","Dock 3","1","https://www.cpetecnologia.com.br/","N/A","https://www.cpetecnologia.com.br/doca-carregamento-drones-dji-dock-3/p","E-Commerce","https://www.cpetecnologia.com.br/dji","Product Page","Medium","Geotechnology company; founded 1974; located in Belo Horizonte; offers DJI Dock 3"
"DJI FlightHub 2","Brazil","Software Platform","Dock 2; Dock 3","N/A","https://enterprise.dji.com/flighthub","N/A","https://www.dronevisual.com/post/softwares-de-drones-tudo-sobre-dji-flighthub-2-suas-funcionalidades-em-voo-autonomos-com-drones","Blog","https://www.modelismobh.com.br/dji-flighthub-2","E-Commerce","High","DJI's cloud-based flight management software; essential for DJI Dock 2 and Dock 3 autonomous operations in Brazil"
"Drone Direto","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.dronedireto.com.br/","N/A","https://www.dronedireto.com.br/dji-matrice-3dt","E-Commerce","https://www.dronedireto.com.br/7e99v8t6v-dji-matrice-3dt-com-dock-2-e-3-baterias","E-Commerce","High","Active since 2012; locations in Curitiba PR, Ribeirão Preto SP, Itajaí SC"
"Drone Place","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://droneplace.net.br/","N/A","https://droneplace.net.br/produto/dji-dock-3/","E-Commerce","https://www.droneplace.com.br/drone-dji-dock-2","E-Commerce","High","Located in São José; SC; ANATEL certified; 1-year warranty; specializes in drone sales and maintenance"
"DroneVisual","Brazil","DFR Service Provider; System Integrator","Dock 2; Dock 3","Multiple","https://www.dronevisual.com/","N/A","https://www.dronevisual.com/curso-drone-dji-dock-plataforma-autonoma","Course/Service","https://www.loja.dronevisual.com/automacao-drone-seguranca-inspecao-mapeamento-dji-dock-2-drone-estacao-carregamento","E-Commerce","High","Official DJI reseller; offers Dock training courses; specializes in inspection and mapping solutions; integrates autonomous operations"
"DronesX","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.dronesx.com.br/","N/A","https://www.dronesx.com.br/dji-dock-2-com-matrice-3td-controle-rc-pro-carregador-e-bateria-extra/","E-Commerce","https://www.dronesx.com.br/","Company Website","High","Authorized DJI distributor in Brazil; offers DJI Dock 2 and related products"
"Embratop","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.embratop.com.br/","https://br.linkedin.com/company/parana-geo-equipamentos-de-geomensura-ltda.","https://www.embratop.com.br/produto/dji-dock-2/","E-Commerce","https://www.embratop.com.br/produto/dji-dock-3/","E-Commerce","High","Official DJI Enterprise distributor; 9 branches across Brazil; founded 1999; geospatial technology specialist"
"Futuriste","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://loja.futuriste.com.br/","N/A","https://loja.futuriste.com.br/dji-dock-2-dji-matrice-3d-carregador-da-bateria-1x-bateria-inteligente-dji-rc-pro","E-Commerce","https://futuriste.com.br/blog/dji-dock-2-anac-autorizacao-bvlos/","Blog","High","Official DJI reseller; best drone school in Brazil; 7 years experience; operates in SP; RJ; MG; ES; BA; AP"
"Gohobby","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.gohobby.com.br/","N/A","https://gohobby.com.br/dji-dock-2/","E-Commerce","https://www.gohobby.com.br/dji-dock/","Product Page","Medium","Brazilian drone and hobby retailer; offers DJI Dock products"
"IATEC Plant Solutions","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.iatecps.com/","N/A","https://www.iatecps.com/product-page/dji-dock-2-matrice-3d","E-Commerce","https://www.iatecps.com/product-page/dji-dock-3-matrice-4td","E-Commerce","High","Authorized DJI Enterprise distributor; offers Dock 2 and Dock 3 bundles"
"J&R Drones","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.jerdrones.com.br/","N/A","https://www.jerdrones.com.br/product/doca-carregamento-dji-dock-2/","E-Commerce","https://www.jerdrones.com.br/","Company Website","High","Largest DJI distributor in Brazil; founded 2017; 1000s of drones distributed; locations in Rio Grande do Sul and São Paulo"
"Lili Vendas","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.lilivendas.com.br/","N/A","https://www.lilivendas.com.br/dji-dock-2-estacao-inteligente","E-Commerce","https://www.lilivendas.com.br/dji-dock/","Product Page","Medium","E-commerce retailer offering DJI Dock 2 and Dock products with competitive pricing"
"LojaDJI","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.lojadji.com.br/","N/A","https://www.lojadji.com.br/","E-Commerce","https://www.lojadji.com.br/seja-um-revendedor","Company Website","High","Multilaser Industrial SA; official DJI reseller in Brazil; offers 12x installments"
"Lundin Mining Brasil","Brazil","Enterprise End-User","Dock 2; Dock 3","Multiple","https://lundinmining.com.br/","https://br.linkedin.com/company/lundinminingbrasil","https://www.dronevisual.com/post/lundin-mining-brasil-inova-com-drones-dji-lidar-para-mapeamento-inspecao-3d-na-mineracao","Case Study","https://lundinmining.com.br/operacao/","Company Website","High","Mining company with established Central de Drones; uses DJI Dock for 100% automated flights in mining operations"
"ModelismoBH","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.modelismobh.com.br/","N/A","https://www.modelismobh.com.br/dji-dock-2","E-Commerce","https://www.modelismobh.com.br/drones-dji/drones-dji-enterprise/dji-dock-3","E-Commerce","High","Pioneer in Brazilian drone market; physical stores in Minas Gerais and São Paulo; 10+ years experience"
"NW Drones","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.nwdrones.com.br/","https://www.linkedin.com/company/nwdrones","https://blog.nwdrones.com.br/dji-dock-2-matrice-3d-aprovados-anac/","Company Blog","https://www.nwdrones.com.br/drone-dji-matrice-3td-dock-2-kit","E-Commerce","High","Official DJI representative; founded 2017; provides training and technical support"
"Premier Drones","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.premierdrones.com.br/","N/A","https://www.premierdrones.com.br/dji-dock-2-com-matrice-3td","E-Commerce","https://www.premierdrones.com.br/","Company Website","Medium","DJI authorized reseller in Brazil"
"SC Paraná","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://scparana.com.br/","N/A","https://scparana.com.br/dji-dock-2-tecnologia-de-ponta-para-operacoes-autonomas-e-remotas/","Company Website","https://scparana.com.br/dji-enterprise-tecnologia-de-ponta-para-transformar-seus-projetos/","Company Website","High","Authorized distributor of Santiago & Cintra in Paraná; provides specialized training and support"
"Santiago & Cintra","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.santiagoecintra.com.br/","https://br.linkedin.com/company/santiago-e-cintra","https://mundogeo.com/2023/05/09/santiago-e-cintra-e-dji-enterprise-lancam-dji-dock-no-brasil-na-droneshow-2023/","News Article","https://www.lojasantiagoecintra.com.br/dronesdjienterprise","Company Website","High","Official DJI Enterprise representative in Brazil; launched DJI Dock at DroneShow 2023"
"Tecno Drones","Brazil","Authorized Dealer","Dock 2; Dock 3","Multiple","https://www.tecnodrones.com.br/","N/A","https://www.tecnodrones.com.br/dji-dock-matrice-30-series","E-Commerce","https://www.tecnodrones.com.br/dji-dock-3-matrice-4d-series-combo","E-Commerce","High","Complete drone shop in Brazil; specializes in DJI; founded 2017; all products with ANATEL homologation"
"ASI Canada","Canada","Distributor/Channel Partner","Dock 2","Unknown","https://www.asipartner.com/","","https://www.asipartner.com/canada/partners/dji/dji-enterprise-dji-dock/","Company Website","","Company Website","Medium","Listed as DJI Enterprise partner for Dock systems in Canada"
"AVSS (Aerial Vehicle Safety Solutions Inc.)","Canada","System Integrator","Dock 2 + Dock 3","Unknown","https://www.avss.ca/","https://ca.linkedin.com/company/avss-aerial-vehicle-safety-solutions-inc","https://dronedj.com/2025/03/05/dji-dock-3-parachute-avss/","Industry News","https://www.linkedin.com/posts/don-garland-4aa46655_unveiling-the-dji-drone-dock-this-changes-activity-7067639634134003712-FkHp","LinkedIn","High","New Brunswick aerospace company; develops PRS (Parachute Recovery System) integration for Dock 2 and Dock 3 for regulatory compliance"
"Candrone","Canada","Authorized Dealer","Dock 2 + Dock 3","Multiple","https://candrone.com/","https://www.linkedin.com/company/candrone","https://candrone.com/blogs/news/dji-dock-2","Company Website","https://candrone.com/collections/buy-dji-dock-2-in-north-america","Company Website","High","Officially certified by DJI Enterprise as leading expert in North America for Dock 2"
"DrDrone.ca","Canada","Authorized Dealer","Dock 2 + Dock 3","Multiple","https://drdrone.ca/","https://www.linkedin.com/company/drdrone","https://drdrone.ca/pages/dji-dock-2","Company Website","https://drdrone.ca/products/dji-dock-3","Company Website","High","Comprehensive Dock 2 and Dock 3 product pages"
"DroneDynamics.ca","Canada","Authorized Dealer","Dock 2 + Dock 3","Multiple","https://dronedynamics.ca/","","https://dronedynamics.ca/products/dji-dock-2","Company Website","https://dronedynamics.ca/products/dji-dock-3","Company Website","High","Offers multiple Dock 2 and Dock 3 configurations"
"DroneLabs.ca","Canada","Authorized Dealer","Dock 2 + Dock 3","Multiple","https://dronelabs.ca/","https://www.linkedin.com/company/dronelabs-ca","https://dronelabs.ca/products/dji-dock","Company Website","https://dronelabs.ca/pages/dji-dock-2-automated-drone-operations","Company Website","High","BC-based distributor with comprehensive Dock 2 offerings"
"DroneX Canada","Canada","Authorized Dealer","Dock 2","Multiple","https://dronexcanada.ca/","https://www.linkedin.com/company/dronex-canada","https://dronexcanada.ca/products/dji-dock","Company Website","https://dronedj.com/guides/dji-dock-2/","Industry News","High","Multiple Canadian locations (Toronto + Calgary + Vancouver warehouses)"
"Eagleview Drones","Canada","Authorized Dealer","Dock 2","Unknown","https://eagleviewdrones.ca/","","https://eagleviewdrones.ca/products/dock-2","Company Website","","Company Website","Medium","Offers DJI Dock 2 product page"
"IN-FLIGHT Data","Canada","DFR Service Provider / Enterprise End-User","Dock 2","1","https://www.inflightdata.ca/","","https://dronelife.com/2024/12/23/in-flight-data-reaches-full-operational-capability-of-dji-dock-2-in-northern-canada/","Industry News","https://www.uasweekly.com/2025/01/06/in-flight-data-reaches-full-operational-capability-of-dji-dock-2-in-extreme-northern-canada-conditions/","Industry News","High","Achieved FOC of Dock 2 in Northern Canada for oil & gas client in -25°C conditions; remote operations center provider"
"Infinit Drones Corp","Canada","Software Platform / DFR Service Provider","Dock 2 + Dock 3","Multiple","https://www.infinitdrones.com/","https://www.linkedin.com/company/infinit-drones-corp","https://www.infinitdrones.com/products/bvlos-certified-dji-dock-2","Company Website","https://www.infinitdrones.com/products/bvlos-certified-dji-dock","Company Website","High","Offers BVLOS-certified dock variants with DAA and training services"
"Measur Drones","Canada","Authorized Dealer","Dock 2 + Dock 3","Multiple","https://measur.ca/","https://www.linkedin.com/company/measurcanada","https://measur.ca/products/dji-dock-2","Company Website","https://www.linkedin.com/pulse/everything-you-need-know-dji-dock-2-measurcanada-ia2uc","LinkedIn Article","High","Multi-location national distributor (Calgary HQ + 4 other Canadian locations)"
"RMUS Canada","Canada","Solutions Provider","Dock 2 + Dock 3","Multiple","https://rmus.ca/","https://www.linkedin.com/company/rmus-canada","https://rmus.ca/dji-dock-2/","Company Website","https://www.linkedin.com/posts/rmus-canada_dji-dock-2-activity-7178387354741534720-Mibm","LinkedIn","High","Enterprise solutions provider with training and maintenance services"
"SpeedyDrone Canada","Canada","Authorized Dealer","Dock Series","Unknown","https://www.speedydrone.ca/","","https://www.speedydrone.ca/","Company Website","","Company Website","Medium","DJI Dealer in Toronto; mentions Dock Series products"
"Volatus Drones","Canada","Authorized Dealer","Dock 2 + Dock 3","Multiple","https://volatusdrones.ca/","https://www.linkedin.com/company/volatus-drones","https://volatusdrones.ca/products/dji-dock-2","Company Website","https://www.linkedin.com/in/john-jairo-vargas-9641b8199/","LinkedIn","High","Authorized repair and servicing centre for Dock 1 and Dock 2"
"Wonderfull","Canada","Distributor","Dock 3","1","https://wonderfull.ca/","https://www.linkedin.com/company/wonderfull-canada","https://wonderfull.ca/","Company Website","https://dronedj.com/guides/dji-dock-3/","Industry News","High","DJI Agriculture Drones General Distributor of Canada; Exclusive DJI Academy Training Center"
"HEISHA","China (OEM)","Competing Dock Provider","N/A (Alternative to DJI Dock)","Multiple","https://heishatech.com/","Unknown","https://www.flytbase.com/blog/solar-farm-inspections","Case Study","https://dronedj.com/2022/05/27/heisha-d50-drone-dock-dji-autel/","News Article","High","OEM drone dock provider. AfterFIT used Heisha Drone Nest (compatible with DJI aircraft) alongside DJI drones. D-series docks for M300/M350/M400. Not Japan-based but deployed in Japan."
"ACRE Surveying Solutions","ES","Authorized Dealer","Dock 1 / Dock 2 / Dock 3","Unknown","https://grupoacre.es/","https://www.linkedin.com/company/grupo-acre/","https://grupoacre.es/catalogo-marca/dji/","Distributor Website","https://grupoacre.es/catalogo-productos/dji-dock-2-plataforma-de-despegue-y-aterrizaje/","Product Page","High","Official DJI Enterprise distributor and DJI Gold Partner. Located in Illescas (Toledo). Full catalog includes Dock 1, Dock 2, and Dock 3. Multiple product pages listing all models."
"ATyges","ES","Authorized Dealer","Dock 2 / Dock 3","Unknown","https://atyges.es/","https://www.linkedin.com/company/atyges/","https://atyges.es/tienda/dji-dock-2/","Product Page","https://atyges.es/dji-dock-3-y-serie-matrice-4d/","Product Page","High","Authorized DJI distributor. Multiple Dock 2 and Dock 3 product variations available with Matrice drone bundles."
