company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes
"Drone Nerds",USA,Authorized Dealer,"Dock 1, Dock 2, Dock 3",Unknown,https://www.dronenerds.com/,https://www.linkedin.com/company/drone-nerds/,https://www.dronenerds.com/collections/dji-dock,Company Website,https://enterprise.dronenerds.com/blog/enteprise-operations/dji-dock-2-official-launch/,Company Website,High,"Largest DJI authorized dealer in USA; warehouse in USA; ships all dock models; enterprise solutions"
"UVT (Uncrewed Aerial Vehicles Technologies)",USA,System Integrator,"Dock 1, Dock 2, Dock 3",Unknown,https://www.uvt.us/,https://www.linkedin.com/company/uvt-robotics/,https://www.uvt.us/dji-dock-2,Company Website,https://www.uvt.us/dji-dock-3,Company Website,High,"Nation's leading dock integrator; end-to-end deployment; solar farm inspection, infrastructure monitoring; solar inspection in Texas"
"DSLR Pros",USA,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://www.dslrpros.com/,https://www.linkedin.com/company/dslrpros/,https://www.dslrpros.com/collections/shop-dji-dock-series,Company Website,https://www.dslrpros.com/products/dslrpros-drone-as-first-responder-bundle,Company Website,High,"Master distributor; DFR 2.0 program; enterprise solutions for police/SAR; energy inspection focus"
"Advexure",USA,Authorized Distributor,"Dock 1, Dock 2, Dock 3",Unknown,https://advexure.com/,https://www.linkedin.com/company/advexure/,https://advexure.com/products/dji-dock-2,Company Website,https://advexure.com/pages/why-advexure,Company Website,High,"Primary DJI Authorized Distributor for North America; supplies dealers/resellers; full product range"
"GenPac Drones",USA,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://www.genpacdrones.com/,https://www.linkedin.com/company/genpacdrones/,https://www.genpacdrones.com/product/dji-dock-2/,Company Website,https://www.genpacdrones.com/product/dji-dock-3/,Company Website,High,"Pacific Northwest distributor; enterprise focus; Fairview, OR location; utility/first responder focus"
"Dronefly",USA,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://www.dronefly.com/,https://www.linkedin.com/company/dronefly/,https://www.dronefly.com/collections/dji-dock-series,Company Website,https://www.dronefly.com/products/dji-dock-3,Company Website,High,"Authorized dealer; 10+ years experience; serves government and enterprises; full dock product range"
"Airworx Unmanned Solutions",USA,Authorized Dealer,"Dock 1, Dock 2, Dock 3",Unknown,https://airworxdrone.com/,https://www.linkedin.com/company/airworx,Company Website,https://airworxdrone.com/products/dji-dock-2-with-matrice-3dt-thermal-aircraft-system,Company Website,https://airworxdrone.com/products/dji-dock-3-with-matrice-4dt-aircraft-system,Company Website,High,"Law enforcement owned/operated; South Carolina based; nationwide reseller; DFR/public safety focus"
"Volatus Drones",USA,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://volatusdrones.com/,https://www.linkedin.com/company/volatus-drones/,https://volatusdrones.com/collections/dji-dock-3,Company Website,https://volatusdrones.com/products/dji-dock-2,Company Website,High,"North America's fastest-growing distributor; end-to-end drone mission support; Sentinel Dock offering"
"Drone Doctor USA",USA,Authorized Dealer,Dock 1,Unknown,https://dronedoctorusa.com/,https://www.linkedin.com/company/drone-doctor-usa/,https://dronedoctorusa.com/products/dji-dock,Company Website,https://www.facebook.com/dronedoctorusa/,Social Media Post,Medium,"Las Vegas, NV based; sales, service, and parts; DJI enterprise focus"
"Hixon Manufacturing & Supply Co.",USA,Authorized Distributor,"Dock 1, Dock 2",Unknown,https://www.hixonmfg.com/,https://www.linkedin.com/company/hixon-manufacturing--supply-co/,https://www.hixonmfg.com/home/dji-enterprise-distributor/,Company Website,https://enterprise.dji.com/find-a-dealer,DJI Case Study,High,"Denver and Fort Collins locations; surveying/mapping/construction focus; direct DJI purchase"
"Gresco Unmanned Autonomous Solutions",USA,Reseller,"Dock 1, Dock 2",Unknown,https://www.gresco.com/,https://www.linkedin.com/company/gresco-unmanned/,https://grescouas.com/item/FB-Enterprise_DJIDock2_3Y,Company Website,https://www.gresco.com/item/CP.EN.00000510.01,Company Website,High,"USA-based UAS solutions provider; FlytBase integration; offers FlytBase licensing for DJI Dock"
"Candrone",USA,Authorized Dealer,"Dock 2, Dock 3",Unknown,https://candrone.com/,https://www.linkedin.com/company/candrone/,https://candrone.com/collections/buy-dji-dock-2-in-north-america,Company Website,https://candrone.com/blogs/news/dji-dock-2,Company Website,High,"North America's Dock 2 authorized dealer; satellite locations across Canada & USA; certified by DJI Enterprise"
"Wellbots",USA,Reseller,Dock 3,Unknown,https://www.wellbots.com/,https://www.linkedin.com/company/wellbots/,https://www.wellbots.com/products/dji-dock-3,Company Website,https://www.wellbots.com/collections/dji,Company Website,Medium,"E-commerce drone retailer; DJI Dock 3 available; request quote model"
"Tecnicalis",USA,System Integrator,"Dock 2, Dock 3",Unknown,https://tecnicalis.com/,https://www.linkedin.com/company/tecnicalis/,https://viewpoints.dji.com/blog/coordinated-from-above-how-el-pasos-drone-network-supports-citywide-emergency-response,DJI Case Study,https://www.prnewswire.com/news-releases/coordinated-from-above-how-el-paso-uses-dji-docks-for-citywide-emergency-response-and-more-302537653.html,Industry Article,High,"El Paso FlightHub 2 On-Premises deployment partner; AWS GovCloud integration; DJI trusted technology partner"
"Drone Nerds Enterprise",USA,Reseller,"Dock 2, Dock 3",Unknown,https://enterprise.dronenerds.com/,https://www.linkedin.com/company/drone-nerds/,https://enterprise.dronenerds.com/blog/enteprise-operations/dji-dock-2-official-launch/,Company Website,https://www.dronenerds.com/collections/dji-dock,Company Website,High,"Enterprise division of Drone Nerds; blog coverage of Dock 2 launch; full product line"
"Volatus Aerospace",USA,System Integrator,Dock 3,Unknown,https://volatusaerospace.com/,https://www.linkedin.com/company/volatus-aerospace/,https://volatusdrones.com/products/volatus-aerospace-sentinel-dock-v1,Company Website,https://volatusdrones.com/products/dji-dock-3-with-matrice-4d-copy,Industry Article,High,"Sentinel Dock V1 product; Dock 3 with M4D/M4DT; 24/7 security/inspection/emergency response solution"
