company_name,country,role,dock_models,dock_count,website,linkedin_url,evidence_url_1,source_type_1,evidence_url_2,source_type_2,confidence,notes
Advexure,United States,Distributor,Dock 3,Unknown,https://advexure.com,https://www.linkedin.com/company/advexure/,https://advexure.com/collections/dji-dock-3,Company Website,https://advexure.com/products/dji-dock-3-for-matrice-4d-and-4td,Company Website,High,"US DJI Enterprise dealer distributing DJI Dock 3 and Matrice 4D/4TD bundles for public safety, infrastructure and surveying customers."
Dominion Drones,United States,Distributor,Dock 2,Unknown,https://www.dominiondrones.com,https://www.linkedin.com/company/dominion-drones/,https://www.dominiondrones.com/collections/dji-matrice-series?page=2,Company Website,https://www.dominiondrones.com/collections/vendors?page=7&q=dji,Company Website,High,US drone reseller listing DJI Dock 2 with Matrice 3D ready-to-fly kits in its DJI Matrice and vendor collections.
DSLRPros DFR 2.0 Program,United States,DFR Service Provider,Dock 2,Unknown,https://www.dslrpros.com,https://www.linkedin.com/company/dslrpros/,https://www.dslrpros.com/pages/drone-as-a-first-responder,Company Website,https://www.dslrpros.com/blogs/rescue-drones/how-delta-police-department-enhances-public-safety-with-dji-drones,Industry Article,High,"Drone-as-a-First-Responder 2.0 program built around DJI Dock 2, offering turnkey DFR hardware and services to US public safety agencies."
Aerosmart UAV Trading LLC,United Arab Emirates,System Integrator,Dock 1; Dock 2; Dock 3,Unknown,https://www.aerosmart.ae,https://www.linkedin.com/company/aerosmart-uav/,https://www.aerosmart.ae/dji-dock-2-drone/,Company Website,https://www.store.aerosmart.ae/search?sort_by=newest&page=6,Company Website,High,"UAE-based DJI Enterprise dealer and solutions provider selling DJI Dock 2 and DJI Dock 3, running Dock workshops and security use cases across the GCC."
The Drone Centre (Dubai),United Arab Emirates,Authorized Dealer,Dock 3,Unknown,https://thedronecentre.ae,https://www.linkedin.com/company/thedronecentre/,https://thedronecentre.ae/dji-dock3/,Company Website,https://thedronecentre.ae/dji-unveils-the-dock-3-a-new-era-for-autonomous-drone-operations-unfolds-copy/,Industry Article,High,"Dubai-based DJI Enterprise partner promoting DJI Dock 3 for 24/7 autonomous operations and Middle East use cases in oil & gas, infrastructure, and public safety."
Dynatech,United Arab Emirates,Authorized Dealer,Dock 2,Unknown,https://dynatech.ae,https://www.linkedin.com/company/dynatech-uae/,https://dynatech.ae/product/dji-dock-2-with-matrice-3td-m3td-bundle/,Company Website,, ,High,UAE drone technology supplier offering DJI Dock 2 with Matrice 3TD/M3TD bundles for automated inspections and security monitoring.
Dronenet,United Arab Emirates,Reseller,Dock 2; Dock 3,Unknown,https://dronenet.ae,https://www.linkedin.com/company/dronenet-uae/,https://dronenet.ae/blogs/dock/dji-drone-dock-2,Industry Article,https://dronenet.ae/blogs/drones/dji,Industry Article,High,UAE online drone retailer promoting DJI Dock 2 and DJI Dock 3 as drone-in-a-box solutions for security and inspection.
GNSS Middle East,United Arab Emirates,Distributor,Dock 3,Unknown,https://gnss.ae,https://www.linkedin.com/company/gnss-middle-east/,https://gnss.ae/drones/dji-dock-3/,Company Website,https://gnss.ae/dji-dock-3-an-autonomous-solution-for-enterprise-operations/,Industry Article,High,Regional surveying and positioning distributor marketing DJI Dock 3 as an autonomous solution for enterprise operations across the Middle East.
RC Corner,United Arab Emirates,Reseller,Dock 3,Unknown,https://www.rccorner.ae,https://www.linkedin.com/company/rc-corner/,https://www.rccorner.ae/dji-dock-3,Company Website,, ,High,UAE hobby and enterprise drone retailer listing DJI Dock 3 for local customers.
NineTenths,Saudi Arabia,Authorized Dealer,Dock 2; Dock 3,Unknown,https://www.9tenthsco.com,https://www.linkedin.com/company/ninetenthsco/,https://www.9tenthsco.com/about-us-ninetenths,Company Website,https://sa.zain.com/en/all-news/news-11-9-2023,Industry Article,High,Official DJI Enterprise dealer in Saudi Arabia; signed a strategic agreement with Zain KSA specifically around the DJI Dock autopilot platform. 
Terra Drone Arabia,Saudi Arabia,System Integrator,Dock 3,Unknown,https://terra-drone.com.sa,https://www.linkedin.com/company/terra-drone-arabia/,https://terra-drone.com.sa/dji-enterprise-partner/,Company Website,https://terra-drone.com.sa/all-you-need-to-know-about-dji-drone-for-your-industry/,Industry Article,High,Saudi-based DJI Enterprise partner listing Dock 3 among its DJI enterprise drone solutions and promoting DJI Dock for autonomous operations across industries. 
Alshareef Group,Saudi Arabia,Distributor,Dock 3,Unknown,https://alshareefgroup.sa,https://www.linkedin.com/company/al-shareef-group/,https://alshareefgroup.sa/en/top-9-features-of-dji-dock-3-en/,Company Website,https://alshareefgroup.com/alshareef-group-is-officially-a-golden-distributor-of-dji-technology-drones/,Industry Article,High,Golden distributor of DJI technology in Saudi Arabia publishing dedicated content on DJI Dock 3 and distributing DJI enterprise products locally. 
Shamal for Technologies,Saudi Arabia,Distributor,Dock 2; Dock 3,Unknown,https://shamal.sa,https://www.linkedin.com/company/shamalforinfo/,https://shamal.sa/products,Company Website,, ,High,Saudi DJI Enterprise authorized seller listing DJI Dock 2 and DJI Dock 3 on its products page for local enterprise deployment. 
Aero Nex FZCO (Saudi exhibitions),Saudi Arabia,System Integrator,Dock 3,Unknown,https://www.glider-aerial.com,https://www.linkedin.com/company/aero-nex-fzco/,https://intersec-saudiarabia.ksa.messefrankfurt.com/ksa/en/exhibitor-search.detail.html/aero-nex-fzco/mf_7_aexv8a00cn8s_4619417_,Industry Article,https://www.glider-aerial.com/product-page/dji-dock-3-overseas-edition-with-1-year-dock-3-warranty-from-aeronex,Company Website,High,Regional DJI Dock 3 solution provider exhibiting DJI Dock 3 at Intersec Saudi Arabia and selling DJI Dock 3 (overseas edition) bundles. 
Zain KSA (Drone Solutions),Saudi Arabia,Enterprise End-User,Dock 1,Unknown,https://sa.zain.com,https://www.linkedin.com/company/zain-ksa/,https://sa.zain.com/en/all-news/news-11-9-2023,Industry Article,, ,Medium,Saudi telecom operator that signed an exclusive agreement with NineTenths to use the DJI Dock autopilot platform for its drone solutions; treated as an emerging Dock end-user. 
DJI JAPAN株式会社,Japan,Distributor,Dock 2; Dock 3,Unknown,https://www.dji.com/jp,https://www.linkedin.com/company/dji/,https://prtimes.jp/main/html/rd/p/000000289.000015765.html,Industry Article,https://prtimes.jp/main/html/rd/p/000000324.000015765.html,Industry Article,High,"DJI JAPAN announces and markets DJI Dock 2 and DJI Dock 3 in Japan, directing enterprise customers to purchase via authorized DJI Enterprise dealers. "
DJI Enterprise正規販売代理店ネットワーク,Japan,Authorized Dealer,Dock 2; Dock 3,Unknown,https://www.dji.com/jp/where-to-buy/enterprise-dealers,,https://www.dji.com/jp/where-to-buy/enterprise-dealers,Company Website,, ,High,Network of DJI Enterprise authorized dealers in Japan that sell DJI Dock 2 and DJI Dock 3 as indicated in DJI JAPAN press releases. 
NSi真岡株式会社,Japan,Enterprise End-User,Dock 2,Unknown,https://www.nsi-moka.co.jp,https://www.linkedin.com/company/nsi-moka/,https://drone-journal.impress.co.jp/docs/news/1185992.html,Industry Article,https://www.ctv.co.jp/sora-media/remote-control/assets/img/pdf/leaflet_Dock2.pdf,PDF,High,Conducted a real-world field demonstration of the autonomous flight solution 'DJI Dock 2' in coastal Aichi Prefecture together with CTV 'Sora Media' and DJI JAPAN. 
CTV「そらメディア」(中京テレビ放送株式会社),Japan,Enterprise End-User,Dock 2,Unknown,https://www.ctv.co.jp/sora-media/,https://www.linkedin.com/company/chukyo-tv-broadcasting-co-ltd/,https://drone-journal.impress.co.jp/docs/news/1185992.html,Industry Article,https://www.ctv.co.jp/sora-media/remote-control/assets/img/pdf/leaflet_Dock2.pdf,PDF,High,Media and technology arm of Chukyo TV involved in the DJI Dock 2 disaster-response demonstration project in coastal Aichi Prefecture. 
株式会社Fujitaka,Japan,System Integrator,Dock 3,Unknown,https://www.fujitaka.com,https://www.linkedin.com/company/fujitaka/,https://drone.jp/news/20250527163436115945.html,Industry Article,, ,High,Kyoto-based drone school and services company launching a DJI Dock 3 trial service that installs Dock 3 and Matrice 4TD on customer sites for pre-deployment proof-of-concept. 
合同会社SORABOT,Japan,System Integrator,Dock 2,Unknown,https://sorabot.co.jp,https://www.linkedin.com/company/sorabot-llc/,https://drone.jp/tag/dji-dock-2,Industry Article,, ,Medium,"Japanese company demonstrating DJI Dock 2 at the Japan Drone / Next Generation Air Mobility EXPO 2024 in Kansai, offering Dock 2 demo operations. "
SkyLink Japan,Japan,Reseller,Dock 2; Dock 3,Unknown,https://skylinkjapan.com,https://www.linkedin.com/company/skylink-japan/,https://www.volarious.com/dealers,Industry Article,, ,Medium,Japanese industrial drone reseller identified by Volarious as a leading firm and DJI enterprise dealer; expected to handle DJI Dock solutions in Japan. 
Drone School Japan / 株式会社スカイロボット,Japan,DFR Service Provider,Dock 3,Unknown,https://skyrobot.co.jp,https://www.linkedin.com/company/skyrobot-co-ltd/,https://skyrobot.co.jp/droneschooljapan/newslist/page1205/,Industry Article,, ,Medium,"Drone School Japan (SkyRobot) publishes educational material on DJI Dock 3 and Matrice 4D/4TD for disaster response and emergency use, positioning itself as a Dock 3 training and solution provider. "
DJI Brasil / Enterprise Dealer Network,Brazil,Distributor,Dock 2,Unknown,https://www.dji.com/br,https://www.linkedin.com/company/dji/,https://www.dji.com/br/where-to-buy/enterprise-dealers,Company Website,https://enterprise.dji.com/pt-br/find-a-dealer,Company Website,High,DJI's official presence in Brazil listing enterprise dealers that sell DJI Dock 2 following ANAC Design Authorization for Dock 2 and Matrice 3D. 
Embratop Geotecnologias Ltda.,Brazil,Authorized Dealer,Dock 2,Unknown,https://www.embratop.com.br,https://www.linkedin.com/company/embratop-geotecnologias-ltda/,https://enterprise.dji.com/pt-br/find-a-dealer,Company Website,, ,High,Brazilian geotechnology company listed in DJI Enterprise's dealer search as a DJI Dock 2/FlightHub 2 On-Premises partner in São Paulo. 
CPE Tecnologia,Brazil,Reseller,Dock 3,Unknown,https://www.cpetecnologia.com.br,https://www.linkedin.com/company/cpe-tecnologia/,https://www.cpetecnologia.com.br/doca-carregamento-drones-dji-dock-3/p,Company Website,, ,High,Brazilian measurement and surveying technology company selling DJI Dock 3 charging dock with detailed specs and marketing for automated remote operations. 
DroneDireto,Brazil,Reseller,Dock 3,Unknown,https://www.dronedireto.com.br,https://www.linkedin.com/company/dronedireto/,https://www.dronedireto.com.br/dji-dock-3-drone-dji-matrice-4td-carregador-1x-bateria-controle-dji-rc-plus-2-homologado-na-anatel/p,Company Website,, ,High,Longstanding Brazilian drone reseller offering DJI Dock 3 + Matrice 4TD bundles with ANATEL homologation and FlightHub 2 software included. 
Force Drones (forcedrones.com.br),Brazil,Reseller,Dock 3,Unknown,https://www.forcedrones.com.br,https://www.linkedin.com/company/force-drones/,https://www.forcedrones.com.br/dji-doca-de-carregamento-dock-3-matrice-4td-fd004et,Company Website,, ,High,"Brazilian drone retailer selling DJI Dock 3 + Matrice 4TD bundles, highlighting IP56 rating, vehicle-mounted deployment, and multi-dock task support. "
Gohobby,Brazil,Reseller,Dock 2,Unknown,https://gohobby.com.br,https://www.linkedin.com/company/gohobby-drone/,https://gohobby.com.br/aeropad-gohobby/,Company Website,, ,Medium,"Brazilian drone store referencing DJI Dock 2 and Matrice series in its enterprise offerings, indicating familiarity with Dock 2-based landing pads and solutions. "
Unnamed ANAC-Approved BVLOS Operators,Brazil,Enterprise End-User,Dock 2,Unknown,https://www.anac.gov.br,,https://enterprise-insights.dji.com/blog/unlocking-bvlos-at-scale-dji-dock-2-and-matrice-3d-series-receive-anac-design-authorization-for-brazil, DJI Case Study,, ,Medium,Represents Brazilian enterprises now able to deploy DJI Dock 2 at scale thanks to ANAC Design Authorization; specific company names are not disclosed in DJI's article but indicate a new class of BVLOS Dock 2 operators. 
DroneBase Srl,Italy,Authorized Dealer,Dock 2; Dock 3,Unknown,https://shop.dronebase.it,https://www.linkedin.com/company/dronebase-srl/,https://shop.dronebase.it/en/dji-dock-2/,Company Website,https://shop.dronebase.it/en/dji-dock-3/,Company Website,High,Italian professional drone reseller in Rimini selling DJI Dock 2 and DJI Dock 3 with full technical descriptions for automated operations. 
Dron-e.it,Italy,Authorized Dealer,Dock 3,Unknown,https://dron-e.it,https://www.linkedin.com/company/dron-e/,https://dron-e.it/product/dji-dock-3/,Company Website,https://dron-e.it/services/dji-enterprise-dealer/,Company Website,High,Official DJI Enterprise dealer in Italy offering DJI Dock 3 and DJI Dock + M30 Dock Version as part of its enterprise portfolio. 
3Digital Srl,Italy,Reseller,Dock 2,Unknown,https://3digital.tech,https://www.linkedin.com/company/3digital-srl/,https://3digital.tech/en/products/garanzia-dji-dock-2,Company Website,, ,High,"Italian reseller providing dedicated warranty products tied specifically to DJI Dock 2 purchased from authorized DJI resellers in Italy, Vatican City, or San Marino. "
Drone Store (drone-store.it),Italy,Reseller,Dock 2,Unknown,https://www.drone-store.it,https://www.linkedin.com/company/drone-store-italia/,https://www.drone-store.it/prodotto/dji-dock-2/,Company Website,, ,High,"Italian drone retailer selling DJI Dock 2 as an autonomous station for Matrice 3D/3DT, with detailed specs in Italian. "
Videolinea System Srl,Italy,Reseller,Dock 3,Unknown,https://www.videolinea.com,https://www.linkedin.com/company/videolinea/,https://www.videolinea.com/en/drone-docking-stations-ports/257396-docking-station-dji-dock-3overseas-edition-no-warranty-djdk03,Company Website,, ,High,Italian broadcast and AV technology company selling DJI Dock 3 (overseas edition) as a 24/7 remote drone docking station. 
Dronezone Enterprise (drone-zone.it),Italy,Reseller,Dock 1,Unknown,https://www.drone-zone.it,https://www.linkedin.com/company/dronezone-italia/,https://www.drone-zone.it/product-page/dji-dock-m30-dock-version,Company Website,, ,High,Enterprise-focused Italian reseller offering DJI Dock + M30 Dock Version for automated Matrice 30 operations. 
Aermatica3D Srl,Italy,System Integrator,Dock 3,Unknown,https://www.aermatica.com,https://www.linkedin.com/company/aermatica3d/,https://enterprise.dji.com/it/find-a-dealer,Company Website,, ,Medium,"Italian DJI Enterprise partner listed by DJI in the Italian dealer search, expected to integrate DJI Dock 3 and FlightHub 2 into custom solutions. "
PersonalDrones (GOLD Dealer),Italy,Reseller,Dock 2,Unknown,https://www.personaldrones.it,https://www.linkedin.com/company/personaldrones/,https://www.personaldrones.it/prodotti/dji/enterprise/dji-dock/dock-2/23298-dji-matrice-3td,Company Website,, ,Medium,"Italian DJI Enterprise GOLD dealer selling Matrice 3TD for DJI Dock 2 and describing Dock 2 as a more powerful, compact station for automated operations. "
DJI Italy / Enterprise Dealer Network,Italy,Distributor,Dock 2; Dock 3,Unknown,https://www.dji.com/it,https://www.linkedin.com/company/dji/,https://www.dji.com/nl/where-to-buy/enterprise-dealers,Company Website,https://enterprise.dji.com/it/find-a-dealer,Company Website,High,DJI's official Italian presence listing enterprise dealers associated with DJI Dock 3 FlightHub 2 On-Premises and Dock 2 sales. 
DJI ARS Madrid / StockRC,Spain,Authorized Dealer,Dock 2; Dock 3,Unknown,https://stockrc.com/en,https://www.linkedin.com/company/stockrc/,https://stockrc.com/en/524-dji-dock-2-matrice-3d,Company Website,https://stockrc.com/en/content/14-sobre-nosotros,Company Website,High,Official DJI Store and technical center in Spain (DJI ARS Madrid) selling DJI Dock 2 + Matrice 3D/3TD packs and listing DJI Dock 3 among its enterprise products. 
ATyges,Spain,Reseller,Dock 2,Unknown,https://atyges.es,https://www.linkedin.com/company/atyges/,https://atyges.es/tienda/dji-dock-2/,Company Website,, ,High,Spanish engineering and inspection firm in Málaga selling DJI Dock 2 as a remote inspection hangar for Matrice 3D/3TD with detailed Spanish-language specs. 
DJI Dron (Distribuidor AUTORIZADO),Spain,Authorized Dealer,Dock 2,Unknown,https://www.djidron.com,https://www.linkedin.com/company/dji-dron/,https://www.djidron.com/dron-dji/dji-dock-2/dji-dock-2/,Company Website,, ,High,Authorized DJI distributor in Spain explicitly selling DJI Dock 2 with full technical description and pricing. 
Tienda DronPlus,Spain,Reseller,Dock 2,Unknown,https://tienda.dronplus.es,https://www.linkedin.com/company/dronplus/,https://tienda.dronplus.es/producto/dji-dock-2-wind-speed-gauge/,Company Website,, ,Medium,"Spanish drone store selling original DJI Dock 2 components (e.g., wind speed gauge) indicating active support and parts availability for Dock 2 installations in Spain. "
DJI Spain / Enterprise Dealer Network,Spain,Distributor,Dock 2; Dock 3,Unknown,https://www.dji.com/es,https://www.linkedin.com/company/dji/,https://www.dji.com/nl/where-to-buy/enterprise-dealers,Company Website,https://enterprise.dji.com/it/find-a-dealer,Company Website,High,"DJI's European enterprise dealer page lists Spain under regions that support DJI Dock 3 FlightHub 2 On-Premises Version, confirming national Dock 2/3 availability via official channels. "
Guardia Civil,Spain,Government End-User,Dock 3,Unknown,https://www.guardiacivil.es,https://www.linkedin.com/company/guardia-civil/,https://shop.coptrz.com/blogs/news/dji-dock-3-matrice-4td-enhance-motogp-security-with-guardia-civil-in-spain,Industry Article,https://www.youtube.com/watch?v=vOGByKLZSyk,Social Media Post,High,Spanish Guardia Civil operates DJI Dock 3 with Matrice 4TD to provide 24/7 aerial security and real-time intelligence during MotoGP events in Spain. 
La Rioja Automated Patrol Operator (unnamed),Spain,Enterprise End-User,Dock 3,Unknown,https://www.larioja.org,,https://www.facebook.com/centralinnovationscorp/posts/725289370621577/,Social Media Post,, ,Medium,"Represents the unnamed Spanish security or police operator running DJI Dock 3-based automated patrols in La Rioja, as highlighted in Central Innovations' post. "
Avetics Global,Singapore,System Integrator,Dock 2; Dock 3,Unknown,https://www.avetics.com,https://www.linkedin.com/company/avetics-global/,https://www.avetics.com/dji-dock-2,Company Website,https://www.avetics.com/dji-dock-3,Company Website,High,"DJI Authorised Enterprise Dealer in Singapore offering DJI Dock 2 and DJI Dock 3 solutions from its Sin Ming Road headquarters, including 24/7 autonomous operations and vehicle-mounted deployments. "
